,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Content Rating,Directors,Genres,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,URL,Year
8072,James Foley,Niall Leonard,E.L. James,Dakota Johnson,Jamie Dornan,Eric Johnson,Dakota Johnson,Jamie Dornan,Eric Johnson,Eloise Mumford,"$55,000,000",R,James Foley,"Drama, Romance","$374,275,967,",4.6,33.0,63231,,0,0,12,3,2017-02-07,118.0,Fifty Shades Darker,http://www.imdb.com/title/tt4465564/,2017
8073,Rahul Dholakia,Rahul Dholakia,Harit Mehta,Raj Arjun,Shubham Chintamani,Shubham Tukaram,Raj Arjun,Shubham Chintamani,Shubham Tukaram,Dhanveer,,NR,Rahul Dholakia,"Action, Crime, Thriller","$3,262,954,",7.0,,32943,,0,0,11,1,2017-01-25,143.0,Raees,http://www.imdb.com/title/tt3405236/,2017
8074,Mike Flanagan,Mike Flanagan,Jeff Howard,Elizabeth Reaser,Lulu Wilson,Annalise Basso,Annalise Basso,Elizabeth Reaser,Lulu Wilson,Henry Thomas,"$9,000,000",PG-13,Mike Flanagan,"Horror, Thriller","$79,496,033,",6.1,65.0,38590,,0,0,5,2,2016-10-20,99.0,Ouija: Origin of Evil,http://www.imdb.com/title/tt4361050/,2016
8075,Timur Bekmambetov,Lew Wallace,Keith R. Clarke,Jack Huston,Toby Kebbell,Rodrigo Santoro,Jack Huston,Toby Kebbell,Rodrigo Santoro,Nazanin Boniadi,"$100,000,000",PG-13,Timur Bekmambetov,"Action, Adventure, Drama, History","$26,384,681,",5.7,38.0,33597,,0,0,0,2,2016-08-17,123.0,Ben-Hur,http://www.imdb.com/title/tt2638144/,2016
8076,Garth Jennings,Christophe Lourdelet,Garth Jennings,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,Scarlett Johansson,"$75,000,000",PG,"Garth Jennings, Christophe Lourdelet","Animation, Comedy, Family, Music, Musical","$632,443,719",7.1,59.0,92055,,0,0,20,2,2016-09-11,108.0,Sing,http://www.imdb.com/title/tt3470600/,2016
8077,Hüdaverdi Yavuz,Murat Özdil,Orhan Aydin,Özlem Balci,Volkan Basaran,Orhan Aydin,Özlem Balci,Volkan Basaran,Reha Beyoglu,Ayhan Eroglu,"$8,000,000",NR,H�daverdi Yavuz,"Biography, Drama",,1.8,,71083,,0,0,0,0,2017-03-02,108.0,Reis,http://www.imdb.com/title/tt5988370/,2017
8078,Chan-wook Park,Sarah Waters,Seo-kyeong Jeong,Min-hee Kim,Jung-woo Ha,Jin-woong Jo,Min-hee Kim,Tae-ri Kim,Jung-woo Ha,Jin-woong Jo,"KRW 10,000,000,000",NOT RATED,Chan-wook Park,"Crime, Drama, Mystery, Romance, Thriller","$1,968,494,",8.1,84.0,52670,,0,0,87,59,2016-05-14,144.0,Ah-ga-ssi,http://www.imdb.com/title/tt4016934/,2016
8079,Anna Foerster,Cory Goodman,Kyle Ward,Kate Beckinsale,Theo James,Tobias Menzies,Kate Beckinsale,Theo James,Tobias Menzies,Lara Pulver,"$35,000,000",R,Anna Foerster,"Action, Adventure, Fantasy, Horror","$76,130,534,",5.8,23.0,53958,,0,0,0,0,2016-11-24,91.0,Underworld: Blood Wars,http://www.imdb.com/title/tt3717252/,2016
8080,Daniel Ragussis,Michael German,Daniel Ragussis,Daniel Radcliffe,Toni Collette,Tracy Letts,Daniel Radcliffe,Toni Collette,Tracy Letts,Sam Trammell,,R,Daniel Ragussis,"Crime, Drama, Thriller",,6.5,68.0,32571,,0,0,0,0,2016-08-15,109.0,Imperium,http://www.imdb.com/title/tt4781612/,2016
8081,Nic Mathieu,Ian Fried,Nic Mathieu,James Badge Dale,Emily Mortimer,Bruce Greenwood,James Badge Dale,Emily Mortimer,Bruce Greenwood,Max Martini,"$70,000,000",PG-13,Nic Mathieu,"Action, Mystery, Sci-Fi, Thriller",,6.3,,33514,,0,0,0,0,2016-12-09,107.0,Spectral,http://www.imdb.com/title/tt2106651/,2016
8082,Greg Mottola,Michael LeSieur,Zach Galifianakis,Isla Fisher,Jon Hamm,Zach Galifianakis,Isla Fisher,Jon Hamm,Gal Gadot,Patton Oswalt,"$40,000,000",PG-13,Greg Mottola,"Action, Comedy","$28,939,621,",5.9,34.0,43699,,0,0,2,0,2016-10-19,105.0,Keeping Up with the Joneses,http://www.imdb.com/title/tt2387499/,2016
8083,Adam Wingard,Simon Barrett,James Allen McCune,Callie Hernandez,Corbin Reid,James Allen McCune,Callie Hernandez,Corbin Reid,Brandon Scott,Wes Robinson,"$5,000,000",R,Adam Wingard,"Horror, Thriller","$45,172,994",5.0,47.0,31687,,0,0,7,0,2016-09-11,89.0,Blair Witch,http://www.imdb.com/title/tt1540011/,2016
8084,André Øvredal,Ian B. Goldberg,Richard Naing,Brian Cox,Emile Hirsch,Ophelia Lovibond,Brian Cox,Emile Hirsch,Ophelia Lovibond,Michael McElhatton,,R,Andr� �vredal,"Horror, Mystery, Thriller",,6.8,65.0,56010,,0,0,9,7,2016-09-09,86.0,The Autopsy of Jane Doe,http://www.imdb.com/title/tt3289956/,2016
8085,Yimou Zhang,Carlo Bernard,Doug Miro,Matt Damon,Tian Jing,Willem Dafoe,Matt Damon,Tian Jing,Willem Dafoe,Andy Lau,"$150,000,000",PG-13,Yimou Zhang,"Action, Adventure, Fantasy, Thriller","$334,933,831",6.0,42.0,92751,,0,0,1,1,2016-12-06,103.0,The Great Wall,http://www.imdb.com/title/tt2034800/,2016
8086,Derek Cianfrance,Derek Cianfrance,M.L. Stedman,Michael Fassbender,Alicia Vikander,Rachel Weisz,Michael Fassbender,Alicia Vikander,Rachel Weisz,Florence Clery,"$20,000,000",PG-13,Derek Cianfrance,"Drama, Romance","$25,905,264,",7.2,60.0,36401,,0,0,9,1,2016-09-01,133.0,The Light Between Oceans,http://www.imdb.com/title/tt2547584/,2016
8087,Gauri Shinde,Gauri Shinde,Alia Bhatt,Shah Rukh Khan,Kunal Kapoor,Alia Bhatt,Shah Rukh Khan,Kunal Kapoor,Priyanka Moodley,Prateek Jain,,NOT RATED,Gauri Shinde,"Drama, Romance","$1,397,133,",7.7,,27158,,0,0,4,0,2016-11-23,151.0,Dear Zindagi,http://www.imdb.com/title/tt5946128/,2016
8088,Jared Hess,Chris Bowman,Hubbel Palmer,Zach Galifianakis,Kristen Wiig,Owen Wilson,Zach Galifianakis,Kristen Wiig,Owen Wilson,Ross Kimball,"$25,000,000",PG-13,Jared Hess,"Action, Comedy, Crime","$17,281,714,",5.8,47.0,37415,,0,0,1,0,2016-09-26,95.0,Masterminds,http://www.imdb.com/title/tt2461150/,2016
8089,D.J. Caruso,Rich Wilkes,F. Scott Frazier,Vin Diesel,Donnie Yen,Deepika Padukone,Vin Diesel,Donnie Yen,Deepika Padukone,Kris Wu,"$85,000,000",PG-13,D.J. Caruso,"Action, Adventure, Thriller","$345,159,432",5.2,42.0,65706,,0,0,6,1,2017-01-05,107.0,xXx: Return of Xander Cage,http://www.imdb.com/title/tt1293847/,2017
8090,David Frankel,Allan Loeb,Will Smith,Edward Norton,Kate Winslet,Will Smith,Edward Norton,Kate Winslet,Michael Peña,Helen Mirren,"$36,000,000",PG-13,David Frankel,"Drama, Romance","$76,168,721,",6.8,23.0,64580,,0,0,3,1,2016-12-12,97.0,Collateral Beauty,http://www.imdb.com/title/tt4682786/,2016
8091,Makoto Shinkai,Makoto Shinkai,Makoto Shinkai,Ryûnosuke Kamiki,Mone Kamishiraishi,Ryô Narita,Ryûnosuke Kamiki,Mone Kamishiraishi,Ryô Narita,Aoi Yûki,,PG,Makoto Shinkai,"Animation, Drama, Fantasy, Romance","$357,986,087",8.5,79.0,74243,,0,0,21,14,2016-07-03,106.0,Kimi no na wa.,http://www.imdb.com/title/tt5311514/,2016
8092,Sean Ellis,Sean Ellis,Anthony Frewin,Jamie Dornan,Cillian Murphy,Brian Caspe,Jamie Dornan,Cillian Murphy,Brian Caspe,Karel Hermánek Jr.,,R,Sean Ellis,"Biography, History, Thriller, War","$5,216,625,",7.2,59.0,31553,,0,0,16,1,2016-07-01,120.0,Anthropoid,http://www.imdb.com/title/tt4190530/,2016
8093,Aniruddha Roy Chowdhury,Shoojit Sircar,Aniruddha Roy Chowdhury,Tapsee Pannu,Kirti Kulhari,Andrea Tariang,Tapsee Pannu,Kirti Kulhari,Andrea Tariang,Amitabh Bachchan,,NOT RATED,Aniruddha Roy Chowdhury,Drama,,8.2,,26399,,0,0,8,7,2016-09-16,136.0,Pink,http://www.imdb.com/title/tt5571734/,2016
8094,Neeraj Pandey,Neeraj Pandey,Neeraj Pandey,Disha Patani,Anupam Kher,Sushant Singh Rajput,Disha Patani,Anupam Kher,Sushant Singh Rajput,Bhoomika Chawla,,NR,Neeraj Pandey,"Biography, Drama, Sport","$1,782,795,",7.8,,24422,,0,0,3,2,2016-09-29,184.0,M.S. Dhoni: The Untold Story,http://www.imdb.com/title/tt4169250/,2016
8095,James Watkins,Andrew Baldwin,James Watkins,Idris Elba,Richard Madden,Charlotte Le Bon,Idris Elba,Richard Madden,Charlotte Le Bon,Kelly Reilly,"$20,000,000",R,James Watkins,"Action, Crime, Drama, Thriller","$14,397,593,",6.3,48.0,25449,,0,0,0,0,2016-04-20,92.0,Bastille Day,http://www.imdb.com/title/tt2368619/,2016
8096,Maren Ade,Maren Ade,Sandra Hüller,Peter Simonischek,Michael Wittenborn,Sandra Hüller,Peter Simonischek,Michael Wittenborn,Thomas Loibl,Trystan Pütter,"€3,000,000",R,Maren Ade,"Comedy, Drama","$1,390,172,",7.5,93.0,32092,,1,0,73,50,2016-05-14,162.0,Toni Erdmann,http://www.imdb.com/title/tt4048272/,2016
8097,Luke Scott,Seth W. Owen,Kate Mara,Anya Taylor-Joy,Rose Leslie,Kate Mara,Anya Taylor-Joy,Rose Leslie,Michael Yare,Toby Jones,"$8,000,000",R,Luke Scott,"Action, Horror, Sci-Fi, Thriller","$7,315,248",5.8,48.0,29609,,0,0,2,0,2016-09-01,92.0,Morgan,http://www.imdb.com/title/tt4520364/,2016
8098,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich,Iain Glen,Ali Larter,Milla Jovovich,Iain Glen,Ali Larter,Shawn Roberts,Eoin Macken,"$40,000,000",R,Paul W.S. Anderson,"Action, Horror, Sci-Fi, Thriller","$312,242,626",5.6,49.0,63469,"JPY 619,388,238 (Japan),",0,0,3,1,2016-12-13,107.0,Resident Evil: The Final Chapter,http://www.imdb.com/title/tt2592614/,2016
8099,Colm McCarthy,Mike Carey,Mike Carey,Sennia Nanua,Fisayo Akinade,Dominique Tipper,Sennia Nanua,Fisayo Akinade,Dominique Tipper,Paddy Considine,"£4,000,000",R,Colm McCarthy,"Drama, Horror, Thriller",,6.7,67.0,36669,,0,0,10,7,2016-08-03,111.0,The Girl with All the Gifts,http://www.imdb.com/title/tt4547056/,2016
8100,Hannes Holm,Hannes Holm,Fredrik Backman,Rolf Lassgård,Bahar Pars,Filip Berg,Rolf Lassgård,Bahar Pars,Filip Berg,Ida Engvoll,,PG-13,Hannes Holm,"Comedy, Drama, Romance","$3,371,692,",7.7,70.0,29846,,2,0,21,13,2015-12-13,116.0,En man som heter Ove,http://www.imdb.com/title/tt4080728/,2015
8101,Tony Elliott,Tony Elliott,Robbie Amell,Rachael Taylor,Shaun Benson,Robbie Amell,Rachael Taylor,Shaun Benson,Gray Powell,Jacob Neayem,,NR,Tony Elliott,"Sci-Fi, Thriller",,6.4,,22819,,0,0,3,1,2016-09-09,88.0,ARQ,http://www.imdb.com/title/tt5640450/,2016
8102,Peter Berg,Peter Berg,Matt Cook,Mark Wahlberg,Michelle Monaghan,J.K. Simmons,Mark Wahlberg,Dicky Eklund Jr.,Michael Marchand,Rhet Kidd,"$45,000,000",R,Peter Berg,"Crime, Drama, History, Thriller","$48,277,588",7.4,69.0,59028,,0,0,3,2,2016-11-17,133.0,Patriots Day,http://www.imdb.com/title/tt4572514/,2016
8103,Sanjay Gupta,Sanjay Masoomm,Vijay Kumar Mishra,Hrithik Roshan,Yami Gautam,Ronit Roy,Hrithik Roshan,Yami Gautam,Ronit Roy,Rohit Roy,,NR,Sanjay Gupta,"Action, Crime, Thriller",,7.1,,20463,,0,0,2,1,2017-01-25,139.0,Kaabil,http://www.imdb.com/title/tt5460276/,2017
8104,Andrea Arnold,Andrea Arnold,Sasha Lane,Shia LaBeouf,Riley Keough,Sasha Lane,Shia LaBeouf,Riley Keough,McCaul Lombardi,Arielle Holmes,,R,Andrea Arnold,"Adventure, Drama, Romance","$1,751,330,",7.0,79.0,25425,,0,0,35,13,2016-05-15,163.0,American Honey,http://www.imdb.com/title/tt3721936/,2016
8105,Danny Boyle,John Hodge,Irvine Welsh,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Ewan McGregor,Logan Gillies,Ben Skelton,Aiden Haggarty,"$18,000,000",R,Danny Boyle,Drama,"$33,351,909,",7.3,67.0,74826,,0,0,5,5,2017-01-22,117.0,T2 Trainspotting,http://www.imdb.com/title/tt2763304/,2017
8106,Hong-jin Na,Hong-jin Na,Jun Kunimura,Jung-min Hwang,Do-won Kwak,Do-won Kwak,Jung-min Hwang,Jun Kunimura,Woo-hee Chun,Hwan-hee Kim,,NOT RATED,Hong-jin Na,"Horror, Thriller","$785,405,",7.5,81.0,24695,,0,0,51,29,2016-05-12,156.0,Gok-seong,http://www.imdb.com/title/tt5215952/,2016
8107,Amitabh Reza Chowdhury,Syed Gaosul Alam Shaon,Anam Biswas,Chanchal Chowdhury,Masuma Rahman Nabila,Bijori Barkatullah,Chanchal Chowdhury,Masuma Rahman Nabila,Bijori Barkatullah,Partho Barua,"BDT 35,000,000",NR,Amitabh Reza Chowdhury,"Crime, Mystery, Thriller",,9.5,,16222,,0,0,0,0,2016-05-17,147.0,Aynabaji,http://www.imdb.com/title/tt5354160/,2016
8108,Drake Doremus,Nathan Parker,Drake Doremus,Nicholas Hoult,Kristen Stewart,Vernetta Lopez,Nicholas Hoult,Vernetta Lopez,Scott Lawrence,Kate Lyn Sheil,"$16,000,000",PG-13,Drake Doremus,"Drama, Romance, Sci-Fi","$32,095,",6.0,43.0,19958,,0,0,5,1,2015-09-05,101.0,Equals,http://www.imdb.com/title/tt3289728/,2015
8109,Whit Stillman,Whit Stillman,Jane Austen,Kate Beckinsale,Chloë Sevigny,Xavier Samuel,Kate Beckinsale,Morfydd Clark,Tom Bennett,Jenn Murray,"$3,000,000",PG,Whit Stillman,"Comedy, Drama, Romance","$13,848,959,",6.5,87.0,18679,,0,0,46,7,2016-01-23,90.0,Love & Friendship,http://www.imdb.com/title/tt3068194/,2016
8110,Pedro Almodóvar,Pedro Almodóvar,Alice Munro,Emma Suárez,Adriana Ugarte,Daniel Grao,Emma Suárez,Adriana Ugarte,Daniel Grao,Inma Cuesta,"€1,350,000",R,Pedro Almod�var,"Drama, Mystery, Romance","$21,472,253,",7.1,73.0,20624,"€610,590 (Spain),",0,0,56,13,2016-04-08,99.0,Julieta,http://www.imdb.com/title/tt4326444/,2016
8111,Ken Loach,Paul Laverty,Dave Johns,Hayley Squires,Sharon Percy,Dave Johns,Hayley Squires,Briana Shann,Dylan McKiernan,Kate Rutter,,R,Ken Loach,Drama,"$258,168,",7.9,78.0,34935,,0,0,30,24,2016-05-13,100.0,"I, Daniel Blake",http://www.imdb.com/title/tt5168192/,2016
8112,John Hamburg,John Hamburg,Ian Helfer,Zoey Deutch,James Franco,Tangie Ambrose,Zoey Deutch,James Franco,Tangie Ambrose,Cedric the Entertainer,"$38,000,000",R,John Hamburg,Comedy,"$117,497,580,",6.2,39.0,74929,,0,0,0,1,2016-12-17,111.0,Why Him?,http://www.imdb.com/title/tt4501244/,2016
8113,Bruce Beresford,Susan McMartin,Eddie Murphy,Britt Robertson,Natascha McElhone,Eddie Murphy,Britt Robertson,Natascha McElhone,Xavier Samuel,Lucy Fry,"$8,000,000",PG-13,Bruce Beresford,"Comedy, Drama","$685,143,",7.6,37.0,19364,,0,0,3,0,2016-04-22,104.0,Mr. Church,http://www.imdb.com/title/tt4196848/,2016
8114,John Lee Hancock,Robert D. Siegel,Michael Keaton,Nick Offerman,John Carroll Lynch,Michael Keaton,Nick Offerman,John Carroll Lynch,Linda Cardellini,B.J. Novak,"$25,000,000",PG-13,John Lee Hancock,"Biography, Drama, History","$21,945,747",7.2,66.0,73960,,0,0,3,1,2016-11-24,115.0,The Founder,http://www.imdb.com/title/tt4276820/,2016
8115,Ben Affleck,Ben Affleck,Dennis Lehane,Ben Affleck,Elle Fanning,Brendan Gleeson,Ben Affleck,Elle Fanning,Remo Girone,Brendan Gleeson,"$108,000,000",R,Ben Affleck,"Action, Crime, Drama, Thriller","$16,706,524,",6.4,49.0,39180,,0,0,2,0,2016-12-13,129.0,Live by Night,http://www.imdb.com/title/tt2361317/,2016
8116,Karan Johar,Karan Johar,Karan Johar,Aishwarya Rai Bachchan,Ranbir Kapoor,Anushka Sharma Kohli,Aishwarya Rai Bachchan,Ranbir Kapoor,Anushka Sharma Kohli,Fawad Khan,,NOT RATED,Karan Johar,"Drama, Music, Musical, Romance","$28,333,348,",5.8,40.0,16083,,0,0,7,5,2016-10-27,158.0,Ae Dil Hai Mushkil,http://www.imdb.com/title/tt4559006/,2016
8117,Takeshi Nozue,Takashi Hasegawa,Aaron Paul,Lena Headey,Sean Bean,Aaron Paul,Lena Headey,Sean Bean,Adrian Bouchet,Liam Mulvey,,PG-13,Takeshi Nozue,"Animation, Action, Adventure, Drama, Fantasy, Sci-Fi","$233,569,",6.8,35.0,16298,,0,0,2,0,2016-07-09,110.0,Kingsglaive: Final Fantasy XV,http://www.imdb.com/title/tt5595168/,2016
8118,Asghar Farhadi,Asghar Farhadi,Taraneh Alidoosti,Shahab Hosseini,Babak Karimi,Taraneh Alidoosti,Shahab Hosseini,Babak Karimi,Mina Sadati,Farid Sajjadi Hosseini,,PG-13,Asghar Farhadi,"Drama, Thriller","$2,216,318,",7.9,85.0,31617,,0,1,19,9,2016-05-21,124.0,Forushande,http://www.imdb.com/title/tt5186714/,2016
8119,Jim Jarmusch,Jim Jarmusch,William Carlos Williams,Adam Driver,Golshifteh Farahani,Nellie,Adam Driver,Golshifteh Farahani,Nellie,Rizwan Manji,,R,Jim Jarmusch,"Comedy, Drama, Romance","$1,986,483,",7.4,90.0,42579,,0,0,33,7,2016-05-16,118.0,Paterson,http://www.imdb.com/title/tt5247022/,2016
8120,Jeff Nichols,Jeff Nichols,Ruth Negga,Joel Edgerton,Will Dalton,Ruth Negga,Joel Edgerton,Will Dalton,Dean Mumford,Terri Abney,"$9,000,000",PG-13,Jeff Nichols,"Biography, Drama, Romance","$7,696,098,",7.0,79.0,23386,,1,0,83,24,2016-05-16,123.0,Loving,http://www.imdb.com/title/tt4669986/,2016
8121,Dharmendra Suresh Desai,Vipul K. Rawal,Akshay Kumar,Ileana D'Cruz,Manoj Bajpayee,Akshay Kumar,Ileana D'Cruz,Manoj Bajpayee,Esha Gupta,Pavan Malhotra,,NR,Dharmendra Suresh Desai,"Crime, Mystery, Thriller","$1,087,419,",7.1,,16745,,0,0,3,1,2016-08-11,148.0,Rustom,http://www.imdb.com/title/tt5165344/,2016
8122,Richie Smyth,Kevin Brodbin,Declan Power,Richard Lukunku,Danny Sapani,Andrew Stock,Richard Lukunku,Danny Sapani,Andrew Stock,Mark Strong,,NR,Richie Smyth,"Action, Drama, Thriller, War",,7.3,,18439,,0,0,3,3,2016-07-10,108.0,The Siege of Jadotville,http://www.imdb.com/title/tt3922798/,2016
8123,Paolo Genovese,Filippo Bologna,Paolo Costella,Giuseppe Battiston,Anna Foglietta,Marco Giallini,Giuseppe Battiston,Anna Foglietta,Marco Giallini,Edoardo Leo,,NR,Paolo Genovese,"Comedy, Drama","$22,193,982",7.8,,30102,"€3,325,953 (Italy),",0,0,13,13,2016-02-02,97.0,Perfetti sconosciuti,http://www.imdb.com/title/tt4901306/,2016
8124,Lasse Hallström,W. Bruce Cameron,Cathryn Michon,Josh Gad,Dennis Quaid,Peggy Lipton,Josh Gad,Dennis Quaid,Peggy Lipton,Bryce Gheisar,"$22,000,000",PG,Lasse Hallstr�m,"Adventure, Comedy, Drama, Family, Fantasy","$165,142,855,",6.9,43.0,40455,,0,0,3,0,2017-01-19,100.0,A Dog's Purpose,http://www.imdb.com/title/tt1753383/,2017
8125,Josh Gordon,Will Speck,Justin Malen,Laura Solon,Jason Bateman,Olivia Munn,T.J. Miller,Jason Bateman,Olivia Munn,T.J. Miller,"$45,000,000",R,"Will Speck, Josh Gordon",Comedy,"$114,455,140",5.8,42.0,46110,,0,0,1,1,2016-12-07,105.0,Office Christmas Party,http://www.imdb.com/title/tt1711525/,2016
8126,Khurram H. Alavi,Ayman Jamal,Ayman Jamal,Ayman Jamal,Adewale Akinnuoye-Agbaje,Ian McShane,China Anne McClain,Adewale Akinnuoye-Agbaje,Ian McShane,China Anne McClain,"$30,000,000",PG-13,"Ayman Jamal, Khurram H. Alavi","Animation, Action, Adventure","$490,515,",8.6,52.0,12086,,0,0,2,0,2015-12-09,105.0,Bilal: A New Breed of Hero,http://www.imdb.com/title/tt3576728/,2015
8127,Simon Verhoeven,Matthew Ballen,Philip Koch,Alycia Debnam-Carey,William Moseley,Connor Paolo,Alycia Debnam-Carey,William Moseley,Connor Paolo,Brit Morgan,"$9,900,000",R,Simon Verhoeven,"Horror, Thriller","$3,759,046,",5.4,31.0,16618,,0,0,1,2,2016-01-07,92.0,Friend Request,http://www.imdb.com/title/tt3352390/,2016
8128,Alper Caglar,Alper Caglar,Caglar Ertugrul,Ufuk Bayraktar,Firat Dogruloglu,Caglar Ertugrul,Ufuk Bayraktar,Firat Dogruloglu,Mesut Akusta,Cengiz Coskun,"TRL 170,000",NR,Alper Caglar,"Adventure, Drama, Thriller, War",,8.2,,14888,,0,0,0,0,2012-11-16,90.0,Dag,http://www.imdb.com/title/tt2471640/,2012
8129,Susanna White,John le Carré,Hossein Amini,Carlos Acosta,Radivoje Bukvic,Stellan Skarsgård,Carlos Acosta,Radivoje Bukvic,Stellan Skarsgård,Mariya Fomina,,R,Susanna White,"Crime, Drama, Thriller","$8,993,222,",6.2,57.0,14637,,0,0,2,0,2016-05-01,108.0,Our Kind of Traitor,http://www.imdb.com/title/tt1995390/,2016
8130,Renny Harlin,Jay Longino,Jay Longino,Jackie Chan,Johnny Knoxville,Bingbing Fan,Jackie Chan,Johnny Knoxville,Bingbing Fan,Eric Tsang,"$32,000,000",PG-13,Renny Harlin,"Action, Adventure, Comedy, Crime, Thriller","$136,579,287,",5.7,50.0,14506,"$58,500,000 (China),",0,0,0,0,2016-07-17,107.0,Jue di tao wang,http://www.imdb.com/title/tt2238032/,2016
8131,Nate Parker,Nate Parker,Nate Parker,Nate Parker,Armie Hammer,Penelope Ann Miller,Nate Parker,Armie Hammer,Penelope Ann Miller,Jackie Earle Haley,"$8,500,000",R,Nate Parker,"Biography, Drama, History","$15,858,754,",6.3,69.0,16158,,0,0,26,4,2016-01-25,120.0,The Birth of a Nation,http://www.imdb.com/title/tt4196450/,2016
8132,Martin Zandvliet,Martin Zandvliet,Roland Møller,Louis Hofmann,Joel Basman,Roland Møller,Louis Hofmann,Joel Basman,Mikkel Boe Følsgaard,Laura Bro,"DKK 35,500,000",R,Martin Zandvliet,"Drama, History, War","$3,164,333,",7.8,75.0,20604,,1,0,19,27,2015-09-10,100.0,Under sandet,http://www.imdb.com/title/tt3841424/,2015
8133,Jeff Wadlow,Jeff Morris,Jeff Wadlow,Kevin James,Kim Coates,Maurice Compte,Kevin James,Kim Coates,Maurice Compte,Zulay Henao,"$40,000,000",TV-14,Jeff Wadlow,"Action, Comedy",,5.9,37.0,14209,,0,0,0,0,2016-11-11,98.0,True Memoirs of an International Assassin,http://www.imdb.com/title/tt1542768/,2016
8134,Jordan Peele,Jordan Peele,Daniel Kaluuya,Allison Williams,Bradley Whitford,Daniel Kaluuya,Allison Williams,Catherine Keener,Bradley Whitford,Caleb Landry Jones,"$5,000,000",R,Jordan Peele,"Horror, Mystery, Thriller","$254,716,534,",7.7,84.0,237508,,0,1,175,118,2017-01-23,104.0,Get Out,http://www.imdb.com/title/tt5052448/,2017
8135,Jeetu Arora,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Daniel Kaleb,Fllora Saini,Gurmeet Ram Rahim Singh,Daniel Kaleb,Fllora Saini,Jayshree Soni,"INR 550,000,000",NR,"Gurmeet Ram Rahim Singh, Jeetu Arora","Action, Comedy, Drama, Fantasy","INR 1,260,000,000,",6.8,,10996,,0,0,0,0,2015-02-13,197.0,MSG: The Messenger,http://www.imdb.com/title/tt4107858/,2015
8136,Barry Sonnenfeld,Gwyn Lurie,Matt Allen,Kevin Spacey,Jennifer Garner,Robbie Amell,Kevin Spacey,Jennifer Garner,Robbie Amell,Cheryl Hines,"$30,000,000",PG,Barry Sonnenfeld,"Comedy, Drama, Family, Fantasy","$19,637,449,",5.3,11.0,15593,,0,0,0,0,2016-08-03,87.0,Nine Lives,http://www.imdb.com/title/tt4383594/,2016
8137,Kleber Mendonça Filho,Kleber Mendonça Filho,Sônia Braga,Maeve Jinkings,Irandhir Santos,Sônia Braga,Maeve Jinkings,Irandhir Santos,Humberto Carrão,Zoraide Coleto,"BRL 2,500,000",NOT RATED,Kleber Mendon�a Filho,Drama,"$285,930,",7.6,88.0,13374,,0,0,35,33,2016-05-17,146.0,Aquarius,http://www.imdb.com/title/tt5221584/,2016
8138,Stewart Hendler,Christopher Yost,Ben Winchell,Josh Brener,Maria Bello,Ben Winchell,Josh Brener,Maria Bello,Andy Garcia,Ana Villafañe,"$10,000,000",PG-13,Stewart Hendler,"Action, Adventure, Family, Fantasy, Sci-Fi","$3,771,397,",4.6,22.0,14488,,0,0,0,0,2016-10-13,92.0,Max Steel,http://www.imdb.com/title/tt1472584/,2016
8139,Rob Zombie,Rob Zombie,Malcolm McDowell,Richard Brake,Jeff Daniel Phillips,Sheri Moon Zombie,Jeff Daniel Phillips,Lawrence-Hilton Jacobs,Meg Foster,Kevin Jackson,"$1,500,000",R,Rob Zombie,"Horror, Thriller","$779,820,",5.0,35.0,12740,,0,0,8,1,2016-01-23,102.0,31,http://www.imdb.com/title/tt3835080/,2016
8140,Sian Heder,Sian Heder,Ellen Page,Allison Janney,Tammy Blanchard,Ellen Page,Allison Janney,Tammy Blanchard,Evan Jonigkeit,Felix Solis,,NR,Sian Heder,"Comedy, Drama, Romance",,6.8,63.0,12065,,0,0,1,0,2016-01-23,111.0,Tallulah,http://www.imdb.com/title/tt1639084/,2016
8141,Ricky Gervais,Ricky Gervais,Ricky Gervais,Rob Jarvis,Abbie Murphy,Ricky Gervais,Rob Jarvis,Abbie Murphy,Mandeep Dhillon,Jo Hartley,,NR,Ricky Gervais,"Comedy, Music",,6.3,54.0,12550,,0,0,2,1,2016-08-19,96.0,David Brent: Life on the Road,http://www.imdb.com/title/tt3137630/,2016
8142,Steven C. Miller,Michael Cody,Chris Sivertson,Bruce Willis,Christopher Meloni,Dave Bautista,Bruce Willis,Christopher Meloni,Dave Bautista,Adrian Grenier,"$15,000,000",R,Steven C. Miller,"Action, Crime, Mystery, Thriller",,5.5,42.0,12596,,0,0,0,0,2016-07-01,107.0,Marauders,http://www.imdb.com/title/tt3963816/,2016
