,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
1062,Jonathan King,Jonathan King,Oliver Driver,Nathan Meister,Tammy Davis,Nathan Meister,Peter Feeney,Danielle Mason,Tammy Davis,Oliver Driver,,Jonathan King,82987.0,5.8,62.0,36403,,0,0,5,5,2006-09-10,87.0,Black Sheep,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,,,101543.48459980266,,
1063,Donald Petrie,Mark Steven Johnson,Jack Lemmon,Walter Matthau,Ann-Margret,Jack Lemmon,Walter Matthau,Ann-Margret,Burgess Meredith,Daryl Hannah,,Donald Petrie,70172621.0,7.0,53.0,37601,,0,0,1,1,1993-12-25,103.0,Grumpy Old Men,1993-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,119822857.24910131,,
1064,John Landis,Dan Aykroyd,Dave Thomas,Chevy Chase,Dan Aykroyd,Steve Forrest,Chevy Chase,Dan Aykroyd,Steve Forrest,Donna Dixon,,John Landis,60088980.0,6.4,22.0,37886,,0,0,0,0,1985-12-06,102.0,Spies Like Us,1985-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,137794440.06532556,,
1065,Michael Tiddes,Marlon Wayans,Rick Alvarez,Marlon Wayans,Essence Atkins,Marlene Forte,Marlon Wayans,Marlene Forte,Essence Atkins,David Koechner,,Michael Tiddes,60141683.0,5.1,20.0,37863,,0,0,1,1,2013-01-11,86.0,A Haunted House,2013-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,63681638.668279976,,
1066,Tim Story,Keith Merryman,David A. Newman,Chris Brown,Gabrielle Union,Kevin Hart,Michael Ealy,Jerry Ferrara,Meagan Good,Regina Hall,,Tim Story,96070507.0,6.6,51.0,37982,,0,0,13,4,2012-02-10,122.0,Think Like a Man,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,103215722.14010595,,
1067,John Woo,Chuck Pfarrer,Jean-Claude Van Damme,Lance Henriksen,Yancy Butler,Chuck Pfarrer,Robert Apisa,Arnold Vosloo,Lance Henriksen,Douglas Rye,,John Woo,74189677.0,6.1,nan,38157,,0,0,5,1,1993-08-20,97.0,Hard Target,1993-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,126682158.2241874,,
1068,Barry Levinson,Bernard Malamud,Roger Towne,Robert Redford,Robert Duvall,Glenn Close,Robert Redford,Robert Duvall,Glenn Close,Kim Basinger,,Barry Levinson,47951979.0,7.5,61.0,37053,,4,0,4,3,1984-05-11,138.0,The Natural,1984-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,113861062.52282722,,
1069,Betty Thomas,Susannah Grant,Sandra Bullock,Viggo Mortensen,Dominic West,Sandra Bullock,Viggo Mortensen,Dominic West,Elizabeth Perkins,Azura Skye,,Betty Thomas,62198945.0,6.0,46.0,37648,,0,0,0,1,2000-02-08,103.0,28 Days,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,89097279.69921604,,
1070,Stephen Herek,John Stockwell,Mark Wahlberg,Jennifer Aniston,Dominic West,Mark Wahlberg,Jennifer Aniston,Dominic West,Jason Bonham,Jeff Pilson,,Stephen Herek,19334145.0,6.2,54.0,36785,,0,0,1,0,2001-09-04,105.0,Rock Star,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,26934116.40873793,,
1071,Mitchell Lichtenstein,Mitchell Lichtenstein,Jess Weixler,John Hensley,Josh Pais,Jess Weixler,John Hensley,Josh Pais,Hale Appleman,Lenny von Dohlen,,Mitchell Lichtenstein,347578.0,5.4,57.0,36962,,0,0,10,2,2007-01-19,94.0,Teeth,2007-01-01,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,413504.52635287907,,
1072,Chia-Liang Liu,Edward Tang,Man-Ming Tong,Jackie Chan,Ho-Sung Pak,Lung Ti,Jackie Chan,Lung Ti,Anita Mui,Felix Wong,,Chia-Liang Liu,311546543.0,7.6,74.0,37743,,0,0,1,3,1994-02-03,102.0,Jui kuen II,1994-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,518460949.3355844,,
1073,Nicolas Roeg,Daphne Du Maurier,Allan Scott,Julie Christie,Donald Sutherland,Hilary Mason,Julie Christie,Donald Sutherland,Hilary Mason,Clelia Matania,,Nicolas Roeg,,7.3,nan,38619,,0,0,8,0,1973-10-11,110.0,Don't Look Now,1973-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,,,
1074,Roland Emmerich,John Orloff,Rhys Ifans,Vanessa Redgrave,David Thewlis,Rhys Ifans,Vanessa Redgrave,Sebastian Armesto,Rafe Spall,David Thewlis,,Roland Emmerich,15395087.0,6.9,50.0,36492,,1,0,8,7,2011-09-11,130.0,Anonymous,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,16882300.98348186,,
1075,Rob Schneider,Josh Lieb,Rob Schneider,David Carradine,Sally Kirkland,Rob Schneider,David Carradine,Jennifer Morrison,Scott Wilson,Richard Kind,,Rob Schneider,,6.2,nan,36886,,0,0,0,0,2007-11-05,105.0,Big Stan,2007-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
1076,Frank Marshall,Michael Crichton,John Patrick Shanley,Laura Linney,Tim Curry,Dylan Walsh,Laura Linney,Dylan Walsh,Ernie Hudson,Tim Curry,,Frank Marshall,152022101.0,5.1,22.0,37186,,0,0,11,2,1995-06-09,109.0,Congo,1995-01-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,246084258.81945843,,
1077,Jon Turteltaub,Audrey Wells,Bruce Willis,Spencer Breslin,Emily Mortimer,Bruce Willis,Spencer Breslin,Emily Mortimer,Lily Tomlin,Jean Smart,,Jon Turteltaub,110317580.0,6.1,45.0,36512,,0,0,3,1,2000-06-25,104.0,The Kid,2000-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,158025128.57735193,,
1078,Renny Harlin,Jan Skrentny,Neal Tabachnick,Sylvester Stallone,Kip Pardue,Til Schweiger,Sylvester Stallone,Burt Reynolds,Kip Pardue,Stacy Edwards,,Renny Harlin,32616869.0,4.5,29.0,36117,,0,0,10,1,2001-03-08,116.0,Driven,2001-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,45438086.17006625,,
1079,Michael Caton-Jones,Alan Sharp,Liam Neeson,Jessica Lange,John Hurt,Liam Neeson,Jessica Lange,John Hurt,Tim Roth,Eric Stoltz,,Michael Caton-Jones,31600000.0,6.9,55.0,36643,,1,0,2,2,1995-04-05,139.0,Rob Roy,1995-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,51152184.63330464,,
1080,Géla Babluani,Géla Babluani,Greg Pruss,Sam Riley,Alice Barrett,Gaby Hoffmann,Sam Riley,Alice Barrett,Gaby Hoffmann,Jason Statham,,G�la Babluani,,6.1,29.0,36778,,0,0,1,1,2010-03-13,91.0,13,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
1081,Cédric Klapisch,Cédric Klapisch,Romain Duris,Judith Godrèche,Kelly Reilly,Romain Duris,Judith Godrèche,Audrey Tautou,Cécile de France,Kelly Reilly,,C�dric Klapisch,3895664.0,7.3,65.0,36326,,0,0,9,8,2002-05-17,122.0,L'auberge espagnole,2002-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,5342262.922674079,,
1082,Don Siegel,Daniel Mainwaring,Jack Finney,Kevin McCarthy,Dana Wynter,Larry Gates,Kevin McCarthy,Dana Wynter,Larry Gates,King Donovan,,Don Siegel,,7.8,nan,37869,,0,0,0,2,1956-02-05,80.0,Invasion of the Body Snatchers,1956-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,,,,
1083,Clint Eastwood,Michael Connelly,Brian Helgeland,Clint Eastwood,Jeff Daniels,Anjelica Huston,Clint Eastwood,Jeff Daniels,Anjelica Huston,Wanda De Jesus,,Clint Eastwood,26199517.0,6.4,64.0,37111,,0,0,0,1,2002-08-06,110.0,Blood Work,2002-01-01,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,35928331.668508686,,
1084,Jonathan English,Jonathan English,Stephen McDool,Paul Giamatti,Jason Flemyng,Brian Cox,James Purefoy,Brian Cox,Kate Mara,Derek Jacobi,,Jonathan English,,6.2,42.0,36533,,0,0,0,0,2011-03-04,121.0,Ironclad,2011-01-01,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
1085,Joachim Rønning,Espen Sandberg,Petter Skavlan,Pål Sverre Hagen,Anders Baasmo Christiansen,Gustaf Skarsgård,Pål Sverre Hagen,Anders Baasmo Christiansen,Tobias Santelmann,Gustaf Skarsgård,,Espen Sandberg Joachim R�nning,22842887.0,7.2,62.0,38725,,1,0,13,12,2012-08-18,118.0,Kon-Tiki,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,24541819.86850385,,
1086,David Frankel,Vanessa Taylor,Meryl Streep,Tommy Lee Jones,Steve Carell,Meryl Streep,Tommy Lee Jones,Steve Carell,Jean Smart,Ben Rappaport,,David Frankel,114281051.0,6.3,65.0,36955,,0,0,4,2,2012-08-06,100.0,Hope Springs,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,122780669.88753662,,
1087,Joel Schumacher,Karl Gajdusek,Nicolas Cage,Nicole Kidman,Cam Gigandet,Nicolas Cage,Nicole Kidman,Ben Mendelsohn,Liana Liberato,Cam Gigandet,,Joel Schumacher,16816.0,5.3,37.0,37303,,0,0,2,0,2011-09-14,91.0,Trespass,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,18440.478662980662,,
1088,Jim Mickle,Nick Damici,Jim Mickle,Connor Paolo,Nick Damici,Kelly McGillis,Connor Paolo,Gregory Jones,Traci Hovel,Nick Damici,,Jim Mickle,18469.0,6.5,66.0,37261,,0,0,11,2,2010-09-17,98.0,Stake Land,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,20892.523972108018,,
1089,Emir Kusturica,David Atkins,Emir Kusturica,Johnny Depp,Jerry Lewis,Faye Dunaway,Johnny Depp,Jerry Lewis,Faye Dunaway,Lili Taylor,,Emir Kusturica,106658.0,7.4,nan,36763,,0,0,1,3,1993-01-06,142.0,Arizona Dream,1993-01-01,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,182123.257281136,,
1090,Alex Kurtzman,Alex Kurtzman,Roberto Orci,Chris Pine,Elizabeth Banks,Michelle Pfeiffer,Chris Pine,Elizabeth Banks,Michael Hall D'Addario,Michelle Pfeiffer,,Alex Kurtzman,12412386.0,7.1,49.0,37126,,0,0,0,0,2012-06-15,114.0,People Like Us,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,13335553.485438993,,
1091,David Anspaugh,Angelo Pizzo,Gene Hackman,Barbara Hershey,Dennis Hopper,Gene Hackman,Barbara Hershey,Dennis Hopper,Sheb Wooley,Fern Persons,,David Anspaugh,28607524.0,7.6,76.0,37147,,2,0,3,3,1986-11-10,114.0,Hoosiers,1986-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,64380044.15450775,,
1092,Randal Kleiser,Mark H. Baker,Michael Burton,Joey Cramer,Paul Reubens,Cliff De Young,Joey Cramer,Paul Reubens,Cliff De Young,Veronica Cartwright,,Randal Kleiser,18564613.0,6.9,nan,37317,,0,0,4,0,1986-08-01,90.0,Flight of the Navigator,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,41778890.219627135,,
1093,David Schwimmer,Andy Bellin,Robert Festinger,Clive Owen,Catherine Keener,Liana Liberato,Clive Owen,Catherine Keener,Liana Liberato,Jason Clarke,,David Schwimmer,120016.0,6.9,60.0,37291,,0,0,3,1,2010-09-10,106.0,Trust,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,135764.64113035443,,
1094,Niki Caro,Niki Caro,Witi Ihimaera,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,Cliff Curtis,,Niki Caro,20662447.0,7.6,80.0,36148,,1,0,34,33,2002-09-09,101.0,Whale Rider,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,28335150.18230994,,
1095,Tamra Davis,Shonda Rhimes,Britney Spears,Anson Mount,Zoe Saldana,Britney Spears,Anson Mount,Zoe Saldana,Taryn Manning,Dan Aykroyd,,Tamra Davis,61141030.0,3.4,27.0,35539,,0,0,15,2,2002-02-11,93.0,Crossroads,2002-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,83844874.10184851,,
1096,Julie Anne Robinson,Stacy Sherman,Karen Ray,Katherine Heigl,Jason O'Mara,Daniel Sunjata,Katherine Heigl,Jason O'Mara,Daniel Sunjata,John Leguizamo,,Julie Anne Robinson,36893721.0,5.3,22.0,36632,,0,0,1,1,2012-01-26,91.0,One for the Money,2012-01-01,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,39637680.43246188,,
1097,David Michôd,Joel Edgerton,David Michôd,Guy Pearce,Robert Pattinson,Scoot McNairy,Guy Pearce,Chan Kien,Tek Kong Lim,Tawanda Manyimo,,David Mich�d,1109199.0,6.4,64.0,37548,,0,0,19,3,2014-05-18,103.0,The Rover,2014-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,1155738.1026521455,,
1098,Penelope Spheeris,Penelope Spheeris,Robert Wolterstorff,Travis Tedford,Bug Hall,Brittany Ashton Holmes,Travis Tedford,Kevin Jamal Woods,Jordan Warkol,Zachary Mabry,,Penelope Spheeris,51764950.0,6.3,nan,37323,,0,0,0,2,1994-08-05,82.0,The Little Rascals,1994-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,86144769.44881094,,
1099,E. Elias Merhige,Steven Katz,John Malkovich,Willem Dafoe,Udo Kier,John Malkovich,Willem Dafoe,Udo Kier,Cary Elwes,Catherine McCormack,,E. Elias Merhige,8279017.0,6.9,71.0,36084,,2,0,24,14,2000-05-15,92.0,Shadow of the Vampire,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,11859331.26813589,,
1100,Tommy Lee Jones,Guillermo Arriaga,Tommy Lee Jones,Barry Pepper,Dwight Yoakam,Tommy Lee Jones,Barry Pepper,Julio Cesar Cedillo,Dwight Yoakam,January Jones,,Tommy Lee Jones,5023275.0,7.4,77.0,35773,,0,0,8,5,2005-05-20,121.0,The Three Burials of Melquiades Estrada,2005-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,6344798.228786893,,
1101,Ted Demme,Robert Ramsey,Matthew Stone,Eddie Murphy,Martin Lawrence,Obba Babatundé,Eddie Murphy,Martin Lawrence,Obba Babatundé,Nick Cassavetes,,Ted Demme,73521587.0,6.7,63.0,36866,,1,0,5,1,1999-04-13,108.0,Life,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,108872858.13419181,,
1102,Joe Carnahan,Joe Carnahan,Ray Liotta,Jason Patric,Chi McBride,Dan Leis,Jason Patric,Lloyd Adams,Meagan Issa,Lina Giornofelice,,Joe Carnahan,10460089.0,7.2,70.0,35629,,0,0,8,1,2002-01-14,105.0,Narc,2002-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,14344292.9453287,,
1103,Kevin Lima,Jymn Magon,Jymn Magon,Bill Farmer,Jason Marsden,Jim Cummings,Bill Farmer,Jason Marsden,Jim Cummings,Kellie Martin,,Kevin Lima,35348597.0,6.8,nan,37685,,0,0,5,0,1995-04-07,78.0,A Goofy Movie,1995-01-01,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,,,57220188.61621135,,
1104,John Carpenter,Michael Rasmussen,Shawn Rasmussen,Amber Heard,Mamie Gummer,Danielle Panabaker,Amber Heard,Mamie Gummer,Danielle Panabaker,Laura-Leigh Claire,,John Carpenter,,5.6,38.0,36357,,0,0,0,0,2010-09-13,89.0,The Ward,2010-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
1105,Michael McCullers,Michael McCullers,Tina Fey,Amy Poehler,Sigourney Weaver,Amy Poehler,Tina Fey,Greg Kinnear,Dax Shepard,Romany Malco,,Michael McCullers,60269340.0,6.0,55.0,36359,,0,0,5,1,2008-04-23,99.0,Baby Mama,2008-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,69051619.86590616,,
1106,Vijay Krishna Acharya,Vijay Krishna Acharya,Aditya Chopra,Aamir Khan,Katrina Kaif,Abhishek Bachchan,Aamir Khan,Abhishek Bachchan,Katrina Kaif,Uday Chopra,,Vijay Krishna Acharya,88031955.0,5.4,61.0,37528,,0,0,25,15,2013-12-19,172.0,Dhoom:3,2013-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,93213539.59403302,,
1107,Robert Harmon,Eric Red,Rutger Hauer,C. Thomas Howell,Jennifer Jason Leigh,Rutger Hauer,C. Thomas Howell,Jennifer Jason Leigh,Jeffrey DeMunn,John M. Jackson,,Robert Harmon,5844868.0,7.3,32.0,36835,,0,0,0,3,1986-01-17,97.0,The Hitcher,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,13153632.586912079,,
1108,Fred M. Wilcox,Cyril Hume,Irving Block,Walter Pidgeon,Anne Francis,Leslie Nielsen,Walter Pidgeon,Anne Francis,Leslie Nielsen,Warren Stevens,,Fred M. Wilcox,3250000.0,7.7,nan,38124,,1,0,1,1,1956-03-23,98.0,Forbidden Planet,1956-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1950,,,29491388.722193915,,
1109,Fred Zinnemann,Daniel Taradash,James Jones,Burt Lancaster,Montgomery Clift,Deborah Kerr,Burt Lancaster,Montgomery Clift,Deborah Kerr,Donna Reed,,Fred Zinnemann,30500000.0,7.7,nan,36912,,0,8,7,14,1953-08-05,118.0,From Here to Eternity,1953-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,,281073642.5552835,,
1110,Alfred Hitchcock,Winston Graham,Jay Presson Allen,Tippi Hedren,Sean Connery,Martin Gabel,Tippi Hedren,Martin Gabel,Sean Connery,Louise Latham,,Alfred Hitchcock,7000000.0,7.2,nan,37492,,0,0,1,0,1964-07-09,130.0,Marnie,1964-01-01,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1960,,,55669521.75651053,,
1111,Wolfgang Petersen,Barry Longyear,Edward Khmara,Dennis Quaid,Louis Gossett Jr.,Brion James,Dennis Quaid,Louis Gossett Jr.,Brion James,Richard Marcus,,Wolfgang Petersen,4271684.0,6.9,nan,37265,,0,0,6,2,1985-12-12,108.0,Enemy Mine,1985-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1980,,,9795711.375297269,,
1112,David Mirkin,Robin Schiff,Robin Schiff,Mira Sorvino,Lisa Kudrow,Janeane Garofalo,Mira Sorvino,Lisa Kudrow,Janeane Garofalo,Alan Cumming,,David Mirkin,29205077.0,6.2,59.0,36518,,0,0,3,0,1997-04-25,92.0,Romy and Michele's High School Reunion,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,44879994.62371717,,
