,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: APPROVED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R
51,Tigmanshu Dhulia,Sanjay Chauhan,Tigmanshu Dhulia,Irrfan Khan,Ravi Bhushan Bhartiya,Hemendra Dandotiya,Irrfan Khan,Ravi Bhushan Bhartiya,Hemendra Dandotiya,Mahie Gill,,Tigmanshu Dhulia,39567.0,8.3,nan,26666,,0,0,8,6,2012-03-02,135.0,Paan Singh Tomar,2012-01-01,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,William Dear,Dorothy Kingsley,George Wells,Danny Glover,Brenda Fricker,Tony Danza,Danny Glover,Brenda Fricker,Tony Danza,Christopher Lloyd,24000000.0,William Dear,50236831.0,6.1,nan,24374,,0,0,4,1,1994-07-10,102.0,Angels in the Outfield,1994-01-01,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,John McTiernan,William Harrison,William Harrison,Chris Klein,Jean Reno,LL Cool J,Chris Klein,Jean Reno,LL Cool J,Rebecca Romijn,70000000.0,John McTiernan,25852764.0,3.0,14.0,23185,,0,0,3,5,2002-02-08,98.0,Rollerball,2002-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,James Merendino,James Merendino,Matthew Lillard,Michael A. Goorjian,Annabeth Gish,Matthew Lillard,Michael A. Goorjian,Annabeth Gish,Jennifer Lien,Christopher McDonald,,James Merendino,299200.0,7.5,50.0,23501,,0,0,6,2,1998-09-24,97.0,SLC Punk!,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,Matthew Bright,Matthew Bright,Reese Witherspoon,Kiefer Sutherland,Bokeem Woodbine,Kiefer Sutherland,Reese Witherspoon,Bokeem Woodbine,Paul Perri,Robert Peters,3000000.0,Matthew Bright,295493.0,6.9,61.0,23412,,0,0,4,6,1996-01-01,102.0,Freeway,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,Jay Roach,David E. Kelley,Sean O'Byrne,Russell Crowe,Burt Reynolds,Hank Azaria,Russell Crowe,Hank Azaria,Mary McCormack,Burt Reynolds,28000000.0,Jay Roach,8888143.0,6.7,49.0,23283,,0,0,1,0,1999-10-01,119.0,Mystery Alaska,1999-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,Dito Montiel,Dito Montiel,Dito Montiel,Robert Downey Jr.,Rosario Dawson,Shia LaBeouf,Dianne Wiest,Robert Downey Jr.,Shia LaBeouf,Melonie Diaz,,Dito Montiel,516139.0,7.0,67.0,23196,,0,0,9,7,2006-01-01,100.0,A Guide to Recognizing Your Saints,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,Bruce McDonald,Tony Burgess,Tony Burgess,Stephen McHattie,Lisa Houle,Georgina Reilly,Stephen McHattie,Lisa Houle,Georgina Reilly,Hrant Alianak,1500000.0,Bruce McDonald,3478.0,6.7,54.0,24960,,0,0,10,1,2008-09-06,93.0,Pontypool,2008-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59,Julian Gilbey,Julian Gilbey,Will Gilbey,Alec Newman,Ed Speleers,Melissa George,Alec Newman,Ed Speleers,Melissa George,Kate Magowan,4000000.0,Julian Gilbey,,6.3,nan,24018,176801.0,0,0,1,7,2011-04-09,99.0,A Lonely Place to Die,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,Joe Charbanic,Darcy Meyers,David Elliot,James Spader,Keanu Reeves,Marisa Tomei,James Spader,Marisa Tomei,Keanu Reeves,Ernie Hudson,30000000.0,Joe Charbanic,28927720.0,5.3,22.0,23334,,0,0,1,0,2000-09-07,97.0,The Watcher,2000-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,Tim Story,Mark Brown,Mark Brown,Ice Cube,Cedric the Entertainer,Eve,Ice Cube,Anthony Anderson,Cedric the Entertainer,Sean Patrick Thomas,12000000.0,Tim Story,77063924.0,6.3,66.0,24905,,0,0,17,1,2002-08-07,102.0,Barbershop,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,Shane Carruth,Shane Carruth,Amy Seimetz,Frank Mosley,Shane Carruth,Amy Seimetz,Shane Carruth,Andrew Sensenig,Thiago Martins,Kathy Carruth,50000.0,Shane Carruth,444098.0,6.7,81.0,26395,,0,0,34,5,2013-01-21,96.0,Upstream Color,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,Courtney Solomon,Brent Monahan,Courtney Solomon,Donald Sutherland,Sissy Spacek,Rachel Hurd-Wood,Donald Sutherland,Sissy Spacek,James D'Arcy,Rachel Hurd-Wood,14000000.0,Courtney Solomon,29612137.0,5.0,38.0,23117,,0,0,5,0,2005-11-05,83.0,An American Haunting,2005-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64,Steven Spielberg,Jerry Belson,Dalton Trumbo,Richard Dreyfuss,Holly Hunter,Brad Johnson,Richard Dreyfuss,Holly Hunter,Brad Johnson,John Goodman,31000000.0,Steven Spielberg,74134790.0,6.4,50.0,24251,,0,0,3,0,1989-12-22,122.0,Always,1989-01-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,Werner Herzog,Werner Herzog,Klaus Kinski,Claudia Cardinale,José Lewgoy,Klaus Kinski,Claudia Cardinale,José Lewgoy,Miguel Ángel Fuentes,Paul Hittscher,,Werner Herzog,,8.1,nan,25079,,0,0,3,4,1982-03-04,158.0,Fitzcarraldo,1982-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,Richard Benjamin,Patty Dann,June Roberts,Cher,Bob Hoskins,Winona Ryder,Cher,Bob Hoskins,Winona Ryder,Michael Schoeffling,31000000.0,Richard Benjamin,35419397.0,6.6,56.0,24249,,0,0,0,4,1990-12-14,110.0,Mermaids,1990-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,Richard Fleischer,Earl Felton,Kirk Douglas,James Mason,Paul Lukas,Kirk Douglas,James Mason,Paul Lukas,Peter Lorre,Robert J. Wilke,5000000.0,Richard Fleischer,28200000.0,7.2,nan,24255,,0,2,3,2,1954-12-23,127.0,20000 Leagues Under the Sea,1954-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,Kenneth Lonergan,Kenneth Lonergan,Laura Linney,Matthew Broderick,Amy Ryan,Amy Ryan,Michael Countryman,Adam LeFevre,Halley Feiffer,Whitney Vance,1200000.0,Kenneth Lonergan,9180275.0,7.7,85.0,24734,,2,0,41,30,2000-01-21,111.0,You Can Count on Me,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,Eugenio Derbez,Guillermo Ríos,Leticia López Margalli,Eugenio Derbez,Karla Souza,Jessica Lindsey,Andrés Vázquez,Hugo Stiglitz,Eugenio Derbez,Leia Freitas,5000000.0,Eugenio Derbez,99067206.0,7.6,55.0,24837,,0,0,2,5,2013-08-30,115.0,No se aceptan devoluciones,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70,Ken Hughes,John Huston,Wolf Mankowitz,John Law,David Niven,Peter Sellers,Ursula Andress,Peter Sellers,Ursula Andress,David Niven,12000000.0,Robert Parrish Ken Hughes Richard Talmadge Joseph McGrath John Huston,41744718.0,5.2,nan,23598,,1,0,3,0,1967-04-13,131.0,Casino Royale,1967-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71,Ted Berman,Richard Rich,Lloyd Alexander,David Jonas,Grant Bardsley,Freddie Jones,Susan Sheridan,Grant Bardsley,Susan Sheridan,Freddie Jones,44000000.0,Ted Berman Richard Rich,21288692.0,6.5,nan,24958,,0,0,0,0,1985-07-24,80.0,The Black Cauldron,1985-01-01,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,Bharat Nalluri,David Magee,Simon Beaufoy,Frances McDormand,Amy Adams,Ciarán Hinds,Amy Adams,David Alexander,Clare Clifford,Christina Cole,,Bharat Nalluri,16051363.0,7.1,63.0,23758,,0,0,1,0,2008-03-07,92.0,Miss Pettigrew Lives for a Day,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,Blake Edwards,Frank Waldman,Blake Edwards,Peter Sellers,Herbert Lom,Lesley-Anne Down,Peter Sellers,Herbert Lom,Lesley-Anne Down,Burt Kwouk,,Blake Edwards,,7.3,60.0,23933,,1,0,2,2,1976-12-15,103.0,The Pink Panther Strikes Again,1976-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74,Peter Mullan,Peter Mullan,Eileen Walsh,Dorothy Duffy,Nora-Jane Noone,Geraldine McEwan,Anne-Marie Duff,Nora-Jane Noone,Dorothy Duffy,Eileen Walsh,,Peter Mullan,15722258.0,7.8,83.0,23631,57065.77927112949,0,0,14,18,2002-08-30,114.0,The Magdalene Sisters,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,Joachim Rønning,Espen Sandberg,Thomas Nordseth-Tiller,Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch,Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch,Ken Duken,7058159.232072276,Espen Sandberg Joachim R�nning,,7.3,60.0,23782,1800000.0,0,0,4,12,2008-12-19,118.0,Max Manus,2008-01-01,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,Mike Hodges,Mike Hodges,Ted Lewis,Michael Caine,Ian Hendry,Britt Ekland,Michael Caine,Ian Hendry,Britt Ekland,John Osborne,310122.3949718822,Mike Hodges,,7.5,nan,24011,,0,0,0,0,1971-02-03,112.0,Get Carter,1971-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,François Ozon,François Ozon,Marine Vacth,Géraldine Pailhas,Frédéric Pierrot,Marine Vacth,Géraldine Pailhas,Frédéric Pierrot,Fantin Ravat,Johan Leysen,,Fran�ois Ozon,48022.0,6.8,63.0,26236,,0,0,7,3,2013-05-16,95.0,Jeune & jolie,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,Nick Castle,Joe Connelly,Bob Mosher,Damon Wayans,Michael Ironside,Scott Bigelow,Damon Wayans,Michael Ironside,Scott Bigelow,Joseph Blaire,,Nick Castle,29412050.0,6.2,nan,25078,,0,0,0,0,1995-03-24,95.0,Major Payne,1995-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,Peter Medak,Russell Hunter,William Gray,George C. Scott,Trish Van Devere,Melvyn Douglas,George C. Scott,Trish Van Devere,Melvyn Douglas,Jean Marsh,6403774.856757667,Peter Medak,,7.3,nan,24039,,0,0,4,10,1980-03-28,107.0,The Changeling,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,Vincente Minnelli,Alan Jay Lerner,Alan Jay Lerner,Gene Kelly,Leslie Caron,Oscar Levant,Gene Kelly,Leslie Caron,Oscar Levant,Georges Guétary,2723903.0,Vincente Minnelli,4500000.0,7.2,nan,24917,,0,6,7,4,1951-08-26,114.0,An American in Paris,1951-01-01,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,James McTeigue,Philip Shelby,Milla Jovovich,Pierce Brosnan,Dylan McDermott,Paddy Wallace,Parker Sawyers,Bashar Rahal,Royce Pierreson,Ben Starr,20000000.0,James McTeigue,,5.6,28.0,25693,,0,0,0,0,2015-05-21,96.0,Survivor,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82,Michael Powell,Leo Marks,Leo Marks,Karlheinz Böhm,Anna Massey,Moira Shearer,Karlheinz Böhm,Moira Shearer,Anna Massey,Maxine Audley,,Michael Powell,83957.0,7.7,nan,24516,,0,0,0,0,1960-04-07,101.0,Peeping Tom,1960-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,Peter Bonerz,Neal Israel,Pat Proft,Bubba Smith,David Graf,Michael Winslow,Bubba Smith,David Graf,Michael Winslow,Leslie Easterbrook,12000000.0,Peter Bonerz,11567217.0,4.2,nan,24128,,0,0,0,0,1989-03-10,84.0,Police Academy 6: City Under Siege,1989-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,Leo McCarey,Delmer Daves,Leo McCarey,Cary Grant,Deborah Kerr,Richard Denning,Cary Grant,Deborah Kerr,Richard Denning,Neva Patterson,,Leo McCarey,,7.6,nan,24077,,4,0,2,2,1957-07-11,115.0,An Affair to Remember,1957-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,Guillem Morales,Guillem Morales,Oriol Paulo,Belén Rueda,Lluís Homar,Pablo Derqui,Belén Rueda,Lluís Homar,Pablo Derqui,Francesc Orella,,Guillem Morales,1716803.0,6.7,nan,25850,2234142.0,0,0,11,0,2010-09-11,118.0,Los ojos de Julia,2010-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,Buster Keaton,Jean C. Havez,Joseph A. Mitchell,Buster Keaton,Kathryn McGuire,Joe Keaton,Buster Keaton,Kathryn McGuire,Joe Keaton,Erwin Connelly,,Buster Keaton,,8.3,nan,24681,,0,0,0,1,1924-04-19,45.0,Sherlock Jr.,1924-01-01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87,Rohit Shetty,Yunus Sajawal,Farhad Samji,Shah Rukh Khan,Kajol,Varun Dhawan,Shah Rukh Khan,Kajol,Varun Dhawan,Kabir Bedi,18848009.650180943,Rohit Shetty,4830637.0,5.3,nan,26442,,0,0,7,1,2015-12-17,158.0,Dilwale,2015-01-01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,Wes Craven,Wes Craven,Suze Lanier-Bramlett,Robert Houston,John Steadman,John Steadman,Janus Blythe,Peter Locke,Russ Grieve,Virginia Vincent,230000.0,Wes Craven,25000000.0,6.4,nan,24307,,0,0,1,1,1977-06-15,89.0,The Hills Have Eyes,1977-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,Scott McGehee,David Siegel,Nancy Doyne,Carroll Cartwright,Julianne Moore,Alexander Skarsgård,Steve Coogan,Julianne Moore,Steve Coogan,Alexander Skarsgård,6000000.0,Scott McGehee David Siegel,1065000.0,7.5,74.0,23847,,0,0,8,3,2012-09-07,99.0,What Maisie Knew,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,Bob Clark,Roy Moore,Olivia Hussey,Keir Dullea,Margot Kidder,Olivia Hussey,Keir Dullea,Margot Kidder,John Saxon,Marian Waldman,620000.0,Bob Clark,4053000.0,7.2,nan,24807,,0,0,2,2,1974-10-11,98.0,Black Christmas,1974-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,Michael Lembeck,Ed Decter,John J. Strauss,Tim Allen,Martin Short,Elizabeth Mitchell,Tim Allen,Elizabeth Mitchell,Eric Lloyd,Judge Reinhold,12000000.0,Michael Lembeck,110768122.0,4.7,32.0,25900,,0,0,9,4,2006-11-02,97.0,The Santa Clause 3: The Escape Clause,2006-01-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,Kunal Kohli,Shibani Bathija,Shibani Bathija,Aamir Khan,Kajol,Rishi Kapoor,Aamir Khan,Kajol,Rishi Kapoor,Tabu,5300000.0,Kunal Kohli,2100110.0,7.2,nan,26199,,0,0,2,5,2006-05-26,168.0,Fanaa,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,Kevin Macdonald,Meg Rosoff,Jeremy Brock,Saoirse Ronan,Tom Holland,George MacKay,Saoirse Ronan,Tom Holland,George MacKay,Harley Bird,,Kevin Macdonald,60213.0,6.5,57.0,24240,,0,0,8,1,2013-09-10,101.0,How I Live Now,2013-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,Andrei Tarkovsky,Aleksandr Misharin,Andrei Tarkovsky,Margarita Terekhova,Filipp Yankovskiy,Ignat Daniltsev,Margarita Terekhova,Oleg Yankovskiy,Filipp Yankovskiy,Ignat Daniltsev,,Andrei Tarkovsky,,8.2,nan,27013,,0,0,0,0,1975-03-07,107.0,Zerkalo,1975-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,Tommy Lee Jones,Tommy Lee Jones,Kieran Fitzgerald,Tommy Lee Jones,Hilary Swank,Grace Gummer,Tommy Lee Jones,Hilary Swank,Grace Gummer,Miranda Otto,16000000.0,Tommy Lee Jones,2428883.0,6.6,68.0,25290,,0,0,14,5,2014-05-18,122.0,The Homesman,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,Les Mayfield,Valentine Davies,George Seaton,Richard Attenborough,Elizabeth Perkins,Dylan McDermott,Richard Attenborough,Elizabeth Perkins,Dylan McDermott,J.T. Walsh,,Les Mayfield,46138104.0,6.5,nan,25957,,0,0,1,0,1994-11-18,114.0,Miracle on 34th Street,1994-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,Michael Curtiz,Norman Krasna,Norman Panama,Bing Crosby,Danny Kaye,Rosemary Clooney,Bing Crosby,Danny Kaye,Rosemary Clooney,Vera-Ellen,,Michael Curtiz,30000000.0,7.6,nan,25457,,1,0,0,0,1954-10-14,120.0,White Christmas,1954-01-01,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98,Gauri Shinde,Gauri Shinde,Sridevi,Adil Hussain,Mehdi Nebbou,Sridevi,Adil Hussain,Mehdi Nebbou,Priya Anand,Sulabha Deshpande,,Gauri Shinde,1670773.0,7.9,nan,26752,,0,0,15,8,2012-09-14,134.0,English Vinglish,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99,Max Joseph,Max Joseph,Meaghan Oppenheimer,Zac Efron,Wes Bentley,Emily Ratajkowski,Zac Efron,Wes Bentley,Emily Ratajkowski,Jonny Weston,2000000.0,Max Joseph,3590010.0,6.2,46.0,28696,,0,0,0,0,2015-08-11,96.0,We Are Your Friends,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,Alejandro Amenábar,Alejandro Amenábar,Ethan Hawke,David Thewlis,Emma Watson,Ethan Hawke,Emma Watson,David Thewlis,Lothaire Bluteau,Dale Dickey,,Alejandro Amen�bar,17616062.0,5.7,32.0,29133,2248845.7474907557,0,0,2,1,2015-09-18,106.0,Regression,2015-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,Dan Fogelman,Dan Fogelman,Al Pacino,Annette Bening,Jennifer Garner,Al Pacino,Annette Bening,Jennifer Garner,Bobby Cannavale,Christopher Plummer,10000000.0,Dan Fogelman,5348317.0,7.0,58.0,25273,,0,0,3,1,2015-03-19,106.0,Danny Collins,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
