,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: APPROVED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R
1822,Jon Amiel,John Collee,Jon Amiel,Paul Bettany,Jennifer Connelly,Ian Kelly,Paul Bettany,Ian Kelly,Guy Henry,Martha West,6006366.748753679,Jon Amiel,340611.0,6.7,51.0,12422,119813.20199411376,0,0,1,0,2009-09-10,108.0,Creation,2009-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1823,Michel Gondry,Michel Gondry,Luc Bossi,Romain Duris,Audrey Tautou,Gad Elmaleh,Romain Duris,Audrey Tautou,Gad Elmaleh,Omar Sy,14618758.174963452,Michel Gondry,303012.0,6.5,54.0,13153,,0,0,9,1,2013-04-24,131.0,L'�cume des jours,2013-01-01,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1824,Neil LaBute,A.S. Byatt,David Henry Hwang,Gwyneth Paltrow,Aaron Eckhart,Jeremy Northam,Gwyneth Paltrow,Aaron Eckhart,Jeremy Northam,Jennifer Ehle,25000000.0,Neil LaBute,10103647.0,6.4,52.0,12051,,0,0,1,0,2002-08-16,102.0,Possession,2002-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1825,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Haruhiko Katô,Kumiko Asô,Koyuki,Haruhiko Katô,Kumiko Asô,Koyuki,Kurume Arisaka,Masatoshi Matsuo,,Kiyoshi Kurosawa,49046.0,6.6,70.0,13213,,0,0,3,2,2001-02-03,119.0,Kairo,2001-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1826,Richard Loncraine,William Shakespeare,Ian McKellen,Ian McKellen,Annette Bening,Christopher Bowen,Christopher Bowen,Edward Jewesbury,Ian McKellen,Bill Paterson,,Richard Loncraine,2600000.0,7.5,nan,12356,,2,0,10,7,1995-08-20,110.0,Richard III,1995-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1827,Robert Duvall,Robert Duvall,Robert Duvall,Todd Allen,Paul Bagget,Todd Allen,Paul Bagget,Lenore Banks,John Beasley,Mary Lynette Braxton,5000000.0,Robert Duvall,20733485.0,7.2,83.0,12129,,1,0,7,13,1997-09-06,134.0,The Apostle,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1828,Nikita Mikhalkov,Nikita Mikhalkov,Aleksandr Novototskiy-Vlasov,Sergey Makovetskiy,Sergey Garmash,Apti Magamaev,Sergey Makovetskiy,Nikita Mikhalkov,Sergey Garmash,Valentin Gaft,4000000.0,Nikita Mikhalkov,7537453.0,7.7,72.0,12516,,1,0,7,9,2007-09-07,159.0,12,2007-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1829,Joseph Ruben,Pierre Jolivet,Olivier Schatzky,Vince Vaughn,Anne Heche,Joaquin Phoenix,Vince Vaughn,Anne Heche,Joaquin Phoenix,David Conrad,,Joseph Ruben,8288513.0,6.9,54.0,12253,,0,0,2,0,1998-08-10,111.0,Return to Paradise,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1830,Stan Dragoti,Francis Veber,Yves Robert,Tom Hanks,Lori Singer,Dabney Coleman,Tom Hanks,Dabney Coleman,Lori Singer,Charles Durning,16000000.0,Stan Dragoti,8600000.0,5.7,nan,12961,,0,0,0,0,1985-07-19,92.0,The Man with One Red Shoe,1985-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1831,Malcolm D. Lee,Malcolm D. Lee,Malcolm D. Lee,Monica Calhoun,Morris Chestnut,Melissa De Sousa,Monica Calhoun,Morris Chestnut,Melissa De Sousa,Taye Diggs,17000000.0,Malcolm D. Lee,72835710.0,6.7,59.0,12554,,0,0,15,3,2013-11-15,123.0,The Best Man Holiday,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1832,Michael Hoffman,Robert Harling,Robert Harling,Sally Field,Kevin Kline,Robert Downey Jr.,Sally Field,Kevin Kline,Robert Downey Jr.,Cathy Moriarty,,Michael Hoffman,36489888.0,6.5,65.0,12488,,0,0,0,0,1991-05-31,97.0,Soapdish,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1833,Damien O'Donnell,Jeffrey Caine,Christian O'Reilly,James McAvoy,Steven Robertson,Romola Garai,Steven Robertson,Alan King,Brenda Fricker,Ruth McCabe,,Damien O'Donnell,21864.0,7.9,59.0,12679,,0,0,8,5,2004-10-10,104.0,Inside I'm Dancing,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1834,Neil Jordan,Angela Carter,Neil Jordan,Sarah Patterson,Angela Lansbury,David Warner,Angela Lansbury,David Warner,Graham Crowden,Brian Glover,2000000.0,Neil Jordan,4389334.0,6.8,nan,12544,,0,0,1,10,1984-07-01,95.0,The Company of Wolves,1984-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1835,Nicholas Meyer,Karl Alexander,Steve Hayes,Malcolm McDowell,Mary Steenburgen,David Warner,Malcolm McDowell,David Warner,Mary Steenburgen,Charles Cioffi,,Nicholas Meyer,,7.2,nan,12965,,0,0,7,7,1979-09-07,112.0,Time After Time,1979-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1836,Charles Chaplin,Charles Chaplin,Orson Welles,Charles Chaplin,Mady Correll,Allison Roddan,Charles Chaplin,Mady Correll,Allison Roddan,Robert Lewis,2000000.0,Charles Chaplin,1500000.0,8.0,nan,12913,,1,0,0,5,1947-04-11,124.0,Monsieur Verdoux,1947-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1837,Francine McDougall,Mandy Nelson,Marla Sokoloff,Marley Shelton,Melissa George,Marla Sokoloff,Marley Shelton,Melissa George,Mena Suvari,Rachel Blanchard,11000000.0,Francine McDougall,13276953.0,5.6,48.0,12147,,0,0,0,0,2001-01-24,81.0,Sugar & Spice,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1838,Roberto Benigni,Roberto Benigni,Vincenzo Cerami,Roberto Benigni,Jean Reno,Nicoletta Braschi,Roberto Benigni,Jean Reno,Nicoletta Braschi,Tom Waits,35000000.0,Roberto Benigni,24000000.0,7.2,22.0,12297,1116727.0,0,0,10,5,2005-10-14,114.0,La tigre e la neve,2005-01-01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1839,Colin Minihan,Colin Minihan,Stuart Ortiz,Brittany Allen,Freddie Stroma,Jesse Moss,Brittany Allen,Freddie Stroma,Melanie Papalia,Jesse Moss,,Colin Minihan,,5.0,38.0,12824,,0,0,3,1,2014-04-18,101.0,Extraterrestrial,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1840,Lewis Milestone,Carol Reed,Charles Lederer,Charles Nordhoff,Marlon Brando,Trevor Howard,Richard Harris,Marlon Brando,Trevor Howard,Richard Harris,19000000.0,Carol Reed Lewis Milestone,13680000.0,7.2,nan,12636,,7,0,6,3,1962-11-08,178.0,Mutiny on the Bounty,1962-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1841,Henrik Ruben Genz,Marcus Sakey,Kelly Masterson,James Franco,Kate Hudson,Tom Wilkinson,Sam Spruell,Michael Fox,Diarmaid Murtagh,Francis Magee,,Henrik Ruben Genz,,5.5,42.0,13217,,0,0,0,0,2014-08-12,90.0,Good People,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1842,Jerry Schatzberg,James Mills,Joan Didion,Al Pacino,Kitty Winn,Alan Vint,Al Pacino,Kitty Winn,Alan Vint,Richard Bright,1645000.0,Jerry Schatzberg,,7.1,nan,13240,,0,0,1,1,1971-05-21,110.0,The Panic in Needle Park,1971-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1843,Paolo Sorrentino,Paolo Sorrentino,Toni Servillo,Anna Bonaiuto,Giulio Bosetti,Toni Servillo,Anna Bonaiuto,Giulio Bosetti,Flavio Bucci,Carlo Buccirosso,3611251.900658895,Paolo Sorrentino,11260366.0,7.3,81.0,13162,628203.2437911809,1,0,36,30,2008-05-23,110.0,Il divo - La spettacolare vita di Giulio Andreotti,2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1844,Neil LaBute,Neil LaBute,Neil LaBute,Aaron Eckhart,Matt Malloy,Stacy Edwards,Aaron Eckhart,Stacy Edwards,Matt Malloy,Michael Martin,25000.0,Neil LaBute,2856622.0,7.3,81.0,12074,,0,0,12,14,1997-01-19,97.0,In the Company of Men,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1845,Juan José Campanella,Juan José Campanella,Fernando Castets,Ricardo Darín,Héctor Alterio,Norma Aleandro,Ricardo Darín,Héctor Alterio,Norma Aleandro,Eduardo Blanco,,Juan Jos� Campanella,624153.0,7.9,68.0,12779,,1,0,10,34,2001-08-16,123.0,El hijo de la novia,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1846,Richard Tuggle,Richard Tuggle,Clint Eastwood,Geneviève Bujold,Dan Hedaya,Clint Eastwood,Geneviève Bujold,Dan Hedaya,Alison Eastwood,Jenny Beck,,Richard Tuggle,48143579.0,6.3,nan,12815,,0,0,1,0,1984-08-17,114.0,Tightrope,1984-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1847,Togan Gökbakar,Serkan Altunigne,Sahan Gökbakar,Sahan Gökbakar,Zeynep Çamci,Vahdet Çakar,Sahan Gökbakar,Zeynep Çamci,Vahdet Çakar,Mücahit Avci,,Togan G�kbakar,,4.0,nan,14249,,0,0,0,0,2010-02-11,95.0,Recep Ivedik 3,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1848,Kimble Rendall,Shayne Armstrong,Duncan Kennedy,Richard Brancatisano,Xavier Samuel,Chris Betts,Richard Brancatisano,Xavier Samuel,Chris Betts,Sharni Vinson,29426189.30848455,Kimble Rendall,,5.2,nan,13167,,0,0,0,0,2012-09-05,93.0,Bait,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1849,Hark Tsui,Steven E. de Souza,Jean-Claude Van Damme,Rob Schneider,Lela Rochon,Jean-Claude Van Damme,Rob Schneider,Lela Rochon,Paul Sorvino,Carman Lee,35000000.0,Hark Tsui,44000000.0,4.8,37.0,12347,,0,0,0,0,1998-05-27,91.0,Knock Off,1998-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1850,Takashi Shimizu,Craig Rosenberg,Leslie Bibb,Ryan Kwanten,Amy Smart,Ryan Kwanten,Amy Smart,Leslie Bibb,Jamie Chung,Scout Taylor-Compton,,Takashi Shimizu,,4.8,nan,12725,,0,0,0,0,2014-06-11,97.0,Flight 7500,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1851,Raoul Walsh,John Huston,W.R. Burnett,Ida Lupino,Humphrey Bogart,Alan Curtis,Ida Lupino,Humphrey Bogart,Alan Curtis,Arthur Kennedy,455000.0,Raoul Walsh,,7.6,nan,12503,,0,0,0,3,1941-01-23,100.0,High Sierra,1941-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1852,Rob Reiner,Jeremy Leven,Luke Wilson,Kate Hudson,David Paymer,Luke Wilson,Derek Barbosa,Lobo Sebastian,Rob Reiner,Kate Hudson,30000000.0,Rob Reiner,14208384.0,5.6,32.0,12092,,0,0,1,0,2003-06-16,96.0,Alex & Emma,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1853,Edward Zwick,David Mamet,Tim Kazurinsky,Rob Lowe,Demi Moore,Jim Belushi,Rob Lowe,Demi Moore,Jim Belushi,Elizabeth Perkins,,Edward Zwick,38702310.0,6.2,nan,12492,,0,0,0,1,1986-06-26,113.0,About Last Night...,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1854,Vicky Jenson,Kelly Fremon Craig,Alexis Bledel,Michael Keaton,Carol Burnett,Alexis Bledel,Zach Gilford,Michael Keaton,Jane Lynch,Bobby Coleman,15000000.0,Vicky Jenson,6373693.0,5.3,35.0,12464,,0,0,0,0,2009-08-13,88.0,Post Grad,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1855,Gilles Mimouni,Gilles Mimouni,Romane Bohringer,Vincent Cassel,Jean-Philippe Écoffey,Romane Bohringer,Vincent Cassel,Jean-Philippe Écoffey,Monica Bellucci,Sandrine Kiberlain,,Gilles Mimouni,,7.5,nan,12221,,0,0,2,1,1996-07-27,116.0,L'appartement,1996-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1856,Todd Robinson,Todd Robinson,Ed Harris,Julian Adams,David Duchovny,Ed Harris,David Duchovny,William Fichtner,Lance Henriksen,Johnathon Schaech,18000000.0,Todd Robinson,489984.0,5.9,40.0,12279,,0,0,0,0,2013-03-01,98.0,Phantom,2013-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1857,Vincent Gallo,Vincent Gallo,Vincent Gallo,Chloë Sevigny,Cheryl Tiegs,Vincent Gallo,Chloë Sevigny,Cheryl Tiegs,Elizabeth Blake,Anna Vareschi,10000000.0,Vincent Gallo,365734.0,5.0,51.0,12295,,0,0,3,1,2003-05-21,93.0,The Brown Bunny,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1858,William Wyler,Arthur Wimperis,George Froeschel,Greer Garson,Walter Pidgeon,Teresa Wright,Greer Garson,Walter Pidgeon,Teresa Wright,May Whitty,1344000.0,William Wyler,21173600.0,7.6,nan,12899,,0,6,7,4,1942-06-04,134.0,Mrs. Miniver,1942-01-01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1859,Kiah Roache-Turner,Kiah Roache-Turner,Tristan Roache-Turner,Jay Gallagher,Bianca Bradey,Leon Burchill,Jay Gallagher,Bianca Bradey,Leon Burchill,Keith Agius,,Kiah Roache-Turner,,6.3,54.0,13613,,0,0,3,1,2014-09-19,98.0,Wyrmwood,2014-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1860,Brian A. Miller,Andre Fabrizio,Jeremy Passmore,Thomas Jane,Bruce Willis,Ambyr Childers,Ambyr Childers,Thomas Jane,Bryan Greenberg,Bruce Willis,10000000.0,Brian A. Miller,,4.2,17.0,13398,,0,0,0,0,2015-01-12,96.0,Vice,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1861,Don Bluth,Gary Goldman,Hans Christian Andersen,Don Bluth,Jodi Benson,Gary Imhoff,Gino Conforti,Gino Conforti,Barbara Cook,Jodi Benson,28000000.0,Gary Goldman Don Bluth,11373501.0,6.4,nan,12742,,0,0,0,1,1994-03-30,86.0,Thumbelina,1994-01-01,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1862,Ilmar Raag,Ilmar Raag,Vallo Kirs,Vallo Kirs,Pärt Uusberg,Lauri Pedaja,Vallo Kirs,Pärt Uusberg,Lauri Pedaja,Paula Solvak,,Ilmar Raag,,8.0,nan,12548,,0,0,2,7,2007-03-16,99.0,Klass,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1863,Michael Gordon,Stanley Shapiro,Maurice Richlin,Rock Hudson,Doris Day,Tony Randall,Rock Hudson,Doris Day,Tony Randall,Thelma Ritter,,Michael Gordon,18750000.0,7.5,nan,12529,,0,1,11,5,1959-10-06,102.0,Pillow Talk,1959-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1864,Kôji Morimoto,Tensai Okamura,Satoshi Kon,Katsuhiro Ôtomo,Shigeru Chiba,Hisao Egawa,Kayoko Fujii,Shigeru Chiba,Hisao Egawa,Kayoko Fujii,,Katsuhiro �tomo Tensai Okamura K�ji Morimoto,,7.6,nan,12848,,0,0,0,1,1995-12-23,113.0,Memor�zu,1995-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1865,Tim Robbins,Tim Robbins,Tim Robbins,Giancarlo Esposito,Alan Rickman,Tim Robbins,Giancarlo Esposito,Alan Rickman,Ray Wise,Brian Murray,,Tim Robbins,4479470.0,7.0,nan,12158,,0,0,2,4,1992-09-04,102.0,Bob Roberts,1992-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1866,Luiso Berdejo,John Travis,John Connolly,Kevin Costner,Ivana Baquero,Samantha Mathis,Kevin Costner,Ivana Baquero,Samantha Mathis,Gattlin Griffith,15000000.0,Luiso Berdejo,,5.3,nan,12479,,0,0,1,0,2009-12-18,108.0,The New Daughter,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1867,Barbra Streisand,André Cayatte,Gérard Oury,Barbra Streisand,Jeff Bridges,Lauren Bacall,Barbra Streisand,Jeff Bridges,Lauren Bacall,George Segal,42000000.0,Barbra Streisand,73052428.0,6.5,nan,12365,,2,0,9,4,1996-11-01,126.0,The Mirror Has Two Faces,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1868,Philipp Stölzl,Chris Silber,Philipp Stölzl,Benno Fürmann,Florian Lukas,Johanna Wokalek,Benno Fürmann,Johanna Wokalek,Florian Lukas,Simon Schwarz,,Philipp St�lzl,710993.0,7.4,67.0,12703,,0,0,6,4,2008-08-09,126.0,Nordwand,2008-01-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1869,Jodie Foster,Scott Frank,Jodie Foster,Dianne Wiest,Adam Hann-Byrd,Jodie Foster,Alex Lee,Adam Hann-Byrd,Michael Shulman,Nathan Lee,10000000.0,Jodie Foster,25010896.0,6.7,71.0,12352,,0,0,1,2,1991-09-06,99.0,Little Man Tate,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1870,Aziz Mirza,Aziz Mirza,Robin Bhatt,Shah Rukh Khan,Rani Mukerji,Jas Arora,Shah Rukh Khan,Rani Mukerji,Jas Arora,Satish Shah,2567943.5052428846,Aziz Mirza,836225.0,6.6,nan,12610,,0,0,16,0,2003-06-12,167.0,Chalte Chalte,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1871,David Seltzer,David Seltzer,Corey Haim,Kerri Green,Charlie Sheen,Corey Haim,Kerri Green,Charlie Sheen,Courtney Thorne-Smith,Winona Ryder,6000000.0,David Seltzer,8200000.0,6.8,75.0,12542,,0,0,3,0,1986-03-28,100.0,Lucas,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1872,David Mackenzie,Alexander Trocchi,David Mackenzie,Ewan McGregor,Tilda Swinton,Peter Mullan,Ewan McGregor,Tilda Swinton,Peter Mullan,Emily Mortimer,2462902.53063235,David Mackenzie,767240.0,6.5,67.0,12172,140811.52638384336,0,0,17,7,2003-05-16,98.0,Young Adam,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
