,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Comedy,Genre:  Music,Genre: Fantasy,Genre:  Western,Genre: Action,Genre: Drama,Genre:  Fantasy,Genre: Musical,Genre:  Comedy,Genre: Mystery,Genre:  Horror,Genre:  Film-Noir,Genre:  Adventure,Genre: Horror,Genre:  Crime,Genre:  Musical,Genre: Romance,Genre:  Sport,Genre: Western,Genre:  Mystery,Genre: Biography,Genre:  Family,Genre:  Drama,Genre:  Thriller,Genre: Animation,Genre:  Action,Genre:  History,Genre:  Romance,Genre:  Sci-Fi,Genre: Film-Noir,Genre: Crime,Genre:  Biography,Genre:  War,Genre: Sci-Fi,Genre: Adventure,Genre: Family,Content Rating: PG-13,Content Rating: APPROVED,Content Rating: PASSED,Content Rating: R,Content Rating: NR,Content Rating: G,Content Rating: UNRATED,Content Rating: GP,Content Rating: NOT RATED,Content Rating: NC-17,Content Rating: PG,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
813,Anthony Minghella,Patricia Highsmith,Anthony Minghella,Matt Damon,Gwyneth Paltrow,Jude Law,Matt Damon,Gwyneth Paltrow,Jude Law,Cate Blanchett,40000000.0,Anthony Minghella,128798265.0,7.3,76.0,151225,,5,0,75,10,1999-12-12,139.0,The Talented Mr. Ripley,1999-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,88798265.0,59233138.226024315,190728135.85042775,,131494997.62440343
814,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,Talia Shire,Burt Young,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith,7000000.0,Sylvester Stallone,200182160.0,7.2,61.0,155808,,0,0,2,2,1979-06-15,119.0,Rocky II,1979-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,193182160.0,23791705.132621426,680382131.9330348,,656590426.8004134
815,David O. Russell,John Ridley,David O. Russell,George Clooney,Mark Wahlberg,Ice Cube,George Clooney,Mark Wahlberg,Ice Cube,Spike Jonze,75000000.0,David O. Russell,107752036.0,7.1,82.0,146751,,0,0,19,8,1999-09-27,114.0,Three Kings,1999-01-01,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1990,32752036.0,111062134.1737956,159562281.06308872,,48500146.88929312
816,Roman Polanski,Arturo Pérez-Reverte,John Brownjohn,Johnny Depp,Frank Langella,Lena Olin,Johnny Depp,Frank Langella,Lena Olin,Emmanuelle Seigner,38000000.0,Roman Polanski,58401898.0,6.7,44.0,146778,,0,0,4,1,1999-08-25,133.0,The Ninth Gate,1999-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,20401898.0,56271481.314723104,86483192.42240433,,30211711.107681226
817,Donald Petrie,Marc Lawrence,Katie Ford,Sandra Bullock,Michael Caine,Benjamin Bratt,Sandra Bullock,Michael Caine,Benjamin Bratt,Candice Bergen,45000000.0,Donald Petrie,212742720.0,6.2,43.0,154228,,0,0,5,7,2000-12-14,109.0,Miss Congeniality,2000-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,167742720.0,64460540.06968641,304744680.6020906,,240284140.53240418
818,David Dobkin,Nick Schenk,Bill Dubuque,Robert Downey Jr.,Robert Duvall,Vera Farmiga,Robert Downey Jr.,Robert Duvall,Vera Farmiga,Billy Bob Thornton,50000000.0,David Dobkin,84419388.0,7.4,48.0,152808,,1,0,8,3,2014-09-04,141.0,The Judge,2014-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,34419388.0,52097869.84356033,87961405.76594038,,35863535.922380045
819,Brian Helgeland,Brian Helgeland,Heath Ledger,Mark Addy,Rufus Sewell,Heath Ledger,Rufus Sewell,Shannyn Sossamon,Paul Bettany,Laura Fraser,65000000.0,Brian Helgeland,117487473.0,6.9,56.0,148375,,0,0,10,4,2001-03-08,132.0,A Knight's Tale,2001-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,52487473.0,90550555.32933913,163670091.1444729,,73119535.81513375
820,Scott Waugh,George Gatins,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,Aaron Paul,Dominic Cooper,Imogen Poots,Kid Cudi,66000000.0,Scott Waugh,203277636.0,6.5,39.0,147553,,0,0,2,1,2014-03-12,132.0,Need for Speed,2014-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,137277636.0,68769188.19349964,211806636.44869268,,143037448.25519302
821,Mel Brooks,Mel Brooks,Thomas Meehan,Mel Brooks,John Candy,Rick Moranis,Mel Brooks,John Candy,Rick Moranis,Bill Pullman,22700000.0,Mel Brooks,38119483.0,7.1,46.0,149210,,0,0,0,1,1987-06-24,96.0,Spaceballs,1987-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1980,15419483.0,49279527.39273927,82753749.19363697,,33474221.80089769
822,Gus Van Sant,Dustin Lance Black,Sean Penn,Josh Brolin,Emile Hirsch,Sean Penn,Emile Hirsch,Josh Brolin,Diego Luna,James Franco,20000000.0,Gus Van Sant,31841299.0,7.6,84.0,147543,,0,2,141,61,2008-10-28,128.0,Milk,2008-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,11841299.0,22914344.131163925,36481124.14346429,,13566780.012300363
823,David Dobkin,Jon Lucas,Scott Moore,Jason Bateman,Ryan Reynolds,Olivia Wilde,Ryan Reynolds,Jason Bateman,Leslie Mann,Olivia Wilde,52000000.0,David Dobkin,75828267.0,6.3,39.0,146028,,0,0,1,0,2011-08-01,112.0,The Change-Up,2011-01-01,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,23828267.0,57023364.08628654,83153516.86871436,,26130152.78242782
824,Alex Proyas,James O'Barr,David J. Schow,Brandon Lee,Michael Wincott,Rochelle Davis,Brandon Lee,Rochelle Davis,Ernie Hudson,Michael Wincott,23000000.0,Alex Proyas,94000000.0,7.6,71.0,146984,,0,0,6,3,1994-05-10,102.0,The Crow,1994-01-01,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,71000000.0,38275506.830831505,156430332.26513746,,118154825.43430595
825,Antoine Fuqua,David Franzoni,Clive Owen,Stephen Dillane,Keira Knightley,Clive Owen,Ioan Gruffudd,Mads Mikkelsen,Joel Edgerton,Hugh Dancy,120000000.0,Antoine Fuqua,203567857.0,6.3,46.0,145709,,0,0,8,4,2004-06-28,126.0,King Arthur,2004-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,83567857.0,156711973.9092406,265846005.79120022,,109134031.88195959
826,Terrence Malick,Terrence Malick,Brad Pitt,Sean Penn,Jessica Chastain,Brad Pitt,Sean Penn,Jessica Chastain,Hunter McCracken,Laramie Eppler,32000000.0,Terrence Malick,54303319.0,6.8,85.0,148450,,3,0,117,111,2011-05-16,139.0,The Tree of Life,2011-01-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,22303319.0,35091300.97617633,59549190.96982234,,24457889.993646003
827,Franklin J. Schaffner,Michael Wilson,Rod Serling,Charlton Heston,Roddy McDowall,Kim Hunter,Charlton Heston,Roddy McDowall,Kim Hunter,Maurice Evans,5800000.0,Franklin J. Schaffner,33395426.0,8.0,79.0,148546,,2,0,1,4,1968-02-08,112.0,Planet of the Apes,1968-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1960,27595426.0,41131198.85396562,236826535.79636097,,195695336.94239536
828,Seth MacFarlane,Seth MacFarlane,Alec Sulkin,Seth MacFarlane,Charlize Theron,Liam Neeson,Seth MacFarlane,Charlize Theron,Amanda Seyfried,Liam Neeson,40000000.0,Seth MacFarlane,86408083.0,6.1,44.0,150535,,0,0,6,0,2014-05-15,116.0,A Million Ways to Die in the West,2014-01-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,46408083.0,41678295.87484826,90033541.23131116,,48355245.356462896
829,Andrew Dominik,Andrew Dominik,Ron Hansen,Brad Pitt,Casey Affleck,Sam Shepard,Brad Pitt,Mary-Louise Parker,Brooklynn Proulx,Dustin Bollinger,30000000.0,Andrew Dominik,3904982.0,7.5,68.0,148758,,2,0,65,25,2007-09-02,160.0,The Assassination of Jesse James by the Coward Robert Ford,2007-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-26095018.0,35690221.448383875,4645655.744398432,,-31044565.70398544
830,Trey Parker,Trey Parker,Matt Stone,Trey Parker,Matt Stone,Elle Russ,Trey Parker,Matt Stone,Kristen Miller,Masasa Moyo,30000000.0,Trey Parker,17447224.0,7.2,64.0,144471,,0,0,11,1,2004-10-11,98.0,Team America: World Police,2004-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-12552776.0,39177993.47731015,22784907.60230564,,-16393085.875004515
831,Michel Gondry,Seth Rogen,Evan Goldberg,Seth Rogen,Jay Chou,Christoph Waltz,Seth Rogen,Jay Chou,Cameron Diaz,Tom Wilkinson,120000000.0,Michel Gondry,227817248.0,5.8,39.0,143467,,0,0,7,4,2011-01-12,119.0,The Green Hornet,2011-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,107817248.0,131592378.66066124,249825113.03538144,,118232734.37472019
832,Mimi Leder,Bruce Joel Rubin,Michael Tolkin,Robert Duvall,Téa Leoni,Elijah Wood,Robert Duvall,Téa Leoni,Elijah Wood,Vanessa Redgrave,75000000.0,Mimi Leder,349464664.0,6.1,40.0,143621,,0,0,14,5,1998-05-07,120.0,Deep Impact,1998-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1990,274464664.0,113492203.89826536,528820198.6923573,,415327994.79409194
833,Martin Campbell,Johnston McCulley,Ted Elliott,Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones,José María de Tavira,Diego Sieres,Emiliano Guerra,Yolanda Orisaga,65000000.0,Martin Campbell,250288523.0,6.7,63.0,147133,,2,0,16,8,1998-07-17,136.0,The Mask of Zorro,1998-01-01,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1990,185288523.0,98359910.04516332,378743947.8094891,,280384037.76432574
834,Jeff Nichols,Jeff Nichols,Matthew McConaughey,Tye Sheridan,Jacob Lofland,Matthew McConaughey,Reese Witherspoon,Tye Sheridan,Jacob Lofland,Sam Shepard,10000000.0,Jeff Nichols,21590086.0,7.4,76.0,148219,,0,0,35,11,2012-05-26,130.0,Mud,2012-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,11590086.0,10743747.00032612,23195842.169928297,,12452095.169602174
835,Joel Schumacher,Ebbe Roe Smith,Michael Douglas,Robert Duvall,Barbara Hershey,Michael Douglas,Robert Duvall,Barbara Hershey,Rachel Ticotin,Tuesday Weld,25000000.0,Joel Schumacher,40903593.0,7.6,56.0,146048,,0,0,2,1,1993-02-26,113.0,Falling Down,1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,15903593.0,42688606.87457481,69844696.05338441,,27156089.178809594
836,Steven Soderbergh,Susannah Grant,Julia Roberts,Albert Finney,David Brisbin,Julia Roberts,David Brisbin,Dawn Didawick,Albert Finney,Valente Rodriguez,52000000.0,Steven Soderbergh,256271286.0,7.3,73.0,148027,,0,1,58,31,2000-03-14,131.0,Erin Brockovich,2000-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,204271286.0,74487735.19163764,367097455.55362374,,292609720.3619861
837,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,Talia Shire,Burt Young,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Brigitte Nielsen,30000000.0,Sylvester Stallone,300400000.0,6.8,42.0,152066,,0,0,5,9,1985-11-21,91.0,Rocky IV,1985-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,270400000.0,68795196.75587381,688869236.8488164,,620074040.0929426
838,Andy Muschietti,Andy Muschietti,Barbara Muschietti,Jessica Chastain,Nikolaj Coster-Waldau,Megan Charpentier,Jessica Chastain,Nikolaj Coster-Waldau,Megan Charpentier,Isabelle Nélisse,20000000.0,Andy Muschietti,146428180.0,6.2,57.0,149314,,0,0,18,11,2013-01-17,100.0,Mama,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,126428180.0,21177205.389573142,155046982.1340693,,133869776.74449618
839,Wes Anderson,Wes Anderson,Owen Wilson,Jason Schwartzman,Bill Murray,Olivia Williams,Jason Schwartzman,Bill Murray,Olivia Williams,Seymour Cassel,9000000.0,Wes Anderson,17105219.0,7.7,86.0,147277,,0,0,15,16,1998-09-17,93.0,Rushmore,1998-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,8105219.0,13619064.467791844,25884120.03296644,,12265055.565174595
840,Matthew Vaughn,J.J. Connolly,J.J. Connolly,Daniel Craig,Sienna Miller,Michael Gambon,Daniel Craig,Tom Hardy,Jamie Foreman,Sally Hawkins,2225189.1410769913,Matthew Vaughn,2338695.0,7.4,73.0,144226,606676.1237205162,0,0,9,2,2004-10-01,105.0,Layer Cake,2004-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,113505.85892300867,2905948.1884965254,3054179.248513929,792278.4405987398,148231.060017404
841,George Miller,Terry Hayes,George Miller,Mel Gibson,Bruce Spence,Michael Preston,Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,2000000.0,George Miller,12465371.0,7.6,76.0,146032,752415.6305506218,0,0,10,8,1981-12-24,95.0,Mad Max 2,1981-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1980,10465371.0,5425768.49051416,33817108.597184494,2041216.5100059537,28391340.10667033
842,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt,49000000.0,Paul Verhoeven,352700000.0,6.9,41.0,146322,,2,0,21,5,1992-03-20,127.0,Basic Instinct,1992-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,303700000.0,86139311.06161319,620027245.1312443,,533887934.06963116
843,Olivier Megaton,Luc Besson,Robert Mark Kamen,Liam Neeson,Forest Whitaker,Maggie Grace,Liam Neeson,Forest Whitaker,Famke Janssen,Maggie Grace,48000000.0,Olivier Megaton,325771424.0,6.0,26.0,152412,,0,0,2,3,2014-12-16,108.0,Taken 3,2014-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,277771424.0,50013955.04981791,339439944.92606616,,289425989.87624824
844,Rob Reiner,Stephen King,William Goldman,James Caan,Kathy Bates,Richard Farnsworth,James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,20000000.0,Rob Reiner,61276872.0,7.8,75.0,151005,,0,1,10,4,1990-11-29,107.0,Misery,1990-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,41276872.0,37757867.22055179,115684199.8333374,,77926332.61278561
845,Michael Mann,Marie Brenner,Eric Roth,Russell Crowe,Al Pacino,Christopher Plummer,Al Pacino,Russell Crowe,Christopher Plummer,Diane Venora,68000000.0,Michael Mann,60289912.0,7.9,84.0,142791,,7,0,50,23,1999-10-28,157.0,The Insider,1999-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,-7710088.0,100696334.98424134,89279017.27827106,,-11417317.705970284
846,William Cottrell,David Hand,Jacob Grimm,Wilhelm Grimm,Adriana Caselotti,Harry Stockwell,Lucille La Verne,Roy Atwell,Stuart Buchanan,Adriana Caselotti,2000000.0,William Cottrell David Hand Perce Pearce Ben Sharpsteen Wilfred Jackson Larry Morey,418200000.0,7.6,nan,150411,,1,0,5,11,1937-12-21,83.0,Snow White and the Seven Dwarfs,1937-01-01,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1930,416200000.0,34299281.58384688,7171979779.182383,,7137680497.598536
847,Tony Gilroy,Tony Gilroy,George Clooney,Tilda Swinton,Tom Wilkinson,Tom Wilkinson,Michael O'Keefe,Sydney Pollack,Danielle Skraastad,Tilda Swinton,25000000.0,Tony Gilroy,92991835.0,7.3,82.0,142914,,0,1,110,26,2007-08-31,119.0,Michael Clayton,2007-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,67991835.0,29741851.20698656,110629972.80138582,,80888121.59439926
848,Paul Feig,Katie Dippold,Sandra Bullock,Michael McDonald,Melissa McCarthy,Sandra Bullock,Melissa McCarthy,Demián Bichir,Marlon Wayans,Michael Rapaport,43000000.0,Paul Feig,229930771.0,6.6,60.0,144700,,0,0,16,7,2013-06-23,117.0,The Heat,2013-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,186930771.0,45530991.58758225,243464558.14249542,,197933566.55491316
849,Wolfgang Petersen,Sebastian Junger,William D. Wittliff,George Clooney,Mark Wahlberg,John C. Reilly,George Clooney,Mark Wahlberg,John C. Reilly,Diane Lane,140000000.0,Wolfgang Petersen,328718434.0,6.4,59.0,140825,,2,0,25,4,2000-06-26,130.0,The Perfect Storm,2000-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,188718434.0,200543902.4390244,470874839.7000349,,270330937.26101047
850,David S. Goyer,David S. Goyer,Marv Wolfman,Wesley Snipes,Kris Kristofferson,Parker Posey,Wesley Snipes,Kris Kristofferson,Dominic Purcell,Jessica Biel,65000000.0,David S. Goyer,128905366.0,5.9,38.0,145825,,0,0,1,0,2004-12-07,113.0,Blade: Trinity,2004-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2000,63905366.0,84885652.534172,168341786.2779426,,83456133.7437706
851,Todd Phillips,Todd Phillips,Scot Armstrong,Breckin Meyer,Seann William Scott,Amy Smart,Breckin Meyer,Seann William Scott,Amy Smart,Paulo Costanzo,16000000.0,Todd Phillips,119754278.0,6.5,55.0,142044,,0,0,9,4,2000-05-11,93.0,Road Trip,2000-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2000,103754278.0,22919303.135888502,171542787.45634148,,148623484.320453
852,George Miller,Warren Coleman,George Miller,John Collee,Elijah Wood,Brittany Murphy,Hugh Jackman,Carlos Alazraqui,Lombardo Boyar,Jeffrey Garcia,100000000.0,Warren Coleman Judy Morris George Miller,384335608.0,6.5,77.0,147087,,0,1,23,18,2006-11-16,108.0,Happy Feet,2006-01-01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2000,284335608.0,122360712.64150128,470275788.88384676,,347915076.2423455
853,Mark Herman,John Boyne,Mark Herman,Asa Butterfield,David Thewlis,Rupert Friend,Asa Butterfield,Zac Mattoon O'Brien,Domonkos Németh,Henry Kingsmill,12500000.0,Mark Herman,9030581.0,7.8,55.0,153441,281237.9544459045,0,0,7,7,2008-08-28,94.0,The Boy in the Striped Pyjamas,2008-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,-3469419.0,14321465.081977453,10346492.036917523,322219.163545903,-3974973.0450599305
854,Bibo Bergeron,Vicky Jenson,Michael J. Wilson,Rob Letterman,Will Smith,Robert De Niro,Renée Zellweger,Will Smith,Robert De Niro,Renée Zellweger,75000000.0,Bibo Bergeron Vicky Jenson Rob Letterman,367275019.0,6.0,48.0,144584,,1,0,15,3,2004-09-10,90.0,Shark Tale,2004-01-01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2000,292275019.0,97944983.69327539,479636609.95869875,,381691626.26542336
855,David Lynch,David Lynch,Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,Hope Lange,6000000.0,David Lynch,8551228.0,7.8,76.0,149908,,1,0,16,18,1986-08-30,120.0,Blue Velvet,1986-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,2551228.0,13502750.707367979,19244183.32097748,,5741432.613609499
856,Roman Polanski,Robert Harris,Roman Polanski,Ewan McGregor,Pierce Brosnan,Olivia Williams,Ewan McGregor,Jon Bernthal,Tim Preece,Jim Belushi,45000000.0,Roman Polanski,73741549.0,7.2,77.0,141891,544820.3459059289,0,0,54,33,2010-02-12,128.0,The Ghost Writer,2010-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,28741549.0,50904953.09680334,83418002.06956945,616312.3145450107,32513048.97276611
857,Clint Eastwood,Iris Yamashita,Iris Yamashita,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,Ryo Kase,19000000.0,Clint Eastwood,68673228.0,7.9,89.0,140527,,0,1,37,23,2006-11-15,141.0,Letters from Iwo Jima,2006-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,49673228.0,23248535.40188524,84029051.174723,,60780515.77283776
858,Ken Kwapis,Abby Kohn,Marc Silverstein,Ginnifer Goodwin,Jennifer Aniston,Jennifer Connelly,Morgan Lily,Trenton Rogers,Michelle Carmichael,Jasmine Woods,40000000.0,Ken Kwapis,178846899.0,6.4,47.0,141918,,0,0,3,1,2009-01-24,129.0,He's Just Not That Into You,2009-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,138846899.0,45990947.94837254,205633460.565921,,159642512.6175485
