,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Film-Noir,Genre:  Comedy,Genre: Fantasy,Genre: War,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Animation,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: X,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: TV-13,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
758,George Stevens,Howard Lindsay,Allan Scott,Fred Astaire,Ginger Rogers,Victor Moore,Fred Astaire,Ginger Rogers,Victor Moore,Helen Broderick,,George Stevens,,7.7,nan,9981,,0,1,3,1,1936-08-27,103.0,Swing Time,1936-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930,,,,,
759,Mervyn LeRoy,Robert E. Burns,Howard J. Green,Paul Muni,Glenda Farrell,Helen Vinson,Paul Muni,Glenda Farrell,Helen Vinson,Noel Francis,,Mervyn LeRoy,,8.1,nan,9801,,3,0,0,3,1932-11-09,92.0,I Am a Fugitive from a Chain Gang,1932-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930,,,,,
760,Robert Butler,Jonathan Brett,Ray Liotta,Lauren Holly,Brendan Gleeson,Ray Liotta,Lauren Holly,Brendan Gleeson,Hector Elizondo,Rachel Ticotin,,Robert Butler,11466088.0,4.8,nan,9572,,0,0,4,0,1997-01-10,100.0,Turbulence,1997-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,17620154.461331088,,
761,Mary Harron,Mary Harron,Guinevere Turner,Gretchen Mol,Lili Taylor,Chris Bauer,Gretchen Mol,Chris Bauer,Jared Harris,Sarah Paulson,,Mary Harron,1410778.0,6.6,64.0,9465,,0,0,3,0,2005-09-14,91.0,The Notorious Bettie Page,2005-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,1781925.4879757757,,
762,Tyler Perry,Tyler Perry,Tyler Perry,Tyler Perry,Blair Underwood,Lynn Whitfield,Tyler Perry,Blair Underwood,Lynn Whitfield,Boris Kodjoe,,Tyler Perry,63308879.0,5.1,45.0,9527,,0,0,7,0,2006-02-24,107.0,Madea's Family Reunion,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,77465195.50974575,,
763,Lars von Trier,Lars von Trier,Jens Albinus,Peter Gantzler,Friðrik Þór Friðriksson,Jens Albinus,Peter Gantzler,Friðrik Þór Friðriksson,Benedikt Erlingsson,Iben Hjejle,,Lars von Trier,51300.0,6.7,71.0,9648,,0,0,6,1,2006-09-21,99.0,Direkt�ren for det hele,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,62771.045585090156,,
764,Michael Pavone,Michael Pavone,Ed Harris,Chase Ellison,Molly Parker,Ed Harris,Chase Ellison,Molly Parker,Daniel Roebuck,Randy Orton,,Michael Pavone,,7.1,53.0,9606,,0,0,1,0,2011-04-29,101.0,That's What I Am,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010,,,,,
765,Christine Jeffs,John Brownlow,Gwyneth Paltrow,Daniel Craig,Lucy Davenport,David Birkin,Alison Bruce,Amira Casar,Daniel Craig,Blythe Danner,,Christine Jeffs,1302242.0,6.3,56.0,9421,,0,0,0,1,2003-10-17,110.0,Sylvia,2003-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,1746171.1363417748,,
766,Blake Edwards,J.P. Miller,Jack Lemmon,Lee Remick,Charles Bickford,Jack Lemmon,Lee Remick,Charles Bickford,Jack Klugman,Alan Hewitt,,Blake Edwards,,7.9,nan,9696,,0,1,13,8,1962-12-26,117.0,Days of Wine and Roses,1962-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1960,,,,,
767,Richard Lester,James Goldman,Sean Connery,Audrey Hepburn,Robert Shaw,Sean Connery,Audrey Hepburn,Robert Shaw,Richard Harris,Nicol Williamson,,Richard Lester,,6.6,nan,9624,,0,0,0,0,1976-03-11,106.0,Robin and Marian,1976-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1970,,,,,
768,Stephen Frears,Christopher Hampton,Colette,Michelle Pfeiffer,Rupert Friend,Kathy Bates,Michelle Pfeiffer,Frances Tomelty,Tom Burke,Rupert Friend,,Stephen Frears,2708188.0,6.2,63.0,9481,,0,0,2,3,2009-02-10,100.0,Ch�ri,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,3113803.3335601785,,
769,Yoshihiro Nishimura,Kengo Kaji,Maki Mizui,Eihi Shiina,Itsuji Itao,Yukihide Benny,Eihi Shiina,Itsuji Itao,Yukihide Benny,Jiji Bû,,Yoshihiro Nishimura,,6.0,nan,9642,,0,0,0,2,2008-05-29,110.0,T�ky� zankoku keisatsu,2008-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,,,
770,Lara Shapiro,Stacey Kramer,Lara Shapiro,Lindsay Lohan,Luke Kirby,Chris Parnell,Lindsay Lohan,Luke Kirby,Chris Parnell,Aaron Yoo,,Lara Shapiro,,4.8,nan,9539,,0,0,0,0,2009-06-19,89.0,Labor Pains,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,,,
771,Barry Cook,Neil Nightingale,John Collee,Gerry Swallow,Charlie Rowe,Karl Urban,Angourie Rice,Charlie Rowe,Karl Urban,Angourie Rice,,Barry Cook Neil Nightingale,130580730.0,5.2,37.0,9614,,0,0,2,0,2013-12-14,87.0,Walking with Dinosaurs 3D,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010,,,138266746.95651978,,
772,Ryan Little,David Pliler,Dony West,Sean Faris,Penn Badgley,Gary Cole,Gary Cole,Sean Astin,Neal McDonough,Sean Faris,,Ryan Little,630649.0,7.3,37.0,9456,,0,0,0,1,2008-09-26,112.0,Forever Strong,2008-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,722545.4105987198,,
773,John Singleton,John Singleton,Janet Jackson,Tupac Shakur,Regina King,Janet Jackson,Tupac Shakur,Khandi Alexander,Ché J. Avery,Maya Angelou,,John Singleton,27515786.0,5.9,51.0,10069,,1,0,4,4,1993-07-23,109.0,Poetic Justice,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,46984422.85595717,,
774,Michael Axelgaard,Matthew Holt,Emily Plumtree,Sam Stockman,Jessica Ellerby,Emily Plumtree,Sam Stockman,Jessica Ellerby,Matt Stokoe,Simon Roberts,,Michael Axelgaard,,6.4,nan,8266,,0,0,1,0,2011-07-31,91.0,Hollow,2011-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,,,
775,Iain Softley,Henry James,Hossein Amini,Helena Bonham Carter,Linus Roache,Alex Jennings,Helena Bonham Carter,Linus Roache,Alex Jennings,Charlotte Rampling,,Iain Softley,4000000.0,7.2,73.0,9386,,4,0,28,16,1997-09-04,102.0,The Wings of the Dove,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,6146875.712564246,,
776,Stanley Donen,Frederic Raphael,Audrey Hepburn,Albert Finney,Eleanor Bron,Audrey Hepburn,Albert Finney,Eleanor Bron,William Daniels,Gabrielle Middleton,,Stanley Donen,12000000.0,7.6,nan,10024,,1,0,4,4,1967-04-27,111.0,Two for the Road,1967-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1960,,,88734289.2919045,,
777,Leonid Gayday,Leonid Gayday,Yakov Kostyukovskiy,Yuriy Nikulin,Nina Grebeshkova,Andrey Mironov,Yuriy Nikulin,Nina Grebeshkova,Andrey Mironov,Anatoliy Papanov,,Leonid Gayday,,8.5,nan,10240,,0,0,0,0,1969-04-28,100.0,Brilliantovaya ruka,1969-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1960,,,,,
778,Eduardo Sánchez,Jamie Nash,Jamie Nash,Adam Kaufman,Catherine Mangan,Brad William Henke,Adam Kaufman,Catherine Mangan,Brad William Henke,Michael C. Williams,,Eduardo S�nchez,,5.7,nan,9263,,0,0,0,0,2006-12-19,88.0,Altered,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
779,Tom Kalin,Howard A. Rodman,Natalie Robins,Julianne Moore,Eddie Redmayne,Stephen Dillane,Julianne Moore,Stephen Dillane,Anne Reid,Martin Huber,,Tom Kalin,434417.0,5.9,51.0,9639,,0,0,2,1,2007-05-18,97.0,Savage Grace,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,516814.63103141927,,
780,Carroll Ballard,Melissa Mathison,Jeanne Rosenberg,Kelly Reno,Mickey Rooney,Teri Garr,Kelly Reno,Mickey Rooney,Teri Garr,Clarence Muse,,Carroll Ballard,37799643.0,7.4,84.0,9783,,2,0,4,8,1979-10-13,118.0,The Black Stallion,1979-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,,,128473994.33919393,,
781,Kirk De Micco,Kirk De Micco,Robert Moreland,Andy Samberg,Stanley Tucci,Jeff Daniels,Andy Samberg,Cheryl Hines,Jeff Daniels,Patrick Warburton,,Kirk De Micco,64762724.0,4.5,36.0,9530,,0,0,1,0,2008-07-17,81.0,Space Chimps,2008-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,74199767.23037945,,
782,Sherry Hormann,Smita Bhide,Waris Dirie,Soraya Omar-Scego,Idriss Abdillahi Houfaneh,Awa Saïd Darar,Soraya Omar-Scego,Idriss Abdillahi Houfaneh,Awa Saïd Darar,Roun Daher Aïnan,,Sherry Hormann,44348.0,7.4,54.0,10195,,0,0,2,2,2009-09-05,120.0,Desert Flower,2009-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,50990.16399036064,,
783,Jane Campion,Henry James,Laura Jones,Nicole Kidman,John Malkovich,Barbara Hershey,Nicole Kidman,John Malkovich,Barbara Hershey,Mary-Louise Parker,,Jane Campion,3692836.0,6.3,61.0,9449,,2,0,13,5,1996-08-28,144.0,The Portrait of a Lady,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,5807511.401236851,,
784,Takashi Miike,Sakichi Satô,Yûta Sone,Shô Aikawa,Kimika Yoshino,Yûta Sone,Shô Aikawa,Kimika Yoshino,Shôhei Hino,Keiko Tomita,,Takashi Miike,54419.0,7.1,58.0,9602,,0,0,3,5,2003-05-17,129.0,Gokud� ky�fu dai-gekij�: Gozu,2003-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,72970.22140937172,,
785,Gérard Oury,Gérard Oury,Danièle Thompson,Louis de Funès,Miou-Miou,Suzy Delair,Louis de Funès,Suzy Delair,Marcel Dalio,Claude Giraud,,G�rard Oury,,7.5,nan,9928,,0,0,0,0,1973-10-18,100.0,Les aventures de Rabbi Jacob,1973-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,,,,,
786,Philip Ridley,Philip Ridley,Jim Sturgess,Luke Treadaway,Clémence Poésy,Jim Sturgess,Luke Treadaway,Clémence Poésy,Justin Salinger,Fraser Ayres,,Philip Ridley,2033.0,6.0,58.0,9260,,0,0,1,6,2009-08-31,114.0,Heartless,2009-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,2337.4899294760344,,
787,Joey Stewart,Jason Kabolati,Marc Donato,Jascha Washington,Whitney Hoy,Marc Donato,Jascha Washington,Whitney Hoy,Justin Arnold,Lindsay Seidel,,Joey Stewart,,5.4,nan,9451,,0,0,1,0,2010-01-29,93.0,The Final,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
788,David L. Cunningham,Ernest Gordon,Brian Godawa,Robert Carlyle,Kiefer Sutherland,Ciarán McMenamin,Ciarán McMenamin,Robert Carlyle,Kiefer Sutherland,Mark Strong,,David L. Cunningham,,7.1,nan,9292,,0,0,4,3,2001-09-02,125.0,To End All Wars,2001-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
789,Laurent Tirard,René Goscinny,Laurent Tirard,Gérard Depardieu,Dany Boon,Edouard Baer,Gérard Depardieu,Edouard Baer,Guillaume Gallienne,Vincent Lacoste,,Laurent Tirard,61319383.0,5.3,nan,10373,,0,0,0,0,2012-10-06,110.0,Ast�rix & Ob�lix: Au service de sa Majest�,2012-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,65879993.71680985,,
790,Özer Kiziltan,Önder Çakar,Erkan Can,Meray Ülgen,Güven Kiraç,Erkan Can,Meray Ülgen,Güven Kiraç,Öznur Kula,Erman Saban,,�zer Kiziltan,,7.5,nan,9986,,0,0,7,18,2006-09-10,96.0,Takva,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,,,
791,Brian De Palma,Brian De Palma,Patrick Carroll,Rob Devaney,Izzy Diaz,Izzy Diaz,Rob Devaney,Ty Jones,Anas Wellman,Mike Figueroa,,Brian De Palma,65388.0,6.1,52.0,9346,,0,0,2,5,2007-08-31,90.0,Redacted,2007-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,77790.4066688975,,
792,Bharat Nalluri,James O'Barr,Chip Johannessen,Kirsten Dunst,Eric Mabius,Fred Ward,Kirsten Dunst,Eric Mabius,Fred Ward,Jodi Lyn O'Keefe,,Bharat Nalluri,,5.0,nan,9585,,0,0,0,0,2000-01-23,102.0,The Crow: Salvation,2000-01-01,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
793,Edward Dmytryk,John Paxton,Raymond Chandler,Dick Powell,Claire Trevor,Anne Shirley,Dick Powell,Claire Trevor,Anne Shirley,Otto Kruger,,Edward Dmytryk,,7.6,nan,9817,,0,0,0,1,1944-12-14,95.0,Murder My Sweet,1944-01-01,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1940,,,,,
794,Penny Marshall,Robert Nathan,Robert E. Sherwood,Denzel Washington,Whitney Houston,Courtney B. Vance,Denzel Washington,Whitney Houston,Courtney B. Vance,Gregory Hines,,Penny Marshall,48102795.0,5.5,nan,9553,,1,0,5,2,1996-12-13,123.0,The Preacher's Wife,1996-01-01,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1990,,,75648507.10777815,,
795,Vincent Kok,Jackie Chan,Ivy Ho,Jackie Chan,Qi Shu,Tony Chiu-Wai Leung,Jackie Chan,Qi Shu,Tony Chiu-Wai Leung,Emil Chau,,Vincent Kok,,6.1,nan,9648,,0,0,2,0,1999-02-06,121.0,Boh lei chun,1999-01-01,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,,,
796,Stephen Frears,D.V. DeVincentis,Beth Raymer,Rebecca Hall,Bruce Willis,Vince Vaughn,Rebecca Hall,Joel Murray,Hugo Armstrong,Corbin Bernsen,,Stephen Frears,20998.0,4.8,38.0,9723,,0,0,0,0,2012-01-21,94.0,Lay the Favorite,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,22559.719951284787,,
797,Scott Hicks,Simon Carr,Allan Cubitt,Clive Owen,Emma Booth,Laura Fraser,Clive Owen,Emma Booth,Laura Fraser,George MacKay,,Scott Hicks,809752.0,6.9,57.0,9310,,0,0,6,0,2009-09-15,104.0,The Boys Are Back,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,931031.5520772641,,
798,William Wyler,Clements Ripley,Abem Finkel,Bette Davis,Henry Fonda,George Brent,Bette Davis,Henry Fonda,George Brent,Margaret Lindsay,,William Wyler,,7.6,nan,9835,,0,2,4,3,1938-03-10,104.0,Jezebel,1938-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1930,,,,,
799,John Stockwell,James Robert Johnston,Bennett Yellin,Gina Carano,Cam Gigandet,Ismael Cruz Cordova,Gina Carano,Cam Gigandet,Ismael Cruz Cordova,Danny Trejo,,John Stockwell,,5.8,40.0,9741,,0,0,0,0,2014-04-04,108.0,In the Blood,2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
800,Buddy Van Horn,John Eskow,Clint Eastwood,Bernadette Peters,Timothy Carhart,Clint Eastwood,Bernadette Peters,Timothy Carhart,Tiffany Gail Robinson,Angela Louise Robinson,,Buddy Van Horn,12143484.0,5.3,nan,9441,,0,0,0,0,1989-05-26,122.0,Pink Cadillac,1989-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,24163116.864672456,,
801,Mervyn LeRoy,W.R. Burnett,Robert N. Lee,Edward G. Robinson,Douglas Fairbanks Jr.,Glenda Farrell,Edward G. Robinson,Douglas Fairbanks Jr.,Glenda Farrell,William Collier Jr.,,Mervyn LeRoy,,7.3,nan,9805,,1,0,0,1,1931-01-09,79.0,Little Caesar,1931-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930,,,,,
802,Régis Roinsard,Régis Roinsard,Daniel Presley,Romain Duris,Féodor Atkine,Déborah François,Romain Duris,Déborah François,Bérénice Bejo,Shaun Benson,,R�gis Roinsard,175256.0,6.9,58.0,9930,,0,0,9,1,2012-11-17,111.0,Populaire,2012-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,188290.61242891542,,
803,Michael Lander,Michael Lander,Ryan O Roy,Cillian Murphy,Ellen Page,Susan Sarandon,Cillian Murphy,Ellen Page,Susan Sarandon,Josh Lucas,,Michael Lander,,6.3,nan,9426,,0,0,0,0,2010-04-20,90.0,Peacock,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,,,
804,Roger Corman,Charles Beaumont,R. Wright Campbell,Vincent Price,Hazel Court,Jane Asher,Vincent Price,Hazel Court,Jane Asher,David Weston,,Roger Corman,,7.1,nan,9855,,0,0,0,0,1964-06-24,89.0,The Masque of the Red Death,1964-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,,,
805,Nicholas Webster,Glenville Mareth,Paul L. Jacobson,John Call,Leonard Hicks,Vincent Beck,John Call,Leonard Hicks,Vincent Beck,Bill McCutcheon,,Nicholas Webster,,2.6,nan,9655,,0,0,0,0,1964-11-14,81.0,Santa Claus Conquers the Martians,1964-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,,,
806,Richard Eyre,Jeffrey Hatcher,Jeffrey Hatcher,Billy Crudup,Claire Danes,Rupert Everett,Derek Hutchinson,Mark Letheren,Claire Danes,Billy Crudup,,Richard Eyre,776691.0,7.2,64.0,9222,,0,0,1,3,2004-05-08,106.0,Stage Beauty,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,1014306.4977295168,,
