,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Film-Noir,Genre:  Comedy,Genre: Fantasy,Genre: War,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Animation,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: X,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: TV-13,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
1591,Kelly Makin,Norm Hiscock,Bruce McCulloch,Dave Foley,Bruce McCulloch,Kevin McDonald,Dave Foley,Bruce McCulloch,Kevin McDonald,Mark McKinney,,Kelly Makin,2653000.0,6.9,nan,7450,,0,0,4,0,1996-04-12,89.0,Kids in the Hall: Brain Candy,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,4172220.956327702,,
1592,Fred Zinnemann,Robert Anderson,Kathryn Hulme,Audrey Hepburn,Peter Finch,Edith Evans,Audrey Hepburn,Peter Finch,Edith Evans,Peggy Ashcroft,,Fred Zinnemann,12800000.0,7.6,nan,7797,,8,0,15,11,1959-06-18,149.0,The Nun's Story,1959-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,,,108314346.48370498,,
1593,Trent Cooper,Jonathan D. Krane,Trent Cooper,Kevin Spacey,Camilla Belle,Heather Graham,Kevin Spacey,Camilla Belle,Heather Graham,Johnny Knoxville,,Trent Cooper,,5.8,36.0,7658,,0,0,0,0,2010-02-15,93.0,Father of Invention,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,,,
1594,Tomm Coker,David Elliot,Tomm Coker,David Elliot,Shannyn Sossamon,Pink,Emil Hostina,Shannyn Sossamon,Pink,Emil Hostina,,Tomm Coker David Elliot,2455422.0,4.6,nan,7608,,0,0,0,0,2007-07-06,92.0,Catacombs,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,2921151.8309744545,,
1595,Mark Pavia,Stephen King,Mark Pavia,Miguel Ferrer,Julie Entwisle,Dan Monahan,Miguel Ferrer,Julie Entwisle,Dan Monahan,Michael H. Moss,,Mark Pavia,125397.0,6.0,36.0,8016,,0,0,1,0,1997-04-30,94.0,The Night Flier,1997-01-01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,192699.9434321047,,
1596,Kevin Hooks,Preston A. Whitmore II,Laurence Fishburne,Stephen Baldwin,Will Patton,Laurence Fishburne,Stephen Baldwin,Will Patton,Robert John Burke,Robert Hooks,,Kevin Hooks,2800000.0,5.3,nan,7525,,0,0,0,0,1996-07-19,98.0,Fled,1996-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,4403399.426203379,,
1597,Bill Couturié,Ken Richards,Janus Cercone,Matt LeBlanc,Jayne Brook,Gene Ross,Matt LeBlanc,Gene Ross,Paul Hewitt,Sage Allen,,Bill Couturi�,6288000.0,2.6,25.0,7572,,0,0,4,0,1996-03-15,94.0,Ed,1996-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1990,,,9888776.997131018,,
1598,Gary Oldman,Gary Oldman,Ray Winstone,Kathy Burke,Charlie Creed-Miles,Ray Winstone,Kathy Burke,Charlie Creed-Miles,Laila Morse,Edna Doré,,Gary Oldman,,7.4,nan,7581,,0,0,9,8,1997-05-08,128.0,Nil by Mouth,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,,,
1599,Sam Mendes,Neal Purvis,Robert Wade,Daniel Craig,Javier Bardem,Naomie Harris,Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,,Sam Mendes,1108561013.0,7.8,81.0,563344,,0,2,119,65,2012-10-23,143.0,Skyfall,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,1191009905.8097234,,
1600,George Lucas,George Lucas,Hayden Christensen,Natalie Portman,Ewan McGregor,Ewan McGregor,Natalie Portman,Hayden Christensen,Ian McDiarmid,Samuel L. Jackson,,George Lucas,848754768.0,7.6,68.0,590347,,1,0,56,25,2005-05-12,140.0,Star Wars: Episode III - Revenge of the Sith,2005-01-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,1072045179.4259384,,
1601,Matthew Vaughn,Ashley Miller,Zack Stentz,James McAvoy,Michael Fassbender,Jennifer Lawrence,James McAvoy,Laurence Belcher,Michael Fassbender,Bill Milner,,Matthew Vaughn,353624124.0,7.8,65.0,569961,,0,0,38,20,2011-05-25,131.0,X: First Class,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,387785330.2412719,,
1602,Steven Spielberg,Jeffrey Boam,George Lucas,Harrison Ford,Sean Connery,Alison Doody,Harrison Ford,Sean Connery,Denholm Elliott,Alison Doody,,Steven Spielberg,474171806.0,8.3,65.0,579045,,0,1,20,6,1989-05-24,127.0,Indiana Jones and the Last Crusade,1989-01-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,943507543.8243915,,
1603,Bryan Singer,Simon Kinberg,Jane Goldman,Patrick Stewart,Ian McKellen,Hugh Jackman,Hugh Jackman,James McAvoy,Michael Fassbender,Jennifer Lawrence,,Bryan Singer,748121534.0,8.0,74.0,575735,,1,0,47,15,2014-05-10,132.0,X-Men: Days of Future Past,2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,779510766.1099339,,
1604,Michael Bay,Roberto Orci,Alex Kurtzman,Shia LaBeouf,Megan Fox,Josh Duhamel,Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson,,Michael Bay,709709780.0,7.1,61.0,546225,,3,0,41,20,2007-06-12,144.0,Transformers,2007-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,844323307.0761267,,
1605,Quentin Tarantino,Quentin Tarantino,Quentin Tarantino,Uma Thurman,David Carradine,Michael Madsen,Vivica A. Fox,Ambrosia Kelley,Michael Parks,James Parks,,Quentin Tarantino,152159461.0,8.0,83.0,566043,,0,0,81,21,2004-04-08,137.0,Kill Bill: Vol. 2,2004-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,198710079.01896766,,
1606,Joe Johnston,Christopher Markus,Stephen McFeely,Chris Evans,Hugo Weaving,Samuel L. Jackson,Chris Evans,Hayley Atwell,Sebastian Stan,Tommy Lee Jones,,Joe Johnston,370569774.0,6.9,66.0,577240,,0,0,46,3,2011-07-19,124.0,Captain America: The First Avenger,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,406367983.50336385,,
1607,Martin Scorsese,Paul Schrader,Robert De Niro,Jodie Foster,Cybill Shepherd,Diahnne Abbott,Frank Adu,Victor Argo,Gino Ardito,Garth Avery,,Martin Scorsese,28262574.0,8.3,93.0,576280,,4,0,15,21,1976-02-07,114.0,Taxi Driver,1976-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,122504042.1686516,,
1608,J.J. Abrams,Roberto Orci,Alex Kurtzman,Chris Pine,Zachary Quinto,Simon Pegg,Chris Pine,Zachary Quinto,Leonard Nimoy,Eric Bana,,J.J. Abrams,385680446.0,8.0,82.0,538093,,0,1,92,23,2009-04-06,127.0,Star Trek,2009-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,443445232.9172777,,
1609,Olivier Nakache,Éric Toledano,Olivier Nakache,Éric Toledano,François Cluzet,Omar Sy,Anne Le Ny,François Cluzet,Omar Sy,Anne Le Ny,,Olivier Nakache Eric Toledano,426480871.0,8.6,57.0,597676,,0,0,39,35,2011-09-23,112.0,Intouchables,2011-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,467680268.9013385,,
1610,Tom Hooper,David Seidler,Colin Firth,Geoffrey Rush,Helena Bonham Carter,Colin Firth,Helena Bonham Carter,Derek Jacobi,Robert Portal,Richard Dixon,,Tom Hooper,373700000.0,8.0,88.0,554487,,0,4,194,102,2010-09-06,118.0,The King's Speech,2010-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,422737354.9394535,,
1611,Sergio Leone,Luciano Vincenzoni,Sergio Leone,Clint Eastwood,Eli Wallach,Lee Van Cleef,Eli Wallach,Clint Eastwood,Lee Van Cleef,Aldo Giuffrè,,Sergio Leone,6100000.0,8.9,90.0,563892,,0,0,3,1,1966-12-23,161.0,Il buono il brutto il cattivo,1966-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1960,,,46357306.294876225,,
1612,Francis Lawrence,Simon Beaufoy,Michael Arndt,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Jennifer Lawrence,Liam Hemsworth,Jack Quaid,Taylor St. Clair,,Francis Lawrence,864912963.0,7.5,76.0,544103,,0,0,66,22,2013-11-11,146.0,The Hunger Games: Catching Fire,2013-01-01,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,915821973.0777638,,
1613,Roman Polanski,Ronald Harwood,Wladyslaw Szpilman,Adrien Brody,Thomas Kretschmann,Frank Finlay,Adrien Brody,Emilia Fox,Michal Zebrowski,Ed Stoppard,,Roman Polanski,120072577.0,8.5,85.0,573296,,0,3,73,52,2002-05-24,150.0,The Pianist,2002-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,164659805.39826545,,
1614,Anthony Russo,Joe Russo,Christopher Markus,Stephen McFeely,Chris Evans,Samuel L. Jackson,Scarlett Johansson,Chris Evans,Samuel L. Jackson,Scarlett Johansson,,Anthony Russo Joe Russo,714766572.0,7.8,70.0,575350,,1,0,50,5,2014-03-13,136.0,Captain America: The Winter Soldier,2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,744756316.7316759,,
1615,Paul Greengrass,Tony Gilroy,Scott Z. Burns,Matt Damon,Edgar Ramírez,Joan Allen,Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,,Paul Greengrass,442824138.0,8.1,85.0,546760,,0,3,39,26,2007-07-25,115.0,The Bourne Ultimatum,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,526816384.93032336,,
1616,James Cameron,James Cameron,David Giler,Sigourney Weaver,Michael Biehn,Carrie Henn,Sigourney Weaver,Carrie Henn,Michael Biehn,Paul Reiser,,James Cameron,131060248.0,8.4,86.0,551763,,0,2,22,18,1986-07-14,137.0,Aliens,1986-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,294945642.7316372,,
1617,Dean DeBlois,Chris Sanders,William Davies,Dean DeBlois,Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,Jay Baruchel,Gerard Butler,Craig Ferguson,,Chris Sanders Dean DeBlois,494878759.0,8.1,74.0,550878,,2,0,60,25,2010-03-18,98.0,How to Train Your Dragon,2010-01-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010,,,559817333.677761,,
1618,Stanley Kubrick,Stanley Kubrick,Michael Herr,Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,Matthew Modine,Adam Baldwin,Vincent D'Onofrio,R. Lee Ermey,,Stanley Kubrick,46357676.0,8.3,76.0,550728,,1,0,11,7,1987-06-17,116.0,Full Metal Jacket,1987-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,100638077.72271949,,
1619,Tim Miller,Rhett Reese,Paul Wernick,Ryan Reynolds,Morena Baccarin,T.J. Miller,Ryan Reynolds,Karan Soni,Ed Skrein,Michael Benyaer,,Tim Miller,783112979.0,8.0,65.0,695032,,0,0,73,27,2016-01-21,108.0,Deadpool,2016-01-01,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,804835724.8842924,,
1620,Peter Jackson,Fran Walsh,Philippa Boyens,Ian McKellen,Martin Freeman,Richard Armitage,Ian McKellen,Martin Freeman,Richard Armitage,Ken Stott,,Peter Jackson,960366855.0,7.9,66.0,533359,,3,0,86,16,2013-12-02,161.0,The Hobbit: The Desolation of Smaug,2013-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,1016894306.8836706,,
1621,Pierre Morel,Luc Besson,Robert Mark Kamen,Liam Neeson,Maggie Grace,Famke Janssen,Liam Neeson,Maggie Grace,Leland Orser,Jon Gries,,Pierre Morel,226830568.0,7.8,50.0,515556,,0,0,2,2,2008-02-27,93.0,Taken,2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,259883684.73096898,,
1622,Clint Eastwood,Paul Haggis,F.X. Toole,Hilary Swank,Clint Eastwood,Morgan Freeman,Clint Eastwood,Hilary Swank,Morgan Freeman,Jay Baruchel,,Clint Eastwood,216763646.0,8.1,86.0,540116,,0,4,83,63,2004-12-05,132.0,Million Dollar Baby,2004-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,283078823.6368656,,
1623,David Fincher,Aaron Sorkin,Ben Mezrich,Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Jesse Eisenberg,Rooney Mara,Bryan Barter,Dustin Fitzsimons,,David Fincher,224920315.0,7.7,95.0,531861,,0,3,168,165,2010-09-24,120.0,The Social Network,2010-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,254434624.12429404,,
1624,Brad Bird,Brad Bird,Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Craig T. Nelson,Holly Hunter,Samuel L. Jackson,Jason Lee,Dominique Louis,,Brad Bird,631442092.0,8.0,90.0,532041,,0,2,55,65,2004-10-27,115.0,The Incredibles,2004-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,,,824621138.7225026,,
1625,Guy Ritchie,Michael Robert Johnson,Anthony Peckham,Robert Downey Jr.,Jude Law,Rachel McAdams,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,,Guy Ritchie,524028679.0,7.6,57.0,519747,,2,0,27,10,2009-12-14,128.0,Sherlock Holmes,2009-01-01,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,602514392.4835856,,
1626,Wes Anderson,Stefan Zweig,Wes Anderson,Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,Adrien Brody,,Wes Anderson,174600318.0,8.1,88.0,567478,,0,4,218,127,2014-02-06,99.0,The Grand Budapest Hotel,2014-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,181926092.8361649,,
1627,Ridley Scott,Drew Goddard,Andy Weir,Matt Damon,Jessica Chastain,Kristen Wiig,Matt Damon,Jessica Chastain,Kristen Wiig,Jeff Daniels,,Ridley Scott,629281283.0,8.0,80.0,599954,,7,0,185,37,2015-09-11,144.0,The Martian,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,654907389.7497944,,
1628,Brad Bird,Jan Pinkava,Brad Bird,Jan Pinkava,Brad Garrett,Lou Romano,Patton Oswalt,Patton Oswalt,Ian Holm,Lou Romano,,Brad Bird Jan Pinkava,623722818.0,8.0,96.0,527003,,0,1,42,64,2007-06-22,111.0,Ratatouille,2007-01-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,742026849.8943344,,
1629,Seth MacFarlane,Seth MacFarlane,Alec Sulkin,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Joel McHale,,Seth MacFarlane,549368315.0,7.0,62.0,510407,,1,0,27,13,2012-06-29,106.0,Ted,2012-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,590227418.6355464,,
1630,Gore Verbinski,Ted Elliott,Terry Rossio,Johnny Depp,Orlando Bloom,Keira Knightley,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,,Gore Verbinski,963420425.0,7.1,50.0,522594,,2,0,44,20,2007-05-19,169.0,Pirates of the Caribbean: At World's End,2007-01-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,1146156277.2048702,,
1631,Martin Campbell,Neal Purvis,Robert Wade,Daniel Craig,Eva Green,Judi Dench,Daniel Craig,Eva Green,Mads Mikkelsen,Judi Dench,,Martin Campbell,599045960.0,8.0,80.0,510832,,0,0,44,26,2006-11-14,144.0,Casino Royale,2006-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,732996905.7061228,,
1632,Danny Boyle,Irvine Welsh,John Hodge,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Kevin McKidd,,Danny Boyle,16501785.0,8.2,83.0,542729,,1,0,33,23,1996-02-23,94.0,Trainspotting,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,25951410.92868983,,
1633,Morten Tyldum,Graham Moore,Andrew Hodges,Benedict Cumberbatch,Keira Knightley,Matthew Goode,Benedict Cumberbatch,Keira Knightley,Matthew Goode,Rory Kinnear,,Morten Tyldum,227774226.0,8.0,73.0,562690,,0,1,155,46,2014-08-29,114.0,The Imitation Game,2014-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,237331039.5973139,,
1634,Guillermo del Toro,Guillermo del Toro,Ivana Baquero,Ariadna Gil,Sergi López,Ivana Baquero,Sergi López,Maribel Verdú,Doug Jones,Ariadna Gil,,Guillermo del Toro,87041569.0,8.2,98.0,523871,,0,3,105,98,2006-05-27,118.0,El laberinto del fauno,2006-01-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,106504684.12274405,,
1635,Andrew Adamson,Vicky Jenson,William Steig,Ted Elliott,Mike Myers,Eddie Murphy,Cameron Diaz,Mike Myers,Eddie Murphy,Cameron Diaz,,Vicky Jenson Andrew Adamson,484409218.0,7.9,84.0,516169,,0,1,60,36,2001-04-22,90.0,Shrek,2001-01-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,,,674823441.4853985,,
1636,Marc Forster,Matthew Michael Carnahan,Drew Goddard,Brad Pitt,Mireille Enos,Daniella Kertesz,Brad Pitt,Mireille Enos,Daniella Kertesz,James Badge Dale,,Marc Forster,540007876.0,7.0,63.0,516672,,0,0,24,3,2013-06-02,116.0,World War Z,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,571792885.1019573,,
1637,George Lucas,George Lucas,Jonathan Hales,Hayden Christensen,Natalie Portman,Ewan McGregor,Ewan McGregor,Natalie Portman,Hayden Christensen,Christopher Lee,,George Lucas,649398328.0,6.6,54.0,529484,,1,0,58,16,2002-05-12,142.0,Star Wars: Episode II - Attack of the Clones,2002-01-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,,,890543078.0788437,,
1638,Joss Whedon,Joss Whedon,Stan Lee,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,,Joss Whedon,1405413868.0,7.4,66.0,556043,,0,0,45,7,2015-04-13,141.0,Avengers: Age of Ultron,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,1462646280.2486405,,
