,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Content Rating,Directors,Genres,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,URL,Year
5170,Brendan Malloy,Emmett Malloy,Jon Zack,Flex Alexander,David Denman,A.J. Cook,Flex Alexander,A.J. Cook,David Denman,Caroline Dhavernas,"$24,000,000",PG-13,"Emmett Malloy, Brendan Malloy","Comedy, Sport","$13,903,262,",6.3,22.0,15270,,0,0,0,0,2001-11-21,89.0,Out Cold,http://www.imdb.com/title/tt0253798/,2001
5171,Tim Hill,Jerry Juhl,Joey Mazzarino,Dave Goelz,Steve Whitmire,Bill Barretta,Dave Goelz,Steve Whitmire,Bill Barretta,Jerry Nelson,"$24,000,000",G,Tim Hill,"Adventure, Comedy, Family, Fantasy, Sci-Fi","$22,323,612",6.3,,15887,,0,0,1,0,1999-07-14,87.0,Muppets from Space,http://www.imdb.com/title/tt0158811/,1999
5172,Liliana Cavani,Charles McKeown,Liliana Cavani,John Malkovich,Dougray Scott,Lena Headey,Ray Winstone,John Malkovich,Uwe Mansshardt,Hanns Zischler,"$30,000,000",R,Liliana Cavani,"Crime, Drama, Mystery, Thriller",,6.6,,15602,"€210,408 (Italy),",0,0,3,0,2002-09-02,110.0,Ripley's Game,http://www.imdb.com/title/tt0265651/,2002
5173,Joel Schumacher,Joel Schumacher,Robert De Niro,Philip Seymour Hoffman,Barry Miller,Robert De Niro,Philip Seymour Hoffman,Barry Miller,Chris Bauer,Skipp Sudduth,"$15,000,000",R,Joel Schumacher,"Comedy, Crime, Drama","$4,485,485,",6.4,50.0,15618,,0,0,4,3,1999-11-24,112.0,Flawless,http://www.imdb.com/title/tt0155711/,1999
5174,Walter Hill,William Malone,Daniel Chuba,James Spader,Peter Facinelli,Robin Tunney,James Spader,Angela Bassett,Robert Forster,Lou Diamond Phillips,"$90,000,000",PG-13,Walter Hill,"Horror, Sci-Fi, Thriller","$14,218,868,",4.8,19.0,15557,,0,0,0,0,2000-01-14,90.0,Supernova,http://www.imdb.com/title/tt0134983/,2000
5175,Dito Montiel,Adam Mazer,Liam Hemsworth,Michael Angarano,Dwayne Johnson,Liam Hemsworth,Michael Angarano,Dwayne Johnson,Paul Ben-Victor,Jerry Ferrara,"$11,000,000",R,Dito Montiel,"Crime, Thriller",,5.2,,16419,,0,0,1,0,2013-03-19,94.0,Empire State,http://www.imdb.com/title/tt2171867/,2013
5176,Ami Canaan Mann,Don Ferrarone,Sam Worthington,Jeffrey Dean Morgan,Chloë Grace Moretz,Sam Worthington,Jeffrey Dean Morgan,Jessica Chastain,Chloë Grace Moretz,Jason Clarke,,R,Ami Canaan Mann,"Crime, Drama, History, Thriller","$45,282,",5.7,49.0,16334,,0,0,3,4,2011-09-09,105.0,Texas Killing Fields,http://www.imdb.com/title/tt1389127/,2011
5177,Vincente Minnelli,Alan Jay Lerner,Colette,Leslie Caron,Maurice Chevalier,Louis Jourdan,Leslie Caron,Maurice Chevalier,Louis Jourdan,Hermione Gingold,"$3,319,355",G,Vincente Minnelli,"Comedy, Musical, Romance",,6.8,,16342,,0,9,9,12,1958-05-15,115.0,Gigi,http://www.imdb.com/title/tt0051658/,1958
5178,John G. Avildsen,Michael Schiffer,Morgan Freeman,Beverly Todd,Robert Guillaume,Morgan Freeman,Beverly Todd,Robert Guillaume,Alan North,Lynne Thigpen,"$10,000,000",PG-13,John G. Avildsen,Drama,"$31,906,454",7.4,,15646,,0,0,4,3,1989-03-03,108.0,Lean on Me,http://www.imdb.com/title/tt0097722/,1989
5179,Lasse Hallström,Reidar Jönsson,Lasse Hallström,Anton Glanzelius,Tomas von Brömssen,Anki Lidén,Anton Glanzelius,Tomas von Brömssen,Anki Lidén,Melinda Kinnaman,,UNRATED,Lasse Hallstr�m,"Drama, Comedy","$8,345,266",7.7,,15955,,2,0,3,14,1985-12-12,101.0,Mitt liv som hund,http://www.imdb.com/title/tt0089606/,1985
5180,C. Jay Cox,C. Jay Cox,Wes Ramsey,Steve Sandvoss,Mary Kay Place,Steve Sandvoss,Wes Ramsey,Rebekah Johnson,Amber Benson,Khary Payton,"$850,000",R,C. Jay Cox,"Comedy, Drama, Romance","$819,939,",7.1,45.0,15428,,0,0,0,3,2003-07-10,107.0,Latter Days,http://www.imdb.com/title/tt0345551/,2003
5181,Lasse Hallström,William Wheeler,Clifford Irving,Richard Gere,Alfred Molina,David Aaron Baker,David Aaron Baker,John Carter,Judi Barton,Raul S. Julia,"$25,000,000",R,Lasse Hallstr�m,"Comedy, Drama","$7,156,933,",6.7,70.0,15109,,0,0,3,1,2006-10-15,116.0,The Hoax,http://www.imdb.com/title/tt0462338/,2006
5182,Til Schweiger,Anika Decker,Til Schweiger,Til Schweiger,Nora Tschirner,Matthias Schweighöfer,Til Schweiger,Nora Tschirner,Matthias Schweighöfer,Alwara Höfels,"€4,500,000",NR,Til Schweiger,"Comedy, Romance",,6.6,,15589,"$4,326,160 (Germany),",0,0,4,10,2007-12-10,116.0,Keinohrhasen,http://www.imdb.com/title/tt0960790/,2007
5183,Lamberto Bava,Dardano Sacchetti,Dario Argento,Urbano Barberini,Natasha Hovey,Karl Zinny,Urbano Barberini,Natasha Hovey,Karl Zinny,Fiore Argento,"$1,800,000",NOT RATED,Lamberto Bava,Horror,,6.7,,16222,,0,0,2,0,1985-10-04,88.0,D�moni,http://www.imdb.com/title/tt0089013/,1985
5184,Joe Dante,Eric Luke,Ethan Hawke,River Phoenix,Jason Presson,Ethan Hawke,River Phoenix,Jason Presson,Bradley Gregg,Georg Olden,"$25,000,000",PG,Joe Dante,"Adventure, Comedy, Family, Romance, Sci-Fi","$9,873,044",6.6,,16359,,0,0,5,1,1985-07-12,109.0,Explorers,http://www.imdb.com/title/tt0089114/,1985
5185,Jason Friedberg,Aaron Seltzer,Jason Friedberg,Aaron Seltzer,Maiara Walsh,Brant Daugherty,Cody Christian,Maiara Walsh,Cody Christian,Brant Daugherty,"$4,500,000",PG-13,"Jason Friedberg, Aaron Seltzer",Comedy,,3.3,,15999,,0,0,0,0,2013-10-31,83.0,The Starving Games,http://www.imdb.com/title/tt2403029/,2013
5186,Fred Dekker,Fred Dekker,Jason Lively,Tom Atkins,Steve Marshall,Jason Lively,Steve Marshall,Jill Whitlow,Tom Atkins,Wally Taylor,"$5,000,000",R,Fred Dekker,"Comedy, Horror, Sci-Fi","$591,366",6.8,,16497,,0,0,0,1,1986-08-22,88.0,Night of the Creeps,http://www.imdb.com/title/tt0091630/,1986
5187,Damien O'Donnell,Ayub Khan-Din,Ayub Khan-Din,Om Puri,Linda Bassett,Jordan Routledge,Om Puri,Linda Bassett,Jordan Routledge,Archie Panjabi,"£1,900,000",R,Damien O'Donnell,"Comedy, Drama","$4,170,647,",6.9,74.0,15490,"£435,627 (United Kingdom),",0,0,10,16,1999-05-14,96.0,East Is East,http://www.imdb.com/title/tt0166175/,1999
5188,John Badham,Lem Dobbs,Michael Kozoll,Michael J. Fox,James Woods,Stephen Lang,Michael J. Fox,James Woods,Stephen Lang,Annabella Sciorra,,R,John Badham,"Action, Comedy, Crime","$65,595,485",6.3,,15798,,0,0,1,0,1991-03-08,111.0,The Hard Way,http://www.imdb.com/title/tt0102004/,1991
5189,Virginie Despentes,Coralie,Virginie Despentes,Coralie,Raffaëla Anderson,Karen Lancaume,Céline Beugnot,Karen Lancaume,Raffaëla Anderson,Céline Beugnot,,NOT RATED,"Coralie, Virginie Despentes","Crime, Drama, Thriller","$5,793,",4.5,35.0,15389,,0,0,3,0,2000-06-28,77.0,Baise-moi,http://www.imdb.com/title/tt0249380/,2000
5190,François Truffaut,François Truffaut,Jean-Louis Richard,Jacqueline Bisset,Jean-Pierre Léaud,François Truffaut,Jacqueline Bisset,Valentina Cortese,Dani,Alexandra Stewart,,PG,Fran�ois Truffaut,"Comedy, Drama, Romance","$17,808,",8.1,,16237,,0,1,7,11,1973-05-15,115.0,La nuit am�ricaine,http://www.imdb.com/title/tt0070460/,1973
5191,Andrei Tarkovsky,Andrei Tarkovsky,Erland Josephson,Susan Fleetwood,Allan Edwall,Erland Josephson,Susan Fleetwood,Allan Edwall,Guðrún Gísladóttir,Sven Wollter,,PG,Andrei Tarkovsky,Drama,"$300,653",8.1,,17163,,0,0,2,7,1986-05-09,149.0,Offret,http://www.imdb.com/title/tt0091670/,1986
5192,Alfred Hitchcock,George Tabori,William Archibald,Montgomery Clift,Anne Baxter,Karl Malden,Montgomery Clift,Anne Baxter,Karl Malden,Brian Aherne,,NOT RATED,Alfred Hitchcock,"Crime, Drama, Thriller","$2,000,000,",7.3,,16047,,0,0,1,0,1953-02-12,95.0,I Confess,http://www.imdb.com/title/tt0045897/,1953
5193,Serdar Akar,Sadullah Sentürk,Ömer Lütfi Mete,Raci Sasmaz,Necati Sasmaz,Billy Zane,Ghassan Massoud,Necati Sasmaz,Billy Zane,Ghassan Massoud,"$8,300,000",NR,"Sadullah Sent�rk, Serdar Akar","Action, Adventure",,5.9,,15540,"TRL 7,677,420 (Turkey),",0,0,0,1,2006-01-31,122.0,Kurtlar Vadisi: Irak,http://www.imdb.com/title/tt0493264/,2006
5194,Adam Rifkin,Adam Rifkin,Charlie Sheen,Kristy Swanson,Henry Rollins,Charlie Sheen,Kristy Swanson,Henry Rollins,Josh Mostel,Wayne Grace,,PG-13,Adam Rifkin,"Action, Adventure, Comedy, Crime, Romance, Thriller","$8,009,329",5.8,,15378,,0,0,0,0,1994-03-04,94.0,The Chase,http://www.imdb.com/title/tt0109402/,1994
5195,Simon Wincer,Don Michael Paul,Mickey Rourke,Don Johnson,Chelsea Field,Mickey Rourke,Don Johnson,Chelsea Field,Daniel Baldwin,Giancarlo Esposito,"$23,000,000",R,Simon Wincer,"Action, Crime, Drama, Thriller, Western","$7,434,726",6.0,,15790,,0,0,1,0,1991-08-23,98.0,Harley Davidson and the Marlboro Man,http://www.imdb.com/title/tt0102005/,1991
5196,Rupert Wyatt,Daniel Hardy,Rupert Wyatt,Brian Cox,Damian Lewis,Joseph Fiennes,Brian Cox,Damian Lewis,Joseph Fiennes,Seu Jorge,,NOT RATED,Rupert Wyatt,"Crime, Drama, Thriller","$13,023,",6.8,56.0,15371,,0,0,6,2,2008-01-21,102.0,The Escapist,http://www.imdb.com/title/tt0961728/,2008
5197,Erik Skjoldbjærg,Elizabeth Wurtzel,Galt Niederhoffer,Christina Ricci,Jonathan Rhys Meyers,Jessica Lange,Christina Ricci,Jason Biggs,Anne Heche,Michelle Williams,"$9,000,000",R,Erik Skjoldbj�rg,"Biography, Drama, Romance",,6.3,,15594,,0,0,0,0,2001-09-08,95.0,Prozac Nation,http://www.imdb.com/title/tt0236640/,2001
5198,Andrew Bergman,Andrew Bergman,James Caan,Nicolas Cage,Sarah Jessica Parker,James Caan,Nicolas Cage,Sarah Jessica Parker,Pat Morita,Johnny Williams,"$25,000,000",PG-13,Andrew Bergman,"Comedy, Romance, Thriller","$35,208,854",5.8,,15218,,0,0,2,0,1992-08-28,96.0,Honeymoon in Vegas,http://www.imdb.com/title/tt0104438/,1992
5199,Delmer Daves,Halsted Welles,Elmore Leonard,Glenn Ford,Van Heflin,Felicia Farr,Glenn Ford,Van Heflin,Felicia Farr,Leora Dana,,NOT RATED,Delmer Daves,"Drama, Thriller, Western","$1,850,000,",7.6,,15576,,0,0,2,1,1957-08-07,92.0,3:10 to Yuma,http://www.imdb.com/title/tt0050086/,1957
5200,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano,Yusuke Sekiguchi,Kayoko Kishimoto,Takeshi Kitano,Yusuke Sekiguchi,Kayoko Kishimoto,The Great Gidayû,Rakkyo Ide,,PG-13,Takeshi Kitano,"Drama, Comedy","$198,238,",7.9,44.0,15850,,0,0,4,4,1999-05-20,122.0,Kikujir� no natsu,http://www.imdb.com/title/tt0199683/,1999
5201,Abbas Kiarostami,Caroline Eliacheff,Abbas Kiarostami,Juliette Binoche,William Shimell,Jean-Claude Carrière,Juliette Binoche,William Shimell,Jean-Claude Carrière,Agathe Natanson,"€7,000,000",NOT RATED,Abbas Kiarostami,Drama,"$1,337,384,",7.3,82.0,16641,,0,0,24,10,2010-05-18,106.0,Copie conforme,http://www.imdb.com/title/tt1020773/,2010
5202,Penelope Spheeris,Paul Henning,Lawrence Konner,Diedrich Bader,Erika Eleniak,Jim Varney,Jim Varney,Diedrich Bader,Erika Eleniak,Cloris Leachman,,PG,Penelope Spheeris,"Comedy, Family","$57,405,220",4.9,,15476,,0,0,1,1,1993-10-15,92.0,The Beverly Hillbillies,http://www.imdb.com/title/tt0106400/,1993
5203,Preston Sturges,Monckton Hoffe,Preston Sturges,Barbara Stanwyck,Henry Fonda,Charles Coburn,Barbara Stanwyck,Henry Fonda,Charles Coburn,Eugene Pallette,,NOT RATED,Preston Sturges,"Comedy, Romance",,8.0,,16145,,1,0,0,2,1941-02-26,94.0,The Lady Eve,http://www.imdb.com/title/tt0033804/,1941
5204,Renny Harlin,Daniel Waters,James Cappe,Andrew Dice Clay,Lauren Holly,Wayne Newton,Andrew Dice Clay,Wayne Newton,Priscilla Presley,Morris Day,"$40,000,000",R,Renny Harlin,"Action, Adventure, Comedy, Crime, Music, Mystery","$21,413,502",6.3,24.0,15359,,0,0,3,5,1990-07-11,104.0,The Adventures of Ford Fairlane,http://www.imdb.com/title/tt0098987/,1990
5205,Marcel Carné,Jacques Prévert,Arletty,Jean-Louis Barrault,Pierre Brasseur,Arletty,Jean-Louis Barrault,Pierre Brasseur,Pierre Renoir,María Casares,,NOT RATED,Marcel Carn�,"Drama, Romance",,8.3,,15702,,1,0,0,2,1945-03-09,189.0,Les enfants du paradis,http://www.imdb.com/title/tt0037674/,1945
5206,Anders Thomas Jensen,Anders Thomas Jensen,Nikolaj Lie Kaas,Mads Mikkelsen,Line Kruse,Nikolaj Lie Kaas,Mads Mikkelsen,Line Kruse,Ole Thestrup,Bodil Jørgensen,,R,Anders Thomas Jensen,"Comedy, Drama","$2,483,",7.3,54.0,16433,,0,0,8,7,2003-03-08,100.0,De gr�nne slagtere,http://www.imdb.com/title/tt0342492/,2003
5207,Ernst Lubitsch,Charles Brackett,Billy Wilder,Greta Garbo,Melvyn Douglas,Ina Claire,Greta Garbo,Melvyn Douglas,Ina Claire,Bela Lugosi,"$1,365,000",NOT RATED,Ernst Lubitsch,"Comedy, Romance","$2,279,000",8.0,,15871,,4,0,2,3,1939-11-09,110.0,Ninotchka,http://www.imdb.com/title/tt0031725/,1939
5208,Barbet Schroeder,Charles Bukowski,Mickey Rourke,Faye Dunaway,Alice Krige,Mickey Rourke,Faye Dunaway,Alice Krige,Jack Nance,J.C. Quinn,"$3,000,000",R,Barbet Schroeder,"Comedy, Drama, Romance","$3,221,568",7.3,,15936,,0,0,3,0,1987-05-01,100.0,Barfly,http://www.imdb.com/title/tt0092618/,1987
5209,Eddie Murphy,Eddie Murphy,Eddie Murphy,Richard Pryor,Redd Foxx,Eddie Murphy,Richard Pryor,Redd Foxx,Danny Aiello,Michael Lerner,"$30,000,000",R,Eddie Murphy,"Comedy, Crime, Drama","$95,900,000",6.0,16.0,15898,,1,0,1,2,1989-11-17,116.0,Harlem Nights,http://www.imdb.com/title/tt0097481/,1989
5210,Clive Barker,Clive Barker,Clive Barker,Craig Sheffer,David Cronenberg,Anne Bobby,Craig Sheffer,Anne Bobby,David Cronenberg,Charles Haid,"$11,000,000",R,Clive Barker,"Action, Fantasy, Horror","$8,862,354",6.6,,16037,,0,0,4,7,1990-02-16,102.0,Nightbreed,http://www.imdb.com/title/tt0100260/,1990
5211,Jean-Pierre Dardenne,Luc Dardenne,Jean-Pierre Dardenne,Luc Dardenne,Jérémie Renier,Déborah François,Jérémie Segard,Jérémie Renier,Déborah François,Jérémie Segard,,R,"Luc Dardenne, Jean-Pierre Dardenne","Crime, Drama, Romance","$651,234,",7.5,87.0,15651,,0,0,19,12,2005-05-17,95.0,L'enfant,http://www.imdb.com/title/tt0456396/,2005
5212,Aaron Harvey,Aaron Harvey,Diego Garzon,Malin Akerman,Nikki Reed,Deborah Ann Woll,Malin Akerman,Nikki Reed,Deborah Ann Woll,Forest Whitaker,"$7,000,000",R,Aaron Harvey,"Action, Crime, Drama, Thriller","$1,887,",4.6,,15374,,0,0,0,0,2011-12-09,94.0,Catch .44,http://www.imdb.com/title/tt1886493/,2011
5213,Kevin Yagher,Peter Atkins,Bruce Ramsay,Valentina Vargas,Doug Bradley,Bruce Ramsay,Valentina Vargas,Doug Bradley,Charlotte Chatton,Adam Scott,"$4,000,000",R,Kevin Yagher,"Horror, Sci-Fi","$16,675,000",5.1,,16025,,0,0,1,1,1996-03-08,85.0,Hellraiser: Bloodline,http://www.imdb.com/title/tt0116514/,1996
5214,Marek Kanievska,Bret Easton Ellis,Harley Peyton,Andrew McCarthy,Jami Gertz,Robert Downey Jr.,Andrew McCarthy,Jami Gertz,Robert Downey Jr.,James Spader,,R,Marek Kanievska,"Crime, Drama","$12,396,383",6.4,,15763,,0,0,1,0,1987-11-06,98.0,Less Than Zero,http://www.imdb.com/title/tt0093407/,1987
5215,Amy Heckerling,Amy Heckerling,Michelle Pfeiffer,Paul Rudd,Saoirse Ronan,Michelle Pfeiffer,Paul Rudd,Saoirse Ronan,Stacey Dash,Fred Willard,"$24,000,000",PG-13,Amy Heckerling,"Comedy, Drama, Romance",,6.0,,15325,,0,0,0,0,2007-05-11,97.0,I Could Never Be Your Woman,http://www.imdb.com/title/tt0466839/,2007
5216,Michael Hoffman,Ethan Canin,Neil Tolkin,Kevin Kline,Emile Hirsch,Joel Gretsch,Kevin Kline,Emile Hirsch,Embeth Davidtz,Rob Morrow,"$12,500,000",PG-13,Michael Hoffman,Drama,"$14,060,950,",6.9,49.0,15227,,0,0,2,0,2002-09-09,109.0,The Emperor's Club,http://www.imdb.com/title/tt0283530/,2002
5217,Gina Prince-Bythewood,Gina Prince-Bythewood,Sanaa Lathan,Omar Epps,Glenndon Chatman,Glenndon Chatman,Jess Willard,Chris Warren,Kyla Pratt,Alfre Woodard,"$20,000,000",PG-13,Gina Prince-Bythewood,"Drama, Romance, Sport","$27,441,122,",7.2,70.0,15675,,0,0,15,12,2000-01-26,124.0,Love & Basketball,http://www.imdb.com/title/tt0199725/,2000
5218,John Sturges,Millard Kaufman,Don McGuire,Spencer Tracy,Robert Ryan,Anne Francis,Spencer Tracy,Robert Ryan,Anne Francis,Dean Jagger,"$1,271,000",NOT RATED,John Sturges,"Crime, Drama, Mystery, Thriller, Western","$3,788,000,",7.8,,16018,,3,0,5,3,1955-01-13,81.0,Bad Day at Black Rock,http://www.imdb.com/title/tt0047849/,1955
5219,Dario Argento,Dario Argento,Dario Argento,Anthony Franciosa,Giuliano Gemma,Christian Borromeo,Anthony Franciosa,Christian Borromeo,Mirella D'Angelo,Veronica Lario,,R,Dario Argento,"Horror, Mystery, Thriller",,7.2,,16117,,0,0,0,0,1982-10-27,101.0,Tenebre,http://www.imdb.com/title/tt0084777/,1982
5220,Kaige Chen,Sean French,Kara Lindstrom,Heather Graham,Joseph Fiennes,Natascha McElhone,Heather Graham,Joseph Fiennes,Natascha McElhone,Ulrich Thomsen,"$25,000,000",R,Kaige Chen,"Drama, Mystery, Romance, Thriller",,5.5,,15374,,0,0,0,0,2002-02-23,100.0,Killing Me Softly,http://www.imdb.com/title/tt0250468/,2002
5221,Gregor Jordan,Bret Easton Ellis,Nicholas Jarecki,Billy Bob Thornton,Kim Basinger,Mickey Rourke,Jon Foster,Billy Bob Thornton,Austin Nichols,Amber Heard,"$18,000,000",R,Gregor Jordan,"Crime, Drama, Thriller","$300,000,",5.0,20.0,14903,,0,0,0,0,2008-10-01,98.0,The Informers,http://www.imdb.com/title/tt0865554/,2008
5222,Shin'ya Tsukamoto,Shin'ya Tsukamoto,Tomorô Taguchi,Kei Fujiwara,Nobu Kanaoka,Tomorô Taguchi,Kei Fujiwara,Nobu Kanaoka,Shin'ya Tsukamoto,Naomasa Musaka,,NOT RATED,Shin'ya Tsukamoto,"Horror, Sci-Fi",,7.0,,15696,,0,0,0,2,1989-06-01,67.0,Tetsuo,http://www.imdb.com/title/tt0096251/,1989
5223,Reginald Hudlin,Jay Scherick,David Ronn,Matthew Perry,Elizabeth Hurley,Bruce Campbell,Matthew Perry,Elizabeth Hurley,Vincent Pastore,Bruce Campbell,"$29,000,000",PG-13,Reginald Hudlin,"Comedy, Romance","$20,146,150",5.3,18.0,15216,,0,0,0,0,2002-08-20,99.0,Serving Sara,http://www.imdb.com/title/tt0261289/,2002
5224,Christian Volckman,Alexandre de La Patellière,Matthieu Delaporte,Daniel Craig,Catherine McCormack,Jonathan Pryce,Daniel Craig,Romola Garai,Ian Holm,Kevork Malikyan,"€14,000,000",R,Christian Volckman,"Animation, Action, Sci-Fi, Thriller","$63,260,",6.7,57.0,14803,,0,0,1,2,2006-03-15,105.0,Renaissance,http://www.imdb.com/title/tt0386741/,2006
5225,Arthur Allan Seidelman,Aubrey Wisberg,Arnold Stang,Arnold Schwarzenegger,Deborah Loomis,Arnold Stang,Arnold Schwarzenegger,Deborah Loomis,James Karen,Ernest Graves,,G,Arthur Allan Seidelman,"Adventure, Family, Fantasy",,3.2,,15050,,0,0,0,0,1970-02-25,75.0,Hercules in New York,http://www.imdb.com/title/tt0065832/,1970
5226,Jeannot Szwarc,David Odell,Helen Slater,Faye Dunaway,Peter O'Toole,Faye Dunaway,Helen Slater,Peter O'Toole,Hart Bochner,Mia Farrow,"$35,000,000",PG,Jeannot Szwarc,"Action, Adventure, Fantasy, Romance, Sci-Fi","$13,600,000",4.3,,15616,,0,0,3,0,1984-07-19,105.0,Supergirl,http://www.imdb.com/title/tt0088206/,1984
5227,Tom Shankland,Paul Andrew Williams,Tom Shankland,Eva Birthistle,Stephen Campbell Moore,Jeremy Sheffield,Eva Birthistle,Stephen Campbell Moore,Jeremy Sheffield,Rachel Shelley,,R,Tom Shankland,"Horror, Mystery, Thriller",,6.0,,15495,"£98,205 (United Kingdom),",0,0,6,1,2008-12-05,84.0,The Children,http://www.imdb.com/title/tt1172571/,2008
5228,Marc Abraham,Philip Railsback,John Seabrook,Greg Kinnear,Lauren Graham,Alan Alda,Greg Kinnear,Tim Eddis,Warren Belle,Karl Pruner,"$20,000,000",PG-13,Marc Abraham,"Biography, Drama","$4,234,040,",7.0,57.0,15244,,0,0,0,1,2008-09-07,119.0,Flash of Genius,http://www.imdb.com/title/tt1054588/,2008
5229,Kenji Mizoguchi,Matsutarô Kawaguchi,Hisakazu Tsuji,Masayuki Mori,Machiko Kyô,Kinuyo Tanaka,Machiko Kyô,Mitsuko Mito,Kinuyo Tanaka,Masayuki Mori,,NOT RATED,Kenji Mizoguchi,"Drama, Fantasy, War","$6,154,",8.2,,16329,,1,0,1,4,1953-03-26,96.0,Ugetsu monogatari,http://www.imdb.com/title/tt0046478/,1953
5230,Peter Bogdanovich,Buck Henry,David Newman,Barbra Streisand,Ryan O'Neal,Madeline Kahn,Barbra Streisand,Ryan O'Neal,Madeline Kahn,Kenneth Mars,"$4,000,000",G,Peter Bogdanovich,Comedy,"$66,000,000,",7.8,,15842,,0,0,0,1,1972-03-09,94.0,"What's Up, Doc?",http://www.imdb.com/title/tt0069495/,1972
5231,Henry Selick,Kaja Blackley,Sam Hamm,Brendan Fraser,Bridget Fonda,John Turturro,Brendan Fraser,Bridget Fonda,John Turturro,Chris Kattan,"$75,000,000",PG-13,Henry Selick,"Animation, Comedy, Fantasy","$2,210,366",4.7,40.0,15187,,0,0,3,0,2001-02-23,93.0,Monkeybone,http://www.imdb.com/title/tt0166276/,2001
5232,Tom Vaughan,Robert Nelson Jacobs,Geeta Anand,Brendan Fraser,Keri Russell,Harrison Ford,Brendan Fraser,Harrison Ford,Keri Russell,Meredith Droeger,"$31,000,000",PG,Tom Vaughan,Drama,"$11,854,694,",6.5,45.0,15119,,0,0,0,1,2010-01-22,106.0,Extraordinary Measures,http://www.imdb.com/title/tt1244659/,2010
5233,Makoto Kamiya,Shotaro Suga,Alexander Von David,Matthew Mercer,Dave Wittenberg,Wendee Lee,Matthew Mercer,Dave Wittenberg,Wendee Lee,Val Tasso,,R,Makoto Kamiya,"Animation, Action, Horror, Sci-Fi, Thriller","$2,240,021",6.6,,16129,,0,0,0,0,2012-09-24,100.0,Biohazard: Damnation,http://www.imdb.com/title/tt1753496/,2012
5234,Dito Montiel,Dito Montiel,Channing Tatum,Al Pacino,Juliette Binoche,Al Pacino,Channing Tatum,James Ransone,Ray Liotta,Katie Holmes,"$15,000,000",R,Dito Montiel,"Crime, Drama, Thriller","$1,335,012,",5.1,36.0,15127,,0,0,1,0,2011-01-30,90.0,The Son of No One,http://www.imdb.com/title/tt1535612/,2011
5235,Ole Christian Madsen,Lars Kristian Andersen,Ole Christian Madsen,Thure Lindhardt,Mads Mikkelsen,Stine Stengade,Thure Lindhardt,Mads Mikkelsen,Stine Stengade,Peter Mygind,"DKK 45,000,000",NOT RATED,Ole Christian Madsen,"Action, Drama, History, Romance, Thriller, War","$10,186,084,",7.3,74.0,15582,,0,0,15,9,2008-03-28,130.0,Flammen & Citronen,http://www.imdb.com/title/tt0920458/,2008
5236,Alain Resnais,Alain Robbe-Grillet,Delphine Seyrig,Giorgio Albertazzi,Sacha Pitoëff,Delphine Seyrig,Giorgio Albertazzi,Sacha Pitoëff,Françoise Bertin,Luce Garcia-Ville,,NOT RATED,Alain Resnais,"Drama, Mystery","$143,381,",7.9,,16192,,1,0,3,2,1961-06-25,94.0,L'ann�e derni�re � Marienbad,http://www.imdb.com/title/tt0054632/,1961
5237,John Mackenzie,Barrie Keeffe,Bob Hoskins,Helen Mirren,Paul Freeman,Paul Freeman,Leo Dolan,Kevin McNally,Patti Love,P.H. Moriarty,,R,John Mackenzie,"Crime, Drama, Mystery, Thriller",,7.7,,15527,,0,0,1,2,1980-08-01,114.0,The Long Good Friday,http://www.imdb.com/title/tt0081070/,1980
5238,Nuri Bilge Ceylan,Ebru Ceylan,Ercan Kesal,Yavuz Bingöl,Hatice Aslan,Ahmet Rifat Sungar,Yavuz Bingöl,Hatice Aslan,Ahmet Rifat Sungar,Ercan Kesal,,NOT RATED,Nuri Bilge Ceylan,Drama,"$41,343,",7.4,73.0,15786,,0,0,5,11,2008-05-16,109.0,�� Maymun,http://www.imdb.com/title/tt1233381/,2008
5239,John Ford,Henry Hathaway,James R. Webb,James Stewart,John Wayne,Gregory Peck,Carroll Baker,Lee J. Cobb,Henry Fonda,Carolyn Jones,"$15,000,000",G,"George Marshall, John Ford, Henry Hathaway, Richard Thorpe",Western,"$50,000,000,",7.1,,15703,,0,3,5,7,1962-11-01,164.0,How the West Was Won,http://www.imdb.com/title/tt0056085/,1962
5240,Warren Beatty,Buck Henry,Elaine May,Warren Beatty,Warren Beatty,James Mason,Julie Christie,Warren Beatty,Julie Christie,James Mason,,PG,"Warren Beatty, Buck Henry","Comedy, Fantasy, Romance, Sport","$81,640,278",6.9,72.0,15572,,0,1,13,8,1978-06-28,101.0,Heaven Can Wait,http://www.imdb.com/title/tt0077663/,1978
5241,Jan Kounen,Joël Houssin,Vincent Cassel,Tchéky Karyo,Monica Bellucci,Vincent Cassel,Tchéky Karyo,Monica Bellucci,Antoine Basler,Dominique Bettenfeld,"FRF 33,000,000",R,Jan Kounen,"Action, Crime, Thriller",,6.6,,15147,,0,0,0,0,1997-06-18,103.0,Dobermann,http://www.imdb.com/title/tt0118996/,1997
