,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: APPROVED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
46,Bill Paxton,Mark Frost,Mark Frost,Shia LaBeouf,Stephen Dillane,Elias Koteas,James Paxton,Tom Rack,Armand Laroche,Peter Hurley,26000000.0,Bill Paxton,15331289.0,7.5,55.0,24184,,0,0,3,0,2005-09-30,120.0,The Greatest Game Ever Played,2005-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,-10668711.0,32840080.216285035,19364644.637655705,,-13475435.578629328
47,Hossein Amini,Hossein Amini,Patricia Highsmith,Viggo Mortensen,Kirsten Dunst,Oscar Isaac,Oscar Isaac,Viggo Mortensen,Kirsten Dunst,Daisy Bevan,,Hossein Amini,506067.0,6.2,66.0,25387,552137.0,0,0,3,0,2014-02-11,96.0,The Two Faces of January,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,527300.2539624209,575303.2312362774,
48,François Ozon,Juan Mayorga,François Ozon,Fabrice Luchini,Vincent Schmitt,Ernst Umhauer,Fabrice Luchini,Ernst Umhauer,Kristin Scott Thomas,Emmanuelle Seigner,,Fran�ois Ozon,354244.0,7.4,72.0,25368,,0,0,22,9,2012-09-10,105.0,Dans la maison,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,380590.7912383526,,
49,Farah Khan,Farah Khan,Abbas Tyrewala,Shah Rukh Khan,Sushmita Sen,Sunil Shetty,Shah Rukh Khan,Sushmita Sen,Sunil Shetty,Zayed Khan,,Farah Khan,1722450.0,7.0,nan,26897,2905817.610062893,0,0,34,8,2004-04-30,179.0,Main Hoon Na,2004-01-01,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,,,2249404.4954997627,3794803.445776567,
50,Dwight H. Little,Hans Bauer,Jim Cash,Morris Chestnut,KaDee Strickland,Eugene Byrd,Johnny Messner,KaDee Strickland,Matthew Marsden,Nicholas Gonzalez,25000000.0,Dwight H. Little,38753975.0,4.6,40.0,24303,,0,0,2,0,2004-08-25,97.0,Anacondas: The Hunt for the Blood Orchid,2004-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,13753975.0,32648327.89775846,50610099.325661354,,17961771.4279029
51,Tigmanshu Dhulia,Sanjay Chauhan,Tigmanshu Dhulia,Irrfan Khan,Ravi Bhushan Bhartiya,Hemendra Dandotiya,Irrfan Khan,Ravi Bhushan Bhartiya,Hemendra Dandotiya,Mahie Gill,,Tigmanshu Dhulia,39567.0,8.3,nan,26666,,0,0,8,6,2012-03-02,135.0,Paan Singh Tomar,2012-01-01,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,42509.78375619036,,
52,William Dear,Dorothy Kingsley,George Wells,Danny Glover,Brenda Fricker,Tony Danza,Danny Glover,Brenda Fricker,Tony Danza,Christopher Lloyd,24000000.0,William Dear,50236831.0,6.1,nan,24374,,0,0,4,1,1994-07-10,102.0,Angels in the Outfield,1994-01-01,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,26236831.0,39939659.30173723,83601746.43912296,,43662087.13738573
53,John McTiernan,William Harrison,William Harrison,Chris Klein,Jean Reno,LL Cool J,Chris Klein,Jean Reno,LL Cool J,Rebecca Romijn,70000000.0,John McTiernan,25852764.0,3.0,14.0,23185,,0,0,3,5,2002-02-08,98.0,Rollerball,2002-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,-44147236.0,95993495.48297429,35452816.917948574,,-60540678.56502572
54,James Merendino,James Merendino,Matthew Lillard,Michael A. Goorjian,Annabeth Gish,Matthew Lillard,Michael A. Goorjian,Annabeth Gish,Jennifer Lien,Christopher McDonald,,James Merendino,299200.0,7.5,50.0,23501,,0,0,6,2,1998-09-24,97.0,SLC Punk!,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,452758.2320848133,,
55,Matthew Bright,Matthew Bright,Reese Witherspoon,Kiefer Sutherland,Bokeem Woodbine,Kiefer Sutherland,Reese Witherspoon,Bokeem Woodbine,Paul Perri,Robert Peters,3000000.0,Matthew Bright,295493.0,6.9,61.0,23412,,0,0,4,6,1996-01-01,102.0,Freeway,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,-2704507.0,4717927.956646478,464704.89523111255,,-4253223.061415366
56,Jay Roach,David E. Kelley,Sean O'Byrne,Russell Crowe,Burt Reynolds,Hank Azaria,Russell Crowe,Hank Azaria,Mary McCormack,Burt Reynolds,28000000.0,Jay Roach,8888143.0,6.7,49.0,23283,,0,0,1,0,1999-10-01,119.0,Mystery Alaska,1999-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,-19111857.0,41463196.75821702,13161815.072291763,,-28301381.68592526
57,Dito Montiel,Dito Montiel,Dito Montiel,Robert Downey Jr.,Rosario Dawson,Shia LaBeouf,Dianne Wiest,Robert Downey Jr.,Shia LaBeouf,Melonie Diaz,,Dito Montiel,516139.0,7.0,67.0,23196,,0,0,9,7,2006-01-01,100.0,A Guide to Recognizing Your Saints,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,631551.3586207184,,
58,Bruce McDonald,Tony Burgess,Tony Burgess,Stephen McHattie,Lisa Houle,Georgina Reilly,Stephen McHattie,Lisa Houle,Georgina Reilly,Hrant Alianak,1500000.0,Bruce McDonald,3478.0,6.7,54.0,24960,,0,0,10,1,2008-09-06,93.0,Pontypool,2008-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,-1496522.0,1718575.8098372943,3984.804444409406,,-1714591.0053928848
59,Julian Gilbey,Julian Gilbey,Will Gilbey,Alec Newman,Ed Speleers,Melissa George,Alec Newman,Ed Speleers,Melissa George,Kate Magowan,4000000.0,Julian Gilbey,,6.3,nan,24018,176801.0,0,0,1,7,2011-04-09,99.0,A Lonely Place to Die,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,4386412.622022041,,193880.53449652976,
60,Joe Charbanic,Darcy Meyers,David Elliot,James Spader,Keanu Reeves,Marisa Tomei,James Spader,Marisa Tomei,Keanu Reeves,Ernie Hudson,30000000.0,Joe Charbanic,28927720.0,5.3,22.0,23334,,0,0,1,0,2000-09-07,97.0,The Watcher,2000-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,-1072280.0,42973693.37979095,41437698.98188154,,-1535994.397909408
61,Tim Story,Mark Brown,Mark Brown,Ice Cube,Cedric the Entertainer,Eve,Ice Cube,Anthony Anderson,Cedric the Entertainer,Sean Patrick Thomas,12000000.0,Tim Story,77063924.0,6.3,66.0,24905,,0,0,17,1,2002-08-07,102.0,Barbershop,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,65063924.0,16456027.797081307,105680506.29134677,,89224478.49426547
62,Shane Carruth,Shane Carruth,Amy Seimetz,Frank Mosley,Shane Carruth,Amy Seimetz,Shane Carruth,Andrew Sensenig,Thiago Martins,Kathy Carruth,50000.0,Shane Carruth,444098.0,6.7,81.0,26395,,0,0,34,5,2013-01-21,96.0,Upstream Color,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,394098.0,52943.01347393286,470237.7279549327,,417294.71448099986
63,Courtney Solomon,Brent Monahan,Courtney Solomon,Donald Sutherland,Sissy Spacek,Rachel Hurd-Wood,Donald Sutherland,Sissy Spacek,James D'Arcy,Rachel Hurd-Wood,14000000.0,Courtney Solomon,29612137.0,5.0,38.0,23117,,0,0,5,0,2005-11-05,83.0,An American Haunting,2005-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,15612137.0,17683120.116461173,37402498.248293154,,19719378.131831985
64,Steven Spielberg,Jerry Belson,Dalton Trumbo,Richard Dreyfuss,Holly Hunter,Brad Johnson,Richard Dreyfuss,Holly Hunter,Brad Johnson,John Goodman,31000000.0,Steven Spielberg,74134790.0,6.4,50.0,24251,,0,0,3,0,1989-12-22,122.0,Always,1989-01-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,43134790.0,61683831.65859536,147513480.8517845,,85829649.19318911
65,Werner Herzog,Werner Herzog,Klaus Kinski,Claudia Cardinale,José Lewgoy,Klaus Kinski,Claudia Cardinale,José Lewgoy,Miguel Ángel Fuentes,Paul Hittscher,,Werner Herzog,,8.1,nan,25079,,0,0,3,4,1982-03-04,158.0,Fitzcarraldo,1982-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,,,
66,Richard Benjamin,Patty Dann,June Roberts,Cher,Bob Hoskins,Winona Ryder,Cher,Bob Hoskins,Winona Ryder,Michael Schoeffling,31000000.0,Richard Benjamin,35419397.0,6.6,56.0,24249,,0,0,0,4,1990-12-14,110.0,Mermaids,1990-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,4419397.0,58524694.19185528,66868044.447900526,,8343350.256045246
67,Richard Fleischer,Earl Felton,Kirk Douglas,James Mason,Paul Lukas,Kirk Douglas,James Mason,Paul Lukas,Peter Lorre,Robert J. Wilke,5000000.0,Richard Fleischer,28200000.0,7.2,nan,24255,,0,2,3,2,1954-12-23,127.0,20000 Leagues Under the Sea,1954-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1950,23200000.0,45934636.871508375,259071351.95530725,,213136715.0837989
68,Kenneth Lonergan,Kenneth Lonergan,Laura Linney,Matthew Broderick,Amy Ryan,Amy Ryan,Michael Countryman,Adam LeFevre,Halley Feiffer,Whitney Vance,1200000.0,Kenneth Lonergan,9180275.0,7.7,85.0,24734,,2,0,41,30,2000-01-21,111.0,You Can Count on Me,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,7980275.0,1718947.7351916377,13150344.099738676,,11431396.36454704
69,Eugenio Derbez,Guillermo Ríos,Leticia López Margalli,Eugenio Derbez,Karla Souza,Jessica Lindsey,Andrés Vázquez,Hugo Stiglitz,Eugenio Derbez,Leia Freitas,5000000.0,Eugenio Derbez,99067206.0,7.6,55.0,24837,,0,0,2,5,2013-08-30,115.0,No se aceptan devoluciones,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,94067206.0,5294301.3473932855,104898328.44165765,,99604027.09426434
70,Ken Hughes,John Huston,Wolf Mankowitz,John Law,David Niven,Peter Sellers,Ursula Andress,Peter Sellers,Ursula Andress,David Niven,12000000.0,Robert Parrish Ken Hughes Richard Talmadge Joseph McGrath John Huston,41744718.0,5.2,nan,23598,,1,0,3,0,1967-04-13,131.0,Casino Royale,1967-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,29744718.0,88734289.2919045,308682323.61841446,,219948034.32650992
71,Ted Berman,Richard Rich,Lloyd Alexander,David Jonas,Grant Bardsley,Freddie Jones,Susan Sheridan,Grant Bardsley,Susan Sheridan,Freddie Jones,44000000.0,Ted Berman Richard Rich,21288692.0,6.5,nan,24958,,0,0,0,0,1985-07-24,80.0,The Black Cauldron,1985-01-01,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,-22711308.0,100899621.90861492,48818658.49383989,,-52080963.41477503
72,Bharat Nalluri,David Magee,Simon Beaufoy,Frances McDormand,Amy Adams,Ciarán Hinds,Amy Adams,David Alexander,Clare Clifford,Christina Cole,,Bharat Nalluri,16051363.0,7.1,63.0,23758,,0,0,1,0,2008-03-07,92.0,Miss Pettigrew Lives for a Day,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,18390322.777811587,,
73,Blake Edwards,Frank Waldman,Blake Edwards,Peter Sellers,Herbert Lom,Lesley-Anne Down,Peter Sellers,Herbert Lom,Lesley-Anne Down,Burt Kwouk,,Blake Edwards,,7.3,60.0,23933,,1,0,2,2,1976-12-15,103.0,The Pink Panther Strikes Again,1976-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,,,,,
74,Peter Mullan,Peter Mullan,Eileen Walsh,Dorothy Duffy,Nora-Jane Noone,Geraldine McEwan,Anne-Marie Duff,Nora-Jane Noone,Dorothy Duffy,Eileen Walsh,,Peter Mullan,15722258.0,7.8,83.0,23631,57065.77927112949,0,0,14,18,2002-08-30,114.0,The Magdalene Sisters,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,21560492.890073664,78256.3374956511,
75,Joachim Rønning,Espen Sandberg,Thomas Nordseth-Tiller,Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch,Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch,Ken Duken,7058159.232072276,Espen Sandberg Joachim R�nning,,7.3,60.0,23782,1800000.0,0,0,4,12,2008-12-19,118.0,Max Manus,2008-01-01,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,,8086654.478812792,,2062290.9718047532,
76,Mike Hodges,Mike Hodges,Ted Lewis,Michael Caine,Ian Hendry,Britt Ekland,Michael Caine,Ian Hendry,Britt Ekland,John Osborne,310122.3949718822,Mike Hodges,,7.5,nan,24011,,0,0,0,0,1971-02-03,112.0,Get Carter,1971-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,1889217.8894181144,,,
77,François Ozon,François Ozon,Marine Vacth,Géraldine Pailhas,Frédéric Pierrot,Marine Vacth,Géraldine Pailhas,Frédéric Pierrot,Fantin Ravat,Johan Leysen,,Fran�ois Ozon,48022.0,6.8,63.0,26236,,0,0,7,3,2013-05-16,95.0,Jeune & jolie,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,50848.587860904074,,
78,Nick Castle,Joe Connelly,Bob Mosher,Damon Wayans,Michael Ironside,Scott Bigelow,Damon Wayans,Michael Ironside,Scott Bigelow,Joseph Blaire,,Nick Castle,29412050.0,6.2,nan,25078,,0,0,0,0,1995-03-24,95.0,Major Payne,1995-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,47610462.406455316,,
79,Peter Medak,Russell Hunter,William Gray,George C. Scott,Trish Van Devere,Melvyn Douglas,George C. Scott,Trish Van Devere,Melvyn Douglas,Jean Marsh,6403774.856757667,Peter Medak,,7.3,nan,24039,,0,0,4,10,1980-03-28,107.0,The Changeling,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,19168119.003403183,,,
80,Vincente Minnelli,Alan Jay Lerner,Alan Jay Lerner,Gene Kelly,Leslie Caron,Oscar Levant,Gene Kelly,Leslie Caron,Oscar Levant,Georges Guétary,2723903.0,Vincente Minnelli,4500000.0,7.2,nan,24917,,0,6,7,4,1951-08-26,114.0,An American in Paris,1951-01-01,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,1776097.0,25883881.70246984,42761239.170820065,,16877357.468350224
81,James McTeigue,Philip Shelby,Milla Jovovich,Pierce Brosnan,Dylan McDermott,Paddy Wallace,Parker Sawyers,Bashar Rahal,Royce Pierreson,Ben Starr,20000000.0,James McTeigue,,5.6,28.0,25693,,0,0,0,0,2015-05-21,96.0,Survivor,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,20814456.347013082,,,
82,Michael Powell,Leo Marks,Leo Marks,Karlheinz Böhm,Anna Massey,Moira Shearer,Karlheinz Böhm,Moira Shearer,Anna Massey,Maxine Audley,,Michael Powell,83957.0,7.7,nan,24516,,0,0,0,0,1960-04-07,101.0,Peeping Tom,1960-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,,,700239.703567202,,
83,Peter Bonerz,Neal Israel,Pat Proft,Bubba Smith,David Graf,Michael Winslow,Bubba Smith,David Graf,Michael Winslow,Leslie Easterbrook,12000000.0,Peter Bonerz,11567217.0,4.2,nan,24128,,0,0,0,0,1989-03-10,84.0,Police Academy 6: City Under Siege,1989-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,-432783.0,23877612.254940137,23016460.19956266,,-861152.0553774799
84,Leo McCarey,Delmer Daves,Leo McCarey,Cary Grant,Deborah Kerr,Richard Denning,Cary Grant,Deborah Kerr,Richard Denning,Neva Patterson,,Leo McCarey,,7.6,nan,24077,,4,0,2,2,1957-07-11,115.0,An Affair to Remember,1957-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,,,,
85,Guillem Morales,Guillem Morales,Oriol Paulo,Belén Rueda,Lluís Homar,Pablo Derqui,Belén Rueda,Lluís Homar,Pablo Derqui,Francesc Orella,,Guillem Morales,1716803.0,6.7,nan,25850,2234142.0,0,0,11,0,2010-09-11,118.0,Los ojos de Julia,2010-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,1942083.9153655837,2527308.7493688534,
86,Buster Keaton,Jean C. Havez,Joseph A. Mitchell,Buster Keaton,Kathryn McGuire,Joe Keaton,Buster Keaton,Kathryn McGuire,Joe Keaton,Erwin Connelly,,Buster Keaton,,8.3,nan,24681,,0,0,0,1,1924-04-19,45.0,Sherlock Jr.,1924-01-01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,,,,,
87,Rohit Shetty,Yunus Sajawal,Farhad Samji,Shah Rukh Khan,Kajol,Varun Dhawan,Shah Rukh Khan,Kajol,Varun Dhawan,Kabir Bedi,18848009.650180943,Rohit Shetty,4830637.0,5.3,nan,26442,,0,0,7,1,2015-12-17,158.0,Dilwale,2015-01-01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,-14017372.650180943,19615553.70458863,5027354.148238312,,-14588199.556350319
88,Wes Craven,Wes Craven,Suze Lanier-Bramlett,Robert Houston,John Steadman,John Steadman,Janus Blythe,Peter Locke,Russ Grieve,Virginia Vincent,230000.0,Wes Craven,25000000.0,6.4,nan,24307,,0,0,1,1,1977-06-15,89.0,The Hills Have Eyes,1977-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,24770000.0,936073.7522857733,101747146.98758405,,100811073.23529829
89,Scott McGehee,David Siegel,Nancy Doyne,Carroll Cartwright,Julianne Moore,Alexander Skarsgård,Steve Coogan,Julianne Moore,Steve Coogan,Alexander Skarsgård,6000000.0,Scott McGehee David Siegel,1065000.0,7.5,74.0,23847,,0,0,8,3,2012-09-07,99.0,What Maisie Knew,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,-4935000.0,6446248.200195671,1144209.0555347316,,-5302039.144660939
90,Bob Clark,Roy Moore,Olivia Hussey,Keir Dullea,Margot Kidder,Olivia Hussey,Keir Dullea,Margot Kidder,John Saxon,Marian Waldman,620000.0,Bob Clark,4053000.0,7.2,nan,24807,,0,0,2,2,1974-10-11,98.0,Black Christmas,1974-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,3433000.0,3101601.081838878,20275466.426924147,,17173865.34508527
91,Michael Lembeck,Ed Decter,John J. Strauss,Tim Allen,Martin Short,Elizabeth Mitchell,Tim Allen,Elizabeth Mitchell,Eric Lloyd,Judge Reinhold,12000000.0,Michael Lembeck,110768122.0,4.7,32.0,25900,,0,0,9,4,2006-11-02,97.0,The Santa Clause 3: The Escape Clause,2006-01-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,98768122.0,14683285.516980153,135536663.45880756,,120853377.9418274
