,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: APPROVED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
1847,Togan Gökbakar,Serkan Altunigne,Sahan Gökbakar,Sahan Gökbakar,Zeynep Çamci,Vahdet Çakar,Sahan Gökbakar,Zeynep Çamci,Vahdet Çakar,Mücahit Avci,,Togan G�kbakar,,4.0,nan,14249,,0,0,0,0,2010-02-11,95.0,Recep Ivedik 3,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,,,,,
1848,Kimble Rendall,Shayne Armstrong,Duncan Kennedy,Richard Brancatisano,Xavier Samuel,Chris Betts,Richard Brancatisano,Xavier Samuel,Chris Betts,Sharni Vinson,29426189.30848455,Kimble Rendall,,5.2,nan,13167,,0,0,0,0,2012-09-05,93.0,Bait,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,31614753.31140594,,,
1849,Hark Tsui,Steven E. de Souza,Jean-Claude Van Damme,Rob Schneider,Lela Rochon,Jean-Claude Van Damme,Rob Schneider,Lela Rochon,Paul Sorvino,Carman Lee,35000000.0,Hark Tsui,44000000.0,4.8,37.0,12347,,0,0,0,0,1998-05-27,91.0,Knock Off,1998-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,9000000.0,52963028.48585717,66582092.953649014,,13619064.467791844
1850,Takashi Shimizu,Craig Rosenberg,Leslie Bibb,Ryan Kwanten,Amy Smart,Ryan Kwanten,Amy Smart,Leslie Bibb,Jamie Chung,Scout Taylor-Compton,,Takashi Shimizu,,4.8,nan,12725,,0,0,0,0,2014-06-11,97.0,Flight 7500,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,,,
1851,Raoul Walsh,John Huston,W.R. Burnett,Ida Lupino,Humphrey Bogart,Alan Curtis,Ida Lupino,Humphrey Bogart,Alan Curtis,Arthur Kennedy,455000.0,Raoul Walsh,,7.6,nan,12503,,0,0,0,3,1941-01-23,100.0,High Sierra,1941-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1940,,7622030.220713073,,,
1852,Rob Reiner,Jeremy Leven,Luke Wilson,Kate Hudson,David Paymer,Luke Wilson,Derek Barbosa,Lobo Sebastian,Rob Reiner,Kate Hudson,30000000.0,Rob Reiner,14208384.0,5.6,32.0,12092,,0,0,1,0,2003-06-16,96.0,Alex & Emma,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-15791616.0,40226881.09449184,19051965.79042935,,-21174915.304062497
1853,Edward Zwick,David Mamet,Tim Kazurinsky,Rob Lowe,Demi Moore,Jim Belushi,Rob Lowe,Demi Moore,Jim Belushi,Elizabeth Perkins,,Edward Zwick,38702310.0,6.2,nan,12492,,0,0,0,1,1986-06-26,113.0,About Last Night...,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,87097940.6215458,,
1854,Vicky Jenson,Kelly Fremon Craig,Alexis Bledel,Michael Keaton,Carol Burnett,Alexis Bledel,Zach Gilford,Michael Keaton,Jane Lynch,Bobby Coleman,15000000.0,Vicky Jenson,6373693.0,5.3,35.0,12464,,0,0,0,0,2009-08-13,88.0,Post Grad,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-8626307.0,17246605.480639704,7328304.575047661,,-9918300.905592043
1855,Gilles Mimouni,Gilles Mimouni,Romane Bohringer,Vincent Cassel,Jean-Philippe Écoffey,Romane Bohringer,Vincent Cassel,Jean-Philippe Écoffey,Monica Bellucci,Sandrine Kiberlain,,Gilles Mimouni,,7.5,nan,12221,,0,0,2,1,1996-07-27,116.0,L'appartement,1996-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,,,
1856,Todd Robinson,Todd Robinson,Ed Harris,Julian Adams,David Duchovny,Ed Harris,David Duchovny,William Fichtner,Lance Henriksen,Johnathon Schaech,18000000.0,Todd Robinson,489984.0,5.9,40.0,12279,,0,0,0,0,2013-03-01,98.0,Phantom,2013-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,-17510016.0,19059484.85061583,518824.59028023033,,-18540660.260335602
1857,Vincent Gallo,Vincent Gallo,Vincent Gallo,Chloë Sevigny,Cheryl Tiegs,Vincent Gallo,Chloë Sevigny,Cheryl Tiegs,Elizabeth Blake,Anna Vareschi,10000000.0,Vincent Gallo,365734.0,5.0,51.0,12295,,0,0,3,1,2003-05-21,93.0,The Brown Bunny,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,-9634266.0,13408960.364830615,490411.271007096,,-12918549.093823519
1858,William Wyler,Arthur Wimperis,George Froeschel,Greer Garson,Walter Pidgeon,Teresa Wright,Greer Garson,Walter Pidgeon,Teresa Wright,May Whitty,1344000.0,William Wyler,21173600.0,7.6,nan,12899,,0,6,7,4,1942-06-04,134.0,Mrs. Miniver,1942-01-01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1940,19829600.0,20297334.861285172,319767596.29383016,,299470261.432545
1859,Kiah Roache-Turner,Kiah Roache-Turner,Tristan Roache-Turner,Jay Gallagher,Bianca Bradey,Leon Burchill,Jay Gallagher,Bianca Bradey,Leon Burchill,Keith Agius,,Kiah Roache-Turner,,6.3,54.0,13613,,0,0,3,1,2014-09-19,98.0,Wyrmwood,2014-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,,,
1860,Brian A. Miller,Andre Fabrizio,Jeremy Passmore,Thomas Jane,Bruce Willis,Ambyr Childers,Ambyr Childers,Thomas Jane,Bryan Greenberg,Bruce Willis,10000000.0,Brian A. Miller,,4.2,17.0,13398,,0,0,0,0,2015-01-12,96.0,Vice,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,10407228.173506541,,,
1861,Don Bluth,Gary Goldman,Hans Christian Andersen,Don Bluth,Jodi Benson,Gary Imhoff,Gino Conforti,Gino Conforti,Barbara Cook,Jodi Benson,28000000.0,Gary Goldman Don Bluth,11373501.0,6.4,nan,12742,,0,0,0,1,1994-03-30,86.0,Thumbelina,1994-01-01,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,-16626499.0,46596269.1853601,18927239.79199865,,-27669029.393361446
1862,Ilmar Raag,Ilmar Raag,Vallo Kirs,Vallo Kirs,Pärt Uusberg,Lauri Pedaja,Vallo Kirs,Pärt Uusberg,Lauri Pedaja,Paula Solvak,,Ilmar Raag,,8.0,nan,12548,,0,0,2,7,2007-03-16,99.0,Klass,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,,,,,
1863,Michael Gordon,Stanley Shapiro,Maurice Richlin,Rock Hudson,Doris Day,Tony Randall,Rock Hudson,Doris Day,Tony Randall,Thelma Ritter,,Michael Gordon,18750000.0,7.5,nan,12529,,0,1,11,5,1959-10-06,102.0,Pillow Talk,1959-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,,158663593.4819897,,
1864,Kôji Morimoto,Tensai Okamura,Satoshi Kon,Katsuhiro Ôtomo,Shigeru Chiba,Hisao Egawa,Kayoko Fujii,Shigeru Chiba,Hisao Egawa,Kayoko Fujii,,Katsuhiro �tomo Tensai Okamura K�ji Morimoto,,7.6,nan,12848,,0,0,0,1,1995-12-23,113.0,Memor�zu,1995-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,,,
1865,Tim Robbins,Tim Robbins,Tim Robbins,Giancarlo Esposito,Alan Rickman,Tim Robbins,Giancarlo Esposito,Alan Rickman,Ray Wise,Brian Murray,,Tim Robbins,4479470.0,7.0,nan,12158,,0,0,2,4,1992-09-04,102.0,Bob Roberts,1992-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,7874662.44328907,,
1866,Luiso Berdejo,John Travis,John Connolly,Kevin Costner,Ivana Baquero,Samantha Mathis,Kevin Costner,Ivana Baquero,Samantha Mathis,Gattlin Griffith,15000000.0,Luiso Berdejo,,5.3,nan,12479,,0,0,1,0,2009-12-18,108.0,The New Daughter,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,17246605.480639704,,,
1867,Barbra Streisand,André Cayatte,Gérard Oury,Barbra Streisand,Jeff Bridges,Lauren Bacall,Barbra Streisand,Jeff Bridges,Lauren Bacall,George Segal,42000000.0,Barbra Streisand,73052428.0,6.5,nan,12365,,2,0,9,4,1996-11-01,126.0,The Mirror Has Two Faces,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,31052428.0,66050991.393050686,114885364.12070131,,48834372.72765063
1868,Philipp Stölzl,Chris Silber,Philipp Stölzl,Benno Fürmann,Florian Lukas,Johanna Wokalek,Benno Fürmann,Johanna Wokalek,Florian Lukas,Simon Schwarz,,Philipp St�lzl,710993.0,7.4,67.0,12703,,0,0,6,4,2008-08-09,126.0,Nordwand,2008-01-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,,,814596.9138424316,,
1869,Jodie Foster,Scott Frank,Jodie Foster,Dianne Wiest,Adam Hann-Byrd,Jodie Foster,Alex Lee,Adam Hann-Byrd,Michael Shulman,Nathan Lee,10000000.0,Jodie Foster,25010896.0,6.7,71.0,12352,,0,0,1,2,1991-09-06,99.0,Little Man Tate,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,15010896.0,18111901.115312513,45299487.515736535,,27187586.40042402
1870,Aziz Mirza,Aziz Mirza,Robin Bhatt,Shah Rukh Khan,Rani Mukerji,Jas Arora,Shah Rukh Khan,Rani Mukerji,Jas Arora,Satish Shah,2567943.5052428846,Aziz Mirza,836225.0,6.6,nan,12610,,0,0,16,0,2003-06-12,167.0,Chalte Chalte,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,-1731718.5052428846,3443345.268092604,1121290.788108048,,-2322054.479984556
1871,David Seltzer,David Seltzer,Corey Haim,Kerri Green,Charlie Sheen,Corey Haim,Kerri Green,Charlie Sheen,Courtney Thorne-Smith,Winona Ryder,6000000.0,David Seltzer,8200000.0,6.8,75.0,12542,,0,0,3,0,1986-03-28,100.0,Lucas,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,2200000.0,13502750.707367979,18453759.30006957,,4951008.5927015925
1872,David Mackenzie,Alexander Trocchi,David Mackenzie,Ewan McGregor,Tilda Swinton,Peter Mullan,Ewan McGregor,Tilda Swinton,Peter Mullan,Emily Mortimer,2462902.53063235,David Mackenzie,767240.0,6.5,67.0,12172,140811.52638384336,0,0,17,7,2003-05-16,98.0,Young Adam,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,-1695662.5306323501,3302496.24156902,1028789.0750312641,188813.61761922558,-2273707.166537756
1873,Louis Malle,Wallace Shawn,Andre Gregory,Andre Gregory,Wallace Shawn,Jean Lenauer,Andre Gregory,Wallace Shawn,Jean Lenauer,Roy Butler,,Louis Malle,5250000.0,7.8,nan,13822,,0,0,0,2,1981-10-08,110.0,My Dinner with Andre,1981-01-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,14242642.28759967,,
1874,Frank Henenlotter,Frank Henenlotter,Kevin Van Hentenryck,Terri Susan Smith,Beverly Bonner,Kevin Van Hentenryck,Terri Susan Smith,Beverly Bonner,Robert Vogel,Diana Browne,35000.0,Frank Henenlotter,,6.1,nan,12814,,0,0,0,0,1982-04-02,91.0,Basket Case,1982-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1980,,89465.44041450777,,,
1875,Louis Malle,John Guare,Burt Lancaster,Susan Sarandon,Kate Reid,Burt Lancaster,Susan Sarandon,Kate Reid,Michel Piccoli,Hollis McLaren,7200000.0,Louis Malle,12729678.0,7.4,nan,12394,,5,0,16,25,1980-09-02,104.0,Atlantic City USA,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,5529678.0,21551422.38938422,38103148.25817385,,16551725.868789634
1876,Gregg Araki,Gregg Araki,James Duval,Rose McGowan,Johnathon Schaech,James Duval,Rose McGowan,Johnathon Schaech,Cress Williams,Skinny Puppy,,Gregg Araki,259319.0,6.0,nan,12275,,0,0,1,0,1995-01-26,83.0,The Doom Generation,1995-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,419770.0432570863,,
1877,Stephen Chow,Stephen Chow,Vincent Kok,Stephen Chow,Yuqi Zhang,Jiao Xu,Stephen Chow,Jiao Xu,Lei Huang,Yuqi Zhang,,Stephen Chow,206678.0,6.5,46.0,12482,,0,0,10,4,2008-01-30,86.0,Cheung gong 7 hou,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,236794.54081703487,,
1878,Darren Doane,Darren Doane,Cheston Hervey,Kirk Cameron,Darren Doane,Bridgette Cameron,Kirk Cameron,Darren Doane,Bridgette Cameron,Ben Kientz,500000.0,Darren Doane,2783970.0,1.5,18.0,13382,,0,0,2,4,2014-11-14,79.0,Saving Christmas,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,2283970.0,520978.6984356033,2900778.1341675334,,2379799.4357319297
1879,Fred Schepisi,John le Carré,Tom Stoppard,Sean Connery,Michelle Pfeiffer,Roy Scheider,Sean Connery,Michelle Pfeiffer,Roy Scheider,James Fox,,Fred Schepisi,22998000.0,6.1,nan,12487,,0,0,4,0,1990-12-21,123.0,The Russia House,1990-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,43417771.516912505,,
1880,Wes Craven,Wes Craven,Michael Murphy,Mitch Pileggi,John Tesh,Mitch Pileggi,John Tesh,Heather Langenkamp,Peter Berg,Jessica Craven,5000000.0,Wes Craven,16554699.0,5.4,51.0,12425,,0,0,1,0,1989-10-27,109.0,Shocker,1989-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,11554699.0,9949005.106225058,32940556.976603772,,22991551.870378714
1881,Ertem Egilmez,Sadik Sendil,Kemal Sunal,Halit Akçatepe,Sener Sen,Kemal Sunal,Halit Akçatepe,Sener Sen,Sevda Aktolga,Sitki Akçatepe,,Ertem Egilmez,,8.9,nan,13261,,0,0,0,0,1977-12-01,90.0,Saban Oglu Saban,1977-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,,,,,
1882,William Wyler,James R. Webb,Sy Bartlett,Gregory Peck,Jean Simmons,Carroll Baker,Gregory Peck,Jean Simmons,Carroll Baker,Charlton Heston,,William Wyler,,7.9,nan,12704,,0,1,5,2,1958-08-13,166.0,The Big Country,1958-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,,,,
1883,Jean-Pierre Jeunet,Jean-Pierre Jeunet,Guillaume Laurant,Helena Bonham Carter,Judy Davis,Callum Keith Rennie,Helena Bonham Carter,Judy Davis,Callum Keith Rennie,Kyle Catlett,33000000.0,Jean-Pierre Jeunet,99462.0,7.1,53.0,13925,,0,0,6,5,2013-09-28,105.0,The Young and Prodigious T.S. Spivet,2013-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,-32900538.0,34942388.89279568,105316.3601228862,,-34837072.5326728
1884,Clement Virgo,Tamara Berger,Clement Virgo,Lauren Lee Smith,Eric Balfour,Polly Shannon,Lauren Lee Smith,Eric Balfour,Polly Shannon,Mayko Nguyen,,Clement Virgo,,5.4,nan,12701,,0,0,2,1,2005-09-10,93.0,Lie with Me,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,,,,,
1885,Laslo Benedek,John Paxton,Frank Rooney,Marlon Brando,Mary Murphy,Robert Keith,Marlon Brando,Mary Murphy,Robert Keith,Lee Marvin,,Laslo Benedek,,6.9,nan,12426,,0,0,0,0,1953-12-25,79.0,The Wild One,1953-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,,,,
1886,Liz W. Garcia,Liz W. Garcia,Kristen Bell,Mamie Gummer,Martin Starr,Kristen Bell,Mamie Gummer,Martin Starr,Alex Shaffer,Joshua Harto,,Liz W. Garcia,,5.7,34.0,12596,,0,0,2,0,2013-01-19,98.0,The Lifeguard,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
1887,Ernie Barbarash,Chad Law,Evan Law,Jean-Claude Van Damme,Joe Flanigan,Anna-Louise Plowman,Jean-Claude Van Damme,Joe Flanigan,Anna-Louise Plowman,Charlotte Beaumont,10000000.0,Ernie Barbarash,,6.1,nan,12441,,0,0,0,0,2012-09-11,115.0,6 Bullets,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,10743747.00032612,,,
1888,Matthew Weiner,Matthew Weiner,Owen Wilson,Zach Galifianakis,Amy Poehler,Owen Wilson,Zach Galifianakis,Jay Gates,Jason Davis,Laura Ramsey,,Matthew Weiner,,5.3,37.0,12962,,0,0,0,0,2013-09-07,114.0,Are You Here,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
1889,Michelangelo Antonioni,Michelangelo Antonioni,Ennio Flaiano,Jeanne Moreau,Marcello Mastroianni,Monica Vitti,Marcello Mastroianni,Jeanne Moreau,Monica Vitti,Bernhard Wicki,,Michelangelo Antonioni,39236.0,8.0,nan,13441,,0,0,1,6,1961-01-24,122.0,La notte,1961-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,,,323779.36603024486,,
1890,Jerry Schatzberg,Garry Michael White,Gene Hackman,Al Pacino,Dorothy Tristan,Gene Hackman,Al Pacino,Dorothy Tristan,Ann Wedgeworth,Richard Lynch,,Jerry Schatzberg,,7.3,72.0,12774,,0,0,0,4,1973-04-11,112.0,Scarecrow,1973-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,,,
1891,Don McKellar,Ken Scott,Michael Dowse,Taylor Kitsch,Brendan Gleeson,Liane Balaban,Percy Hynes White,Sean Panting,Crystal Dawn Parsons,Brendan Gleeson,12700000.0,Don McKellar,3408966.0,7.0,57.0,13293,,0,0,7,2,2013-09-08,113.0,The Grand Seduction,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,-9291034.0,13447525.422378946,3609618.6574035804,,-9837906.764975367
1892,Ertem Egilmez,Rifat Ilgaz,Sadik Sendil,Sevda Aktolga,Ahmet Ariman,Aysen Gruda,Sevda Aktolga,Ahmet Ariman,Aysen Gruda,Cem Gürdap,,Ertem Egilmez,,8.8,nan,13275,,0,0,0,0,1977-02-01,97.0,Hababam Sinifi Tatilde,1977-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,,,,,
1893,Akira Kurosawa,Masato Ide,Hideo Oguni,Toshirô Mifune,Yûzô Kayama,Tsutomu Yamazaki,Toshirô Mifune,Yûzô Kayama,Tsutomu Yamazaki,Reiko Dan,,Akira Kurosawa,,8.3,nan,12767,,0,0,1,10,1965-04-03,185.0,Akahige,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,,,,,
